owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
flatiron,nconf,7.2,13.2,35.6,60.8,16.5,14.3,3.5,54.5,67.1,59.4,38.5,53.1,35.2,8.7,66.4,22.2,33.0,29.2,40.85,30.75,556.0,552.5,C,C
kolodny,immutability-helper,23.8,0.0,60.2,63.8,15.4,0.0,0.0,47.0,70.2,54.4,35.7,27.6,64.2,0.0,61.1,15.6,32.7,36.95,38.225,30.258333333333336,544.5,542.5,C,C
josdejong,mathjs,37.0,33.1,86.3,35.4,42.1,38.4,35.7,59.4,84.9,83.2,35.4,33.9,58.1,38.7,64.9,43.900000000000006,50.0,47.95,48.9,46.916666666666664,901.0,891.5,A,A
broccolijs,broccoli-merge-trees,22.1,0.0,35.5,45.7,14.6,0.0,0.0,22.1,11.1,21.2,31.8,24.4,57.2,0.0,57.5,9.175,22.8,25.825000000000003,34.775,23.258333333333336,261.0,211.5,D,D
flatiron,prompt,7.0,0.0,51.2,61.0,14.7,0.0,0.0,48.8,56.2,52.6,42.3,44.1,35.9,0.0,66.9,15.875,29.4,29.8,36.725,27.46666666666667,432.0,423.0,C,C
jaredhanson,passport-oauth2,12.6,8.6,44.8,84.2,24.3,8.6,0.0,43.6,36.2,64.7,43.5,30.1,51.0,0.0,34.5,19.125,30.2,37.55,28.9,28.524999999999995,482.0,452.5,C,C
ForbesLindesay,sync-request,32.4,0.0,49.8,65.1,20.6,0.0,0.0,28.9,26.3,25.8,41.8,21.6,38.3,0.0,17.3,12.375,22.8,36.824999999999996,19.299999999999997,22.833333333333332,243.0,211.5,D,D
ljharb,tape,42.2,14.2,80.3,48.3,26.0,18.0,12.8,55.4,72.1,64.9,49.8,34.9,37.7,23.9,52.5,28.05,39.7,46.25,37.25,37.18333333333333,702.0,699.0,B,B
koajs,bodyparser,31.4,4.0,64.3,71.5,21.9,6.5,3.6,36.6,50.7,43.5,26.6,25.8,26.9,11.6,46.8,17.15,29.6,42.8,27.774999999999995,29.241666666666664,507.0,432.0,C,C
jashkenas,backbone,37.8,29.2,60.6,57.4,26.0,33.2,15.5,68.2,94.8,96.2,34.9,46.8,54.2,17.9,72.0,35.725,46.8,46.25,47.724999999999994,43.23333333333333,838.0,842.0,A,A
typicode,lowdb,45.4,29.5,69.1,42.6,27.9,20.4,8.5,66.2,90.3,79.7,53.3,41.7,44.2,13.6,31.6,30.75,40.4,46.65,32.775000000000006,36.725,692.0,721.5,B,B
ember-cli,ember-cli-htmlbars,39.8,25.6,38.0,61.5,29.2,27.1,27.4,30.4,14.4,31.9,33.9,41.3,62.7,27.0,51.4,28.525,36.6,41.225,45.599999999999994,38.449999999999996,736.5,626.0,B,B
mozilla,nunjucks,37.7,15.1,66.8,73.6,22.5,12.6,0.0,62.8,77.3,73.1,45.3,55.4,39.3,4.0,64.2,24.474999999999998,39.6,48.3,40.725,37.833333333333336,721.0,693.5,B,B
jshint,jshint,42.6,0.0,69.3,53.5,19.5,0.8,0.0,70.5,78.2,87.7,49.3,66.7,69.3,0.0,68.0,22.7,41.1,41.35,51.0,38.35,734.0,735.0,B,B
benjamn,install,13.8,0.0,37.1,72.7,13.3,0.0,0.0,26.0,12.9,16.4,40.8,34.0,51.2,0.0,6.6,9.825,20.2,30.900000000000002,22.950000000000003,21.225,189.0,156.5,F,F
chenglou,react-motion,7.2,1.9,55.2,60.0,13.3,3.5,0.0,57.4,91.1,82.5,34.6,21.2,75.5,0.0,73.9,18.55,36.0,31.075000000000003,42.65,30.758333333333336,557.0,614.5,C,B
ChainSafe,web3.js,46.4,29.1,72.7,43.4,44.1,42.9,40.1,64.7,88.5,95.9,25.0,49.3,61.9,43.7,70.8,47.949999999999996,53.4,47.9,56.425,50.758333333333326,963.0,945.5,A,A
adaltas,node-http-status,34.8,9.8,57.2,37.5,20.2,16.0,17.0,27.8,30.6,27.8,7.4,45.2,22.5,17.1,55.8,20.25,28.0,34.825,35.150000000000006,30.075000000000003,539.0,372.5,C,D
Medium,phantomjs,11.1,0.0,26.9,52.7,12.9,0.0,0.0,52.4,52.4,69.4,37.7,50.2,35.1,0.0,60.8,16.325,27.8,22.675,36.525000000000006,25.175,341.5,365.5,D,D
webpack-contrib,extract-text-webpack-plugin,31.4,0.0,49.3,62.4,12.9,0.0,0.0,61.8,67.3,71.3,69.5,39.0,85.2,0.0,58.0,18.675,37.4,35.775,45.55,33.333333333333336,615.0,644.5,B,B
jxson,front-matter,3.8,0.0,57.2,81.5,17.6,3.6,0.0,37.2,37.8,35.5,37.3,38.2,24.5,0.0,59.0,14.600000000000001,26.9,35.625,30.425,26.883333333333336,407.5,335.5,C,D
reactstrap,reactstrap,33.8,30.3,82.1,16.6,35.2,28.6,31.4,62.0,80.2,84.3,50.9,32.7,78.0,35.5,65.5,39.3,48.5,40.699999999999996,52.925,44.30833333333334,850.0,864.0,A,A
babel,ember-cli-babel,28.2,23.4,40.9,43.4,29.7,31.7,27.3,34.3,18.3,44.3,34.0,40.7,60.3,27.9,72.2,30.75,37.8,33.975,50.275000000000006,38.333333333333336,733.0,653.5,B,B
twitter,hogan.js,20.1,0.0,69.5,61.3,13.0,0.0,0.0,54.8,70.0,69.7,35.9,43.4,26.8,3.4,54.2,16.95,31.2,37.724999999999994,31.950000000000003,28.875,493.5,494.0,C,C
klughammer,node-randomstring,18.7,0.0,38.3,50.1,13.1,0.0,0.0,36.1,34.3,35.6,33.7,40.8,22.5,0.0,41.5,12.3,22.1,26.775,26.2,21.758333333333336,213.0,192.0,D,F
jquery,jquery-ui,19.1,16.3,58.2,61.6,33.8,18.3,21.4,66.4,81.3,96.1,35.2,53.1,26.1,20.2,67.2,34.975,41.9,38.800000000000004,41.650000000000006,38.475,738.0,747.5,B,B
imagemin,imagemin-pngquant,10.9,1.0,34.0,56.9,12.8,4.5,0.0,35.2,25.7,36.3,48.6,30.1,37.6,1.1,49.8,13.125,24.0,25.7,29.65,22.825,242.0,244.5,D,D
getsentry,raven-js,38.8,28.7,74.4,48.3,41.1,46.0,38.6,66.8,75.4,86.2,34.5,71.1,74.9,44.0,71.1,48.125,54.9,47.55,65.275,53.65,989.0,967.5,A,A
showdownjs,showdown,29.8,5.8,81.2,42.5,20.9,4.5,0.0,69.5,84.7,87.0,35.0,71.3,55.6,11.3,42.5,23.725,38.6,39.825,45.175,36.24166666666667,678.0,672.5,B,B
angular,angular.js,24.8,0.0,60.4,64.7,9.8,0.0,0.0,63.4,98.0,99.3,6.9,49.2,59.7,0.0,48.8,18.3,35.1,37.475,39.425,31.733333333333334,578.0,593.5,C,C
apocas,dockerode,46.8,20.8,63.8,56.8,27.8,13.5,16.8,54.9,67.6,68.9,32.0,51.0,31.3,20.6,73.2,28.25,40.7,47.05,44.025,39.775,763.0,728.0,B,B
dcodeIO,bytebuffer.js,6.3,0.0,27.6,45.3,9.9,0.0,0.0,33.9,38.9,50.3,6.7,39.6,13.1,0.0,29.8,10.95,17.8,19.799999999999997,20.625,17.125,112.5,127.5,F,F
vuejs,vue-class-component,31.8,7.9,46.6,47.0,19.4,5.1,8.6,52.6,72.2,68.5,38.6,31.3,73.7,4.3,46.5,21.424999999999997,34.6,33.325,38.95,31.233333333333334,566.0,585.5,C,C
nickmerwin,node-coveralls,6.4,0.0,61.5,75.0,9.9,0.0,0.0,41.1,46.9,60.4,11.1,46.0,52.5,0.0,70.2,12.75,30.3,35.725,42.175,30.21666666666667,543.0,459.0,C,C
hughsk,envify,7.4,0.0,34.6,88.3,10.0,0.0,0.0,36.0,44.5,28.5,39.4,31.6,25.1,0.0,39.8,11.5,23.4,32.575,24.125,22.733333333333334,237.0,229.5,D,D
olado,doT,19.9,5.0,53.9,52.1,13.2,4.7,0.0,58.5,69.6,81.0,31.7,51.9,30.2,0.0,20.2,19.1,28.5,32.725,25.575,25.8,368.0,395.5,D,D
tediousjs,node-mssql,40.1,31.4,69.9,26.1,34.2,40.1,29.6,47.6,59.0,69.3,8.1,54.1,42.3,31.8,64.0,37.875,42.6,41.875,48.05,42.6,825.0,761.0,A,B
tj,connect-redis,53.0,22.0,39.2,83.3,24.5,12.4,14.2,56.1,61.8,66.4,34.4,61.8,27.3,25.9,39.9,26.8,38.4,49.375,38.724999999999994,38.3,732.0,670.0,B,B
kaorun343,vue-property-decorator,20.5,0.0,59.6,23.2,10.2,0.0,0.0,42.7,71.3,67.0,8.2,24.3,31.1,0.0,38.8,13.225000000000001,23.8,25.825,23.55,20.866666666666664,179.0,240.0,F,D
contra,gulp-concat,18.1,0.0,31.1,5.5,9.6,0.0,0.0,43.5,41.0,44.8,57.1,31.1,37.6,0.0,59.1,13.275,23.2,13.675,31.950000000000003,19.633333333333336,154.0,222.0,F,D
standard,standard,32.6,29.7,84.4,33.8,32.6,32.6,31.1,64.6,95.2,91.4,47.1,24.6,32.0,35.1,65.6,40.224999999999994,46.5,45.125,39.324999999999996,41.55833333333333,807.0,834.5,A,A
koajs,router,29.4,23.8,71.3,71.3,22.7,18.1,14.3,29.6,42.7,51.9,8.3,15.4,24.8,15.2,69.1,21.175,33.3,48.949999999999996,31.125,33.75,626.0,559.5,B,C
yuanchuan,node-watch,37.5,21.4,57.4,41.5,15.2,9.8,16.9,33.9,27.0,24.8,35.5,48.5,26.9,14.4,34.0,18.950000000000003,28.1,39.45,30.95,29.783333333333335,525.0,376.5,C,D
prettier,tslint-config-prettier,24.9,0.0,65.9,22.4,8.4,0.0,0.0,32.8,49.8,23.7,38.2,19.5,70.1,0.0,63.0,10.299999999999999,27.1,28.300000000000004,38.15,25.583333333333332,360.0,347.5,D,D
rollup,rollup-plugin-node-resolve,31.5,0.0,57.6,37.0,8.4,0.0,0.0,34.0,32.6,39.2,46.8,17.6,69.4,0.0,48.3,10.6,26.9,31.525,33.825,25.316666666666666,350.0,335.5,D,D
ethereumjs,ethereumjs-tx,31.5,0.0,57.7,38.9,8.4,0.0,0.0,42.6,40.8,60.1,44.1,25.5,42.1,0.0,68.7,12.75,28.6,32.025,34.075,26.28333333333333,390.0,399.5,D,D
oblador,react-native-vector-icons,38.7,32.0,82.1,46.2,37.2,33.3,38.8,68.2,87.2,90.6,55.0,39.9,74.5,35.0,55.8,44.375,52.4,49.75,51.300000000000004,48.475,929.0,927.5,A,A
pvorb,node-sha1,32.0,0.0,38.3,78.7,8.5,0.0,0.0,28.3,15.2,14.5,40.5,43.0,33.7,0.0,10.2,9.2,20.8,37.25,21.725,22.725000000000005,236.0,163.5,D,F
ianschmitz,jest-environment-jsdom-fourteen,1.0,0.0,38.5,22.3,8.5,0.0,0.0,22.5,10.8,10.5,63.4,5.4,49.3,0.0,2.4,7.75,14.5,15.45,14.274999999999999,12.491666666666665,62.0,89.5,F,F
ant-design,babel-plugin-import,23.0,9.9,39.3,37.8,18.1,13.8,17.3,49.4,63.5,67.5,41.1,25.6,44.9,15.8,63.6,24.650000000000002,33.7,27.5,37.475,29.875,529.0,571.5,C,C
geowarin,friendly-errors-webpack-plugin,3.8,0.0,59.7,50.5,8.6,0.0,0.0,40.2,39.9,37.4,62.4,21.1,78.6,0.0,45.0,12.200000000000001,28.2,28.5,36.175,25.625,363.0,381.0,D,D
vuejs,babel-helper-vue-jsx-merge-props,13.6,0.0,23.2,47.4,8.1,0.0,0.0,22.2,11.3,13.7,54.7,9.3,32.8,0.0,12.9,7.574999999999999,15.3,21.049999999999997,13.75,14.125,86.5,100.0,F,F
jadejs,jade,32.8,0.0,55.4,0.0,18.7,0.0,0.0,74.7,90.9,89.4,55.9,62.4,71.6,2.6,62.8,23.35,37.2,22.049999999999997,49.849999999999994,31.75,579.0,641.0,C,B
terinjokes,gulp-uglify,24.0,0.0,44.9,54.0,8.2,0.0,0.0,50.1,49.5,51.0,60.1,39.8,47.5,0.0,19.6,14.575,26.5,30.725,26.724999999999998,24.00833333333333,286.0,320.5,D,D
gruntjs,grunt-contrib-copy,11.6,0.0,48.5,71.2,8.2,0.0,0.0,45.6,39.2,54.0,52.8,36.4,37.2,0.0,54.3,13.45,27.9,32.825,31.975,26.083333333333332,382.0,369.0,D,D
fluent-ffmpeg,node-fluent-ffmpeg,36.8,12.7,68.9,49.5,23.3,18.5,1.9,49.8,74.9,78.9,0.9,44.6,37.4,11.4,73.2,23.375,36.8,41.975,41.65,35.666666666666664,666.0,629.5,B,B
vpulim,node-soap,0.0,10.3,83.4,36.0,8.3,13.5,0.0,54.3,62.6,86.3,0.8,67.3,44.6,5.2,69.8,19.025,33.5,32.425,46.725,32.725,605.0,566.5,B,C
systemjs,systemjs,39.0,15.6,68.3,40.4,25.2,17.4,16.7,66.6,83.3,81.8,40.6,60.9,38.7,16.8,41.6,31.475,39.9,40.824999999999996,39.5,37.266666666666666,705.0,707.5,B,B
gruntjs,grunt-contrib-clean,16.9,0.0,49.8,71.3,8.3,0.1,0.0,39.3,34.1,32.3,53.4,37.5,60.0,7.5,57.7,11.925,29.6,34.5,40.675,29.03333333333333,498.0,432.0,C,C
gruntjs,grunt-contrib-watch,11.5,0.0,52.1,71.3,8.5,0.0,0.0,54.1,57.8,66.0,56.7,36.0,39.0,2.1,60.1,15.65,31.1,33.725,34.3,27.891666666666666,450.0,488.0,C,C
redux-utilities,redux-actions,29.5,0.0,38.3,38.0,13.2,9.6,0.0,51.1,73.6,62.3,35.3,33.1,56.3,5.7,69.5,18.475,32.2,26.45,41.15,28.691666666666663,488.0,526.5,C,C
tschaub,gh-pages,29.8,32.4,56.4,63.4,23.7,35.9,27.6,54.8,63.6,52.8,66.4,36.5,51.2,27.4,52.7,35.5,43.3,45.5,41.95,40.983333333333334,796.0,781.0,B,B
redux-form,redux-form,17.1,4.4,77.6,12.6,8.7,2.4,0.0,63.2,83.1,87.5,38.3,43.7,74.2,0.0,75.8,18.575000000000003,36.2,27.924999999999997,48.425,31.641666666666666,576.0,616.5,C,B
patrick-steele-idem,child-process-promise,5.6,0.0,40.0,69.7,8.0,0.0,0.0,26.4,22.9,20.5,32.1,30.2,41.6,0.0,21.3,8.6,19.7,28.825000000000003,23.275000000000002,20.233333333333334,168.0,148.5,F,F
node-modules,urllib,45.4,15.5,54.2,57.9,25.5,30.8,25.7,43.5,39.1,42.4,31.2,61.4,34.7,31.5,43.8,31.375,37.7,43.25,42.85,39.15833333333333,751.0,651.5,B,B
bitcoinjs,bip39,20.8,2.6,49.9,38.5,13.8,4.8,14.4,45.3,46.3,68.4,41.5,25.0,51.5,10.7,60.7,19.575,31.3,27.95,36.975,28.166666666666668,467.0,496.5,C,C
discordjs,discord.js,42.6,27.2,62.2,18.1,44.3,45.5,42.6,70.6,93.0,94.8,51.1,43.6,68.2,45.5,57.3,50.74999999999999,52.3,37.525,53.65,47.30833333333333,906.0,925.5,A,A
ElemeFE,element,33.1,16.7,59.5,44.4,41.4,30.5,32.8,58.1,97.7,98.3,0.7,35.9,62.7,27.5,67.2,40.7,46.0,38.425,48.325,42.483333333333334,824.0,827.5,A,A
Level,level,38.8,20.8,77.0,44.2,21.6,12.7,14.5,47.4,53.2,43.3,41.0,52.1,28.1,13.9,59.2,24.049999999999997,35.6,45.2,38.325,35.858333333333334,672.0,604.0,B,B
gruntjs,grunt-contrib-uglify,23.1,0.0,49.0,71.2,12.7,4.4,0.0,56.4,53.1,66.7,57.0,48.9,63.7,6.5,77.5,18.375,36.8,35.825,49.15,34.449999999999996,640.5,629.5,B,B
rollup,rollup-plugin-commonjs,31.3,0.0,41.5,36.8,12.8,0.0,0.0,34.2,33.9,44.5,44.9,13.5,70.8,0.0,49.8,11.75,26.5,27.4,33.525,24.224999999999998,293.0,320.5,D,D
robrich,gulp-if,19.0,0.0,41.3,54.6,12.8,0.0,0.0,32.0,37.6,18.8,44.3,27.1,35.1,0.0,20.9,11.2,20.9,28.725,20.775,20.23333333333333,167.0,165.5,F,F
grpc,grpc-node,27.6,28.0,70.3,24.1,36.4,42.7,36.7,44.0,67.8,72.6,0.5,35.1,29.0,34.5,50.9,39.95,39.5,37.5,37.375,38.275,731.0,688.0,B,B
aheckmann,gm,4.8,0.0,53.1,70.7,13.8,0.3,0.0,57.0,74.1,73.4,32.5,48.0,33.6,0.0,59.0,17.775,31.2,32.15,35.15,28.35833333333333,474.0,494.0,C,C
DiegoRBaquero,node-os,0.0,0.0,28.6,40.0,7.4,0.0,0.0,16.4,9.7,10.0,36.0,10.1,31.9,0.0,2.5,5.949999999999999,11.9,17.15,11.125,11.408333333333331,52.0,61.0,F,F
helloIAmPau,node-spinner,14.3,0.0,41.5,13.7,7.5,0.0,0.0,24.9,23.6,16.7,31.0,28.5,30.3,0.0,48.8,8.1,17.8,17.375,26.9,17.458333333333332,121.0,127.5,F,F
Level,leveldown,27.5,7.3,45.4,44.0,7.5,0.3,0.0,46.6,40.3,53.4,36.5,56.4,42.0,5.3,53.2,13.6,28.5,31.05,39.225,27.958333333333332,453.0,395.5,C,D
lazd,gulp-replace,19.9,0.0,39.9,59.1,7.5,0.0,0.0,38.5,33.5,37.9,43.8,38.8,52.5,0.0,39.7,11.5,25.4,29.725,32.75,24.65833333333333,311.0,283.5,D,D
karma-runner,karma-mocha,13.0,0.0,41.1,64.2,8.0,0.0,0.0,37.1,28.8,39.6,43.0,36.8,72.2,7.4,60.0,11.275,29.0,29.575000000000003,44.099999999999994,28.316666666666663,472.0,410.0,C,C
sindresorhus,deep-assign,31.3,0.0,57.0,77.8,7.1,0.0,0.0,27.6,22.6,22.0,51.6,14.0,37.7,0.0,20.6,8.675,22.7,41.525,18.075000000000003,22.758333333333336,238.5,207.5,D,D
Semantic-Org,Semantic-UI-React,41.9,15.8,64.3,63.9,34.4,26.6,27.2,63.2,83.7,95.1,42.7,31.2,79.6,27.4,55.8,37.85,48.3,46.474999999999994,48.49999999999999,44.275,849.0,859.0,A,A
reactjs,react-router-redux,31.6,0.0,37.8,33.0,12.6,0.0,0.0,48.0,76.2,73.6,16.1,26.1,68.4,0.0,68.8,15.15,30.9,25.6,40.824999999999996,27.191666666666663,419.5,478.0,C,C
koajs,koa-body,9.3,19.9,72.9,71.3,17.2,4.6,2.0,39.0,45.1,44.7,37.4,28.9,53.5,3.2,61.8,15.7,32.5,43.349999999999994,36.85,31.96666666666667,586.0,534.5,C,C
bahamas10,node-clear,13.3,0.0,23.5,78.4,12.5,0.0,0.0,25.0,15.7,11.9,34.7,37.5,31.3,0.0,2.5,9.375,17.3,28.8,17.825,18.666666666666668,138.0,124.0,F,F
babel,gulp-babel,17.3,0.0,56.4,43.1,12.5,0.0,0.0,42.4,51.2,46.4,46.5,25.4,66.0,0.0,55.9,13.725,29.1,29.200000000000003,36.825,26.583333333333332,400.0,413.5,C,C
Trott,slug,27.5,24.6,55.6,62.0,21.5,30.5,19.1,20.3,25.4,20.3,33.1,2.2,48.8,28.0,45.2,22.85,31.8,42.425,31.05,32.108333333333334,590.0,509.5,C,C
elastic,elasticsearch-js-legacy,31.6,0.0,36.8,49.9,7.1,0.0,0.0,9.7,12.8,21.6,2.9,1.4,35.7,0.0,56.2,4.199999999999999,18.1,29.575000000000003,23.325000000000003,19.033333333333335,146.0,132.0,F,F
enricomarino,is,21.3,0.0,58.6,77.2,7.2,0.0,0.0,32.1,20.0,19.5,47.0,42.0,40.5,0.0,18.5,9.825000000000001,23.4,39.275000000000006,25.25,24.783333333333335,321.0,229.5,D,D
jgthms,bulma,42.3,31.9,65.8,42.5,31.9,31.2,29.5,65.5,97.4,94.9,45.4,24.2,66.3,27.8,40.2,39.525,46.7,45.625,39.625,41.59166666666667,809.0,840.0,A,A
koajs,mount,11.3,0.0,61.6,71.1,7.2,0.0,0.0,24.1,35.1,28.7,2.8,29.9,27.8,0.0,41.8,7.825,21.4,36.0,24.875,22.900000000000002,247.5,177.0,D,F
gruntjs,grunt-contrib-concat,10.3,9.7,47.5,71.0,12.1,2.7,14.6,46.4,41.8,52.2,52.9,38.5,61.4,9.8,56.2,18.95,33.3,34.625,41.474999999999994,31.683333333333334,577.0,559.5,C,C
aseemk,requireDir,14.5,0.0,39.0,62.9,6.8,0.0,0.0,27.7,33.3,29.2,2.7,45.5,30.0,0.0,28.0,8.625,19.6,29.1,25.875,21.2,186.5,146.5,F,F
yeoman,yosay,30.2,1.5,42.3,65.0,7.3,3.0,1.6,26.4,20.9,24.4,30.4,29.8,31.5,4.3,40.1,9.575,22.6,34.75,26.424999999999997,23.583333333333332,271.0,204.5,D,D
felixge,node-require-all,20.2,0.0,39.0,78.8,6.8,0.0,0.0,31.4,25.0,26.5,32.9,41.3,29.3,0.0,38.1,9.549999999999999,22.7,34.5,27.175,23.741666666666664,279.0,207.5,D,D
sindresorhus,gulp-autoprefixer,26.9,1.4,59.7,77.8,13.5,2.9,8.1,37.2,38.4,26.4,56.4,27.8,40.9,4.8,32.5,15.425,28.2,41.45,26.5,27.791666666666668,447.5,381.0,C,D
hokaccha,node-jwt-simple,5.5,0.0,36.8,70.9,6.9,0.0,0.0,43.7,51.7,48.7,33.8,40.8,53.3,0.0,44.8,12.65,26.8,28.3,34.724999999999994,25.224999999999998,344.0,331.0,D,D
scniro,gulp-clean-css,18.8,0.7,38.9,33.4,10.9,0.6,0.0,36.6,37.3,29.3,52.2,27.4,43.8,0.0,20.0,12.025,21.1,22.950000000000003,22.799999999999997,19.258333333333333,149.5,169.0,F,F
floatdrop,gulp-plumber,7.9,0.0,38.9,77.0,7.0,0.0,0.0,35.2,41.7,20.1,51.7,27.2,40.7,0.0,22.4,10.55,22.4,30.95,22.575,21.358333333333334,194.0,199.5,F,F
restify,node-restify,46.0,13.6,74.5,44.8,20.4,12.5,15.7,54.4,80.4,80.8,1.0,55.3,28.6,16.4,66.1,25.750000000000004,38.1,44.724999999999994,41.599999999999994,37.35833333333333,708.0,660.5,B,B
apollographql,react-apollo,19.4,0.0,65.7,38.7,8.6,0.0,0.0,55.5,73.9,77.2,36.3,34.5,64.7,0.0,51.5,16.025,32.0,30.95,37.675,28.216666666666665,469.0,519.5,C,C
postcss,gulp-postcss,40.9,6.1,45.2,50.8,11.9,12.6,8.2,40.1,40.6,33.9,45.5,40.3,39.2,7.7,52.8,18.200000000000003,30.0,35.75,35.0,29.650000000000002,519.0,445.5,C,C
OverZealous,run-sequence,30.2,0.0,37.6,44.6,8.7,0.0,0.0,36.6,45.5,29.4,44.5,26.9,56.1,0.0,19.1,11.325,23.2,28.1,25.525,21.649999999999995,208.0,222.0,D,D
koajs,logger,12.4,0.0,60.4,71.1,8.7,0.0,0.0,31.6,35.5,40.0,19.5,31.6,34.8,0.0,56.3,10.075,25.2,35.974999999999994,30.674999999999997,25.575,359.0,277.0,D,D
jaredhanson,passport-oauth,5.1,1.3,37.7,84.5,8.8,0.6,0.0,29.4,15.9,27.4,31.9,42.3,37.8,0.0,11.4,9.7,20.3,32.15,22.875,21.575,205.0,159.0,D,F
hughsk,vinyl-source-stream,24.3,0.0,37.6,88.3,8.8,0.0,0.0,28.0,26.6,19.3,39.2,27.0,33.9,0.0,32.0,9.2,22.6,37.55,23.225,23.325,265.0,204.5,D,D
MoOx,postcss-cssnext,30.5,0.0,56.3,53.2,8.8,0.0,0.0,52.6,70.7,56.5,42.1,41.3,77.3,0.0,43.8,15.350000000000001,32.7,35.0,40.599999999999994,30.316666666666663,547.0,542.5,C,C
ivogabe,gulp-typescript,21.6,0.0,30.1,31.8,6.4,0.0,0.0,42.5,41.9,46.9,34.2,47.0,53.0,0.0,49.6,12.225,24.9,20.875,37.4,23.5,268.0,271.0,D,D
sindresorhus,gulp-filter,27.4,5.9,59.5,77.3,17.0,7.6,15.8,30.1,25.9,22.4,37.5,34.8,31.7,12.4,40.6,17.625,28.6,42.525000000000006,29.875,30.008333333333336,533.5,399.5,C,D
adametry,gulp-eslint,21.5,0.0,55.0,29.0,6.4,0.0,0.0,37.2,35.7,43.7,40.1,29.1,63.9,0.0,62.8,10.9,27.0,26.375,38.949999999999996,25.40833333333333,353.5,341.5,D,D
sindresorhus,gulp-imagemin,38.5,0.8,62.2,75.6,12.2,1.6,8.3,48.9,56.3,51.2,51.2,36.8,36.1,7.2,48.6,17.75,32.8,44.275,32.175,31.399999999999995,569.0,548.0,C,C
hughsk,vinyl-buffer,30.5,0.0,34.1,88.2,6.0,0.0,0.0,22.1,14.3,11.8,36.6,25.6,32.9,0.0,18.9,7.025,19.9,38.2,19.35,21.525000000000002,202.0,150.5,D,F
jaredhanson,connect-flash,3.9,0.0,40.0,84.1,6.0,0.0,0.0,46.5,49.6,49.5,47.4,39.6,42.8,0.0,6.2,13.125,24.2,32.0,22.15,22.425,227.0,251.0,D,D
palantir,tslint-react,28.7,0.0,31.4,51.5,6.0,0.0,0.0,34.1,40.0,35.9,34.1,26.4,49.6,0.0,42.9,10.025,23.7,27.9,29.725,22.55,230.0,239.0,D,D
karma-runner,karma-phantomjs-launcher,5.8,0.0,38.0,64.0,6.1,0.0,0.0,37.7,24.0,45.8,47.6,33.5,67.1,0.0,47.6,10.950000000000001,26.2,26.95,37.05,24.98333333333333,330.5,307.5,D,D
s-panferov,awesome-typescript-loader,6.2,0.0,77.1,50.8,6.1,0.0,0.0,44.6,59.7,52.9,37.9,27.9,65.5,0.0,33.4,12.675,28.3,33.525,31.700000000000003,25.96666666666667,374.5,385.5,D,D
gruntjs,grunt-contrib-jshint,18.0,15.1,45.3,71.1,12.1,14.6,17.8,49.2,39.0,55.7,55.3,46.8,64.8,16.2,66.5,23.425,37.6,37.375,48.575,36.458333333333336,682.5,648.5,B,B
clessg,progress-bar-webpack-plugin,4.3,0.0,36.9,44.2,6.2,0.0,0.0,25.6,30.7,24.7,33.4,13.7,32.7,0.0,41.9,7.95,18.5,21.35,22.075,17.125,112.5,135.5,F,F
gulp-community,gulp-less,23.5,0.0,35.7,51.8,9.2,0.0,0.0,39.9,35.4,42.7,42.6,39.0,38.0,0.0,64.2,12.274999999999999,26.2,27.75,35.3,25.10833333333333,337.0,307.5,D,D
jackfranklin,gulp-load-plugins,28.7,0.0,80.7,74.4,5.7,0.0,0.0,37.0,40.2,29.7,42.2,35.9,51.2,0.0,60.0,10.675,30.5,45.95,36.775,31.133333333333336,563.0,465.5,C,C
floatdrop,gulp-watch,15.1,0.0,45.2,77.0,9.1,0.0,0.0,38.4,37.2,41.4,40.4,34.6,63.1,0.0,43.4,11.875,27.8,34.325,35.275,27.15833333333333,418.0,365.5,C,D
buglabs,node-xml2json,7.4,0.0,30.2,73.7,5.8,0.0,0.0,37.3,42.0,56.0,7.6,43.7,45.9,0.0,59.1,10.774999999999999,25.5,27.825000000000003,37.175,25.258333333333336,346.0,286.0,D,D
jdesboeufs,connect-mongo,47.5,17.6,72.1,40.2,19.7,10.9,15.9,52.8,57.4,65.3,43.2,45.3,73.7,14.4,57.6,24.825,40.3,44.349999999999994,47.75,38.975,749.0,719.5,B,B
loganfsmyth,babel-plugin-transform-decorators-legacy,10.5,0.0,39.2,48.2,5.8,0.0,0.0,31.6,42.4,28.6,41.2,14.1,48.5,0.0,13.8,9.35,19.7,24.475,19.099999999999998,17.641666666666666,124.0,148.5,F,F
maritz,node-sprintf,32.2,0.0,28.6,51.2,5.9,0.0,0.0,26.0,13.9,12.8,31.1,46.4,28.1,0.0,31.8,7.975,19.0,28.0,26.575000000000003,20.85,178.0,139.5,F,F
ryanmcgrath,wrench-js,7.2,0.0,29.9,43.5,5.9,0.0,0.0,36.6,31.0,33.3,33.6,48.7,29.0,0.0,47.1,10.625,21.0,20.15,31.2,20.65833333333333,171.0,167.5,F,F
