owner,repo,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contributor_participation,code_contribution,contributor_growth,popularity,stars_and_watches,forks,downstream_dependents,project_maturity,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,avg_percentile,maintenance_and_goodwill,code_quality,component_avg,component_rank,trustee_rank,component_grade,trustee_grade
chalk,supports-color,19.3,13.8,42.0,41.2,6.6,7.1,0.0,52.1,26.7,38.3,99.7,43.6,36.8,6.2,53.3,16.45,29.4,29.075,34.975,26.833333333333332,446.5,444.0,C,C
npm,node-semver,37.0,27.0,84.8,61.1,47.4,33.8,28.3,49.2,69.2,69.6,2.1,56.0,8.0,35.5,71.2,39.675000000000004,44.1,52.475,42.675,44.94166666666666,876.0,808.5,A,A
chalk,chalk,21.0,7.6,82.9,41.1,41.9,14.3,16.4,78.7,90.6,78.3,99.4,46.7,43.6,15.8,70.0,37.825,46.1,38.15,44.025000000000006,40.0,787.0,842.5,B,A
debug-js,debug,20.3,8.2,46.3,49.6,30.6,11.2,0.0,80.3,80.9,79.8,100.0,60.4,47.0,0.0,74.0,30.525,41.4,31.1,45.35,35.65833333333333,685.0,749.5,B,B
microsoft,tslib,20.9,30.3,58.2,49.8,39.3,29.4,30.2,56.5,49.4,45.6,94.3,36.5,50.0,31.3,56.0,38.85,43.7,39.8,43.45,40.7,807.0,800.0,A,A
vercel,ms,16.6,0.0,37.6,38.6,25.5,13.2,0.0,71.1,69.3,61.6,99.9,53.7,80.5,7.7,63.1,27.45,39.4,23.200000000000003,51.25,33.96666666666667,650.0,704.5,B,B
mozilla,source-map,2.2,11.4,71.8,72.5,23.0,6.7,0.0,68.0,65.3,66.8,96.4,43.6,69.8,8.0,75.0,24.425,42.1,39.475,49.1,37.666666666666664,730.0,759.5,B,B
isaacs,node-lru-cache,21.2,23.7,54.7,86.7,32.3,19.4,9.5,52.8,69.9,66.6,26.4,48.3,46.3,22.1,38.7,28.499999999999996,38.9,46.575,38.849999999999994,37.975,739.0,690.5,B,B
chalk,strip-ansi,0.0,0.0,28.3,40.9,17.6,0.0,0.0,46.6,28.7,23.0,99.1,35.6,42.3,5.0,35.4,16.05,24.3,17.3,29.574999999999996,20.974999999999998,211.0,275.0,D,D
nodejs,readable-stream,21.2,11.3,69.3,55.9,29.0,16.9,9.6,65.5,46.0,58.2,97.9,59.9,49.6,20.8,75.0,30.25,43.0,39.425,51.325,40.333333333333336,796.0,785.5,B,B
tj,commander.js,35.1,32.4,85.9,83.3,51.9,41.9,28.2,66.3,93.5,88.4,16.1,67.3,29.4,34.8,70.2,47.074999999999996,52.7,59.175,50.425,52.225,986.5,942.5,A,A
isaacs,minimatch,20.4,15.1,41.6,86.5,40.7,15.8,9.7,66.2,63.7,57.9,99.6,43.5,74.2,19.8,29.1,33.1,42.5,40.9,41.650000000000006,38.550000000000004,753.0,768.0,B,B
isaacs,node-glob,23.7,25.8,78.3,86.3,49.6,22.1,22.1,53.2,77.0,71.2,15.2,49.4,41.0,28.2,33.3,36.75,43.0,53.525,37.975,42.75,842.0,785.5,A,B
sindresorhus,find-up,21.6,1.6,57.0,73.8,33.8,3.2,2.3,45.4,35.6,26.1,97.5,22.5,38.5,2.5,51.1,21.175,31.9,38.5,28.65,29.441666666666663,546.0,540.5,C,C
sindresorhus,escape-string-regexp,0.0,0.0,34.0,75.3,27.6,0.0,0.0,47.8,35.8,28.2,98.9,28.1,43.2,0.0,37.0,18.85,27.8,27.325,27.075000000000003,24.416666666666668,353.0,394.0,D,D
feross,safe-buffer,19.2,0.0,40.0,66.0,28.5,0.0,0.0,40.7,27.1,24.1,99.5,12.0,35.1,0.0,23.4,17.3,25.3,31.3,17.625,22.075,255.5,309.0,D,D
uuidjs,uuid,32.2,18.8,82.7,30.3,42.6,21.3,17.1,76.4,85.1,79.4,94.9,46.2,85.1,28.2,53.0,39.35,50.0,41.00000000000001,53.125,44.491666666666674,867.0,901.5,A,A
ajv-validator,ajv,34.5,21.6,88.2,21.9,44.0,16.7,2.4,75.9,83.8,78.8,96.3,44.5,47.3,15.1,54.9,34.75000000000001,44.4,41.550000000000004,40.449999999999996,38.916666666666664,765.0,812.5,B,A
yargs,yargs-parser,19.2,11.2,39.2,35.3,32.2,9.9,0.0,51.1,33.0,46.6,94.0,30.8,50.1,8.7,63.5,23.3,33.0,26.225,38.275,29.26666666666667,538.0,563.5,C,C
acornjs,acorn,22.4,16.6,7.6,22.8,50.6,27.9,27.1,72.5,79.6,78.2,96.2,36.0,42.7,26.6,78.0,44.525,43.5,17.35,45.825,35.9,691.0,798.0,B,B
yargs,yargs,29.3,28.3,74.8,35.2,48.9,22.9,24.2,76.8,80.7,81.5,94.5,50.4,42.9,27.2,78.6,43.199999999999996,50.1,41.900000000000006,49.775,44.958333333333336,878.0,903.5,A,A
jprichardson,node-fs-extra,32.3,26.4,32.0,83.2,47.6,21.6,24.1,50.4,78.5,77.7,3.6,41.8,6.5,21.2,64.5,35.925,38.9,43.474999999999994,33.5,37.63333333333333,729.0,690.5,B,B
isaacs,rimraf,21.0,24.4,35.4,86.4,43.1,21.8,14.1,69.8,71.0,63.9,98.5,45.6,68.4,20.4,17.4,37.199999999999996,43.3,41.8,37.95,38.983333333333334,766.0,794.0,B,B
estools,estraverse,29.8,0.0,12.8,54.2,30.3,0.0,0.0,55.5,44.8,47.1,94.6,35.5,48.3,0.0,54.4,21.45,31.0,24.200000000000003,34.55,26.733333333333334,441.0,507.5,C,C
sindresorhus,camelcase,0.0,16.2,39.6,74.7,32.7,14.2,17.2,51.1,37.7,39.8,95.6,31.4,36.5,15.6,55.5,28.8,35.2,32.625,34.75,32.05833333333333,607.0,611.0,B,B
sindresorhus,path-exists,0.0,0.0,43.9,74.5,26.9,0.0,0.0,38.0,18.1,15.9,97.6,20.3,40.5,0.0,41.9,16.225,26.0,29.6,25.675,23.833333333333332,328.0,330.5,D,D
isaacs,inherits,0.0,0.2,24.3,87.1,27.7,1.6,2.5,52.5,27.9,37.5,99.8,44.8,80.3,7.8,12.8,21.075,31.2,27.9,36.425,28.466666666666665,513.0,518.0,C,C
npm,node-which,0.3,25.8,64.2,61.1,38.7,30.4,26.9,31.6,25.8,25.4,28.1,47.3,15.3,32.3,44.4,31.9,33.0,37.85,34.825,34.858333333333334,663.5,563.5,B,C
sindresorhus,resolve-from,0.4,0.0,44.8,74.9,25.4,0.0,0.0,38.1,17.5,14.3,96.1,24.3,44.3,0.0,26.2,15.875,25.0,30.025,23.7,23.2,300.5,297.5,D,D
jonschlinkert,extend-shallow,0.0,0.0,23.9,81.1,26.1,0.0,0.0,32.7,11.5,12.4,86.6,20.2,37.7,0.0,7.8,14.700000000000001,20.7,26.25,16.425,19.125,164.0,176.5,F,F
json5,json5,13.9,2.2,82.5,29.6,34.1,6.5,0.0,68.9,73.0,57.2,95.7,49.8,83.8,0.0,55.0,27.375,40.2,32.050000000000004,47.150000000000006,35.525000000000006,681.0,728.5,B,B
isaacs,node-mkdirp,23.5,0.2,30.7,86.7,27.9,0.5,2.6,45.1,19.4,23.8,95.3,41.9,53.1,11.9,33.2,19.025,30.9,35.275000000000006,35.025000000000006,29.775000000000006,558.0,503.5,C,C
sindresorhus,execa,25.6,25.2,66.0,75.0,40.6,42.0,33.1,63.2,73.1,56.7,93.5,29.5,36.9,38.8,48.4,44.725,47.8,47.95,38.4,43.69166666666667,854.0,861.5,A,A
ljharb,qs,18.0,17.4,73.7,48.5,33.5,19.4,18.1,68.2,76.9,75.1,98.4,22.4,42.4,26.1,65.2,34.8,44.0,39.4,39.025,37.74166666666667,733.5,805.5,B,A
nodeca,js-yaml,20.2,7.9,50.0,57.2,26.8,5.9,0.0,72.2,72.6,78.4,95.2,42.5,53.3,10.9,46.4,26.225,38.4,33.825,38.275,32.775,625.0,677.0,B,B
browserify,resolve,19.9,21.7,55.1,64.6,29.2,23.8,2.7,60.3,40.5,58.6,98.3,43.9,46.5,15.8,54.4,29.0,39.5,40.325,40.15,36.49166666666667,707.0,709.0,B,B
websockets,ws,24.7,27.1,71.0,35.5,42.0,30.6,25.4,85.5,90.4,91.3,93.0,67.3,43.2,25.5,79.5,45.875,51.8,39.575,53.875,46.44166666666666,905.5,929.0,A,A
nodeca,argparse,39.3,11.2,25.2,57.3,21.9,4.0,0.0,50.4,32.9,34.4,95.4,38.8,47.5,10.8,36.0,19.075,30.9,33.25,33.275,28.53333333333333,515.5,503.5,C,C
sindresorhus,pify,0.0,0.0,66.1,74.8,18.5,0.0,0.0,51.2,53.4,37.1,93.9,20.6,38.6,0.0,48.9,17.425,30.4,35.224999999999994,27.025,26.558333333333326,436.0,484.0,C,C
postcss,postcss,22.3,22.9,48.8,51.6,44.7,33.8,34.8,83.6,95.0,86.8,94.1,58.5,48.5,32.6,76.2,49.224999999999994,52.6,36.4,53.95,46.525,908.0,939.5,A,A
form-data,form-data,16.3,0.0,22.4,46.9,25.8,7.3,0.0,68.0,59.1,61.9,93.4,57.5,46.6,0.0,61.3,25.275,34.1,21.4,41.35,29.34166666666667,540.0,587.5,C,C
moxystudio,node-cross-spawn,0.0,0.0,25.6,34.9,18.6,0.0,0.0,27.7,47.2,34.8,5.8,22.9,62.2,0.0,30.9,11.575,20.0,15.125,29.0,18.566666666666666,152.0,165.0,F,F
sindresorhus,slash,0.0,0.0,35.6,73.5,20.6,0.0,0.0,46.7,26.2,30.4,93.7,36.6,36.1,5.2,43.1,16.825000000000003,27.2,27.275,30.25,24.78333333333333,372.0,378.5,D,D
ashtuchkin,iconv-lite,12.0,0.7,29.5,49.6,27.5,7.7,0.0,66.2,62.8,61.4,98.6,41.9,49.0,0.0,45.2,25.35,33.1,22.950000000000003,34.025,27.441666666666666,476.0,566.5,C,C
micromatch,micromatch,7.5,4.7,62.9,37.7,31.2,6.6,2.8,59.1,60.9,50.0,96.9,28.6,36.7,2.5,32.9,24.925,31.2,28.200000000000003,25.174999999999997,26.099999999999998,424.0,518.0,C,C
sindresorhus,make-dir,19.1,11.3,49.2,75.9,31.4,11.1,17.9,40.9,32.7,22.7,94.2,13.8,43.1,15.4,43.5,25.325000000000003,33.5,38.875,28.95,31.05,585.0,576.0,C,C
sindresorhus,globby,35.6,17.2,60.6,76.1,36.0,11.2,18.0,60.8,60.0,49.3,93.2,40.6,36.2,17.9,66.8,31.5,42.6,47.375,40.375,39.75,780.0,774.0,B,B
broofa,mime,27.1,29.0,48.8,33.0,34.6,29.6,8.7,67.8,58.0,66.2,98.2,48.8,53.3,14.9,38.8,35.175,40.6,34.475,38.95,36.2,699.0,735.5,B,B
minimistjs,minimist,12.5,9.6,39.8,2.4,36.3,18.2,14.7,37.4,31.2,19.6,98.7,0.2,40.3,25.4,51.5,26.65,28.9,16.075,29.349999999999998,24.024999999999995,334.0,433.5,D,C
feross,buffer,16.2,21.0,43.5,66.2,41.5,23.6,32.0,57.8,54.7,58.5,89.4,28.4,36.9,25.4,53.8,38.725,41.4,36.725,36.125,37.19166666666667,721.5,749.5,B,B
jprichardson,node-jsonfile,0.0,0.0,17.2,83.2,22.6,0.0,0.0,38.3,49.2,61.7,5.9,36.4,8.0,0.0,54.6,15.225,23.0,25.1,24.75,21.691666666666666,244.0,240.0,D,D
visionmedia,bytes.js,0.0,0.0,14.8,60.0,18.4,0.0,0.0,26.1,31.7,28.4,6.0,38.3,11.0,0.7,57.5,11.125,18.5,18.7,26.875,18.900000000000002,160.0,141.5,F,F
jshttp,http-errors,1.2,0.0,25.5,57.4,23.8,4.1,0.0,53.9,52.9,43.0,98.0,21.6,42.5,5.8,44.6,20.45,28.8,21.025,28.625,23.366666666666664,307.5,429.0,D,C
isaacs,node-graceful-fs,22.2,0.0,56.2,86.6,25.7,4.2,0.0,38.3,50.0,48.5,11.3,43.4,48.2,3.2,49.2,17.05,30.8,41.25,36.0,31.433333333333334,594.0,499.5,C,C
webpack,loader-utils,42.4,17.1,28.5,59.0,32.0,15.3,14.8,58.1,40.4,49.8,90.9,51.3,76.1,11.6,67.5,30.05,41.8,36.75,51.625,39.475,776.0,756.0,B,B
caolan,async,29.8,32.8,8.7,80.4,29.3,32.6,30.7,83.8,94.7,91.9,93.3,55.4,83.9,29.9,70.6,44.1,53.5,37.925,59.95,47.32500000000001,926.0,956.0,A,A
thlorenz,convert-source-map,0.0,10.6,62.2,77.6,14.0,4.4,8.8,44.3,19.1,30.2,94.4,33.4,39.8,5.4,51.1,17.875,30.8,37.599999999999994,32.425000000000004,29.3,539.0,499.5,C,C
cosmiconfig,cosmiconfig,30.8,24.1,79.5,32.5,39.6,31.1,24.7,56.5,66.6,46.2,92.0,21.0,61.3,26.5,69.0,37.974999999999994,45.6,41.725,44.45,41.38333333333333,818.0,834.5,A,A
dougwilson,nodejs-depd,1.4,0.0,36.4,63.2,18.3,0.0,0.0,49.4,26.1,37.8,98.1,35.8,46.5,0.0,1.5,16.925,24.2,25.25,20.95,21.041666666666668,213.0,270.5,D,D
facebook,regenerator,27.7,33.8,57.4,46.7,33.9,34.5,28.1,57.6,66.9,82.9,33.3,47.5,35.4,28.7,63.0,38.525,43.4,41.4,43.650000000000006,41.19166666666667,815.0,796.5,A,B
sindresorhus,strip-json-comments,22.1,4.8,55.2,74.2,23.0,4.2,14.9,48.7,36.3,27.9,93.8,36.9,37.4,10.2,49.0,22.700000000000003,33.5,39.075,33.375,31.71666666666667,598.5,576.0,C,C
jonschlinkert,isobject,0.0,0.0,37.2,81.3,10.8,0.0,0.0,35.7,15.3,14.5,90.1,23.0,44.8,0.0,41.5,11.625,24.4,29.625,27.325,22.858333333333334,284.0,280.0,D,D
jshttp,mime-types,20.4,3.7,38.7,57.5,17.4,9.7,0.0,59.6,50.1,43.6,99.2,45.4,39.4,8.8,45.1,21.674999999999997,32.4,30.075000000000003,34.675,28.808333333333334,524.0,548.5,C,C
node-fetch,node-fetch,18.7,17.2,92.7,9.5,24.8,17.6,1.7,70.9,77.6,81.6,82.1,42.2,38.5,9.3,77.6,28.75,40.5,34.525,41.9,35.05833333333333,669.0,733.0,B,B
pillarjs,path-to-regexp,27.5,2.9,40.4,52.5,11.9,5.8,1.8,71.8,76.3,66.5,95.5,49.0,73.2,4.7,60.4,22.825,38.8,30.825000000000003,46.824999999999996,33.49166666666667,642.0,686.5,B,B
jshttp,cookie,37.8,24.2,42.2,56.9,16.3,19.0,15.0,61.3,49.9,49.0,96.0,50.3,38.8,17.4,55.6,27.9,38.9,40.275,40.525000000000006,36.233333333333334,702.0,690.5,B,B
evanw,node-source-map-support,1.5,0.0,20.2,63.8,11.4,3.7,0.0,40.7,58.5,59.6,6.2,38.5,47.9,0.0,63.5,13.950000000000001,26.1,21.375,37.475,24.26666666666667,346.0,336.5,D,D
paulmillr,chokidar,22.8,8.7,40.9,36.2,28.5,11.2,15.6,75.0,80.0,71.7,97.8,50.5,54.2,18.1,71.3,32.575,42.1,27.150000000000002,48.525,36.083333333333336,695.0,759.5,B,B
tooTallNate,proxy-agents,27.4,18.5,2.8,78.5,48.0,31.7,35.6,38.6,41.2,56.2,3.2,53.8,26.4,35.2,45.6,38.475,36.1,31.8,40.25,36.84166666666667,715.0,631.5,B,B
isaacs,once,1.5,1.1,14.1,87.0,25.1,2.3,9.8,44.3,21.7,19.3,99.3,37.0,80.1,6.6,20.7,20.374999999999996,29.6,25.925,36.099999999999994,27.466666666666665,478.0,453.0,C,C
browserslist,browserslist,21.1,19.4,39.0,15.0,46.9,27.4,33.9,67.9,83.0,74.2,94.7,19.8,49.7,28.9,70.0,44.025000000000006,44.3,23.625,42.1,36.583333333333336,711.0,811.0,B,A
mrmlnc,fast-glob,39.2,19.1,82.5,43.5,40.4,34.5,21.0,54.7,59.4,40.9,91.9,26.4,40.0,29.9,20.9,37.65,40.8,46.075,29.299999999999997,37.675,731.0,739.5,B,B
sindresorhus,path-is-absolute,0.0,0.0,67.7,73.7,21.5,0.0,0.0,35.3,11.9,12.0,99.0,18.4,43.8,0.0,5.1,14.2,23.5,35.35,16.825,22.125,258.5,252.0,D,D
sindresorhus,ansi-escapes,0.0,1.4,84.1,73.8,21.7,4.0,0.6,44.2,32.2,27.6,91.6,25.4,41.3,7.0,41.0,17.625,30.6,39.825,28.674999999999997,28.708333333333332,521.0,488.5,C,C
jquery,esprima,0.0,0.0,42.6,61.3,20.5,0.0,0.0,71.7,74.2,77.4,93.6,41.6,81.6,18.2,51.6,23.05,38.8,25.975,48.24999999999999,32.425000000000004,615.0,686.5,B,B
npm,ini,1.5,25.1,70.3,61.4,29.0,30.4,25.1,59.9,39.7,57.8,92.8,49.2,38.7,32.2,55.3,36.1,42.4,39.575,43.85,39.84166666666667,783.5,764.5,B,B
salesforce,tough-cookie,27.8,30.3,75.9,45.4,39.2,38.1,26.7,58.5,43.8,50.7,91.5,47.9,51.7,29.8,75.8,40.625,47.6,44.85,51.300000000000004,45.59166666666667,888.0,857.5,A,A
jonschlinkert,is-plain-object,3.9,0.0,47.4,81.2,20.8,0.0,0.0,38.2,18.2,18.4,89.2,27.1,45.4,0.0,33.1,14.75,26.1,33.125,26.4,24.758333333333336,370.0,336.5,D,D
alexei,sprintf.js,1.6,6.7,59.1,35.1,26.2,17.2,16.0,39.2,58.1,62.4,3.3,33.0,46.6,8.0,53.9,24.650000000000002,30.2,25.625,35.375,28.55,517.0,480.5,C,C
mafintosh,pump,0.0,0.0,22.2,69.8,17.8,0.0,0.0,48.5,44.6,30.8,88.7,30.0,33.0,0.0,26.0,16.575,24.3,23.0,22.25,20.608333333333334,201.0,275.0,D,D
stream-utils,raw-body,0.0,10.4,43.9,54.5,17.8,3.8,0.0,46.4,28.4,32.1,95.9,29.2,41.0,10.5,40.0,17.0,27.8,27.2,30.175,24.791666666666668,374.0,394.0,D,D
sindresorhus,is-wsl,20.3,6.8,7.4,74.8,26.4,9.8,16.1,34.1,19.8,11.0,92.6,12.9,38.7,12.5,37.7,21.6,27.1,27.325,25.450000000000003,24.791666666666668,374.0,374.0,D,D
yahoo,serialize-javascript,19.5,29.0,35.4,54.0,29.8,20.5,26.1,61.9,61.7,58.4,90.7,36.8,69.2,20.1,58.0,34.575,42.7,34.475,46.025000000000006,38.35833333333334,750.0,779.0,B,B
sindresorhus,read-pkg,19.7,3.0,20.6,76.2,21.5,6.1,1.1,36.3,19.0,16.5,85.5,24.2,35.9,8.5,43.9,16.25,26.3,29.875,28.125,24.75,367.5,348.0,D,D
indutny,bn.js,19.6,10.3,37.9,73.4,12.2,0.8,1.2,54.5,48.7,55.3,82.8,31.1,32.9,2.1,62.3,17.175,31.7,35.3,32.099999999999994,28.191666666666663,500.0,537.0,C,C
inikulin,parse5,32.3,31.9,23.5,42.9,26.8,41.6,22.0,66.5,65.6,57.3,89.3,53.6,70.5,32.8,50.0,39.225,45.1,32.65,51.725,41.199999999999996,816.0,823.0,A,A
zloirock,core-js,24.5,29.6,78.3,22.8,35.4,39.0,31.0,82.7,92.4,87.2,91.3,60.0,78.9,38.1,43.2,47.025,52.5,38.800000000000004,55.050000000000004,46.958333333333336,917.0,936.5,A,A
follow-redirects,follow-redirects,24.9,14.5,40.6,48.7,26.9,21.1,16.2,57.1,34.0,47.8,92.5,54.0,74.8,17.2,40.7,30.325,38.7,32.175,46.675,36.391666666666666,704.0,684.0,B,B
sindresorhus,object-assign,0.0,0.1,44.3,76.4,11.1,0.3,1.3,52.3,44.9,36.4,98.8,29.3,46.1,2.2,28.9,16.25,28.1,30.200000000000003,26.625,24.358333333333334,349.0,406.5,D,C
eemeli,yaml,21.4,23.7,46.8,37.2,31.5,21.9,21.7,50.8,47.6,40.1,88.1,27.5,55.2,28.1,36.4,31.474999999999998,37.0,32.275,36.8,33.516666666666666,643.0,653.0,B,B
kpdecker,jsdiff,32.0,27.2,66.2,74.5,20.6,37.0,34.1,48.4,75.0,70.0,3.4,45.1,57.5,19.2,65.2,35.025,44.1,49.975,46.75,43.916666666666664,856.0,808.5,A,A
beatgammit,base64-js,1.6,0.0,14.6,74.3,1.2,0.0,0.0,60.7,42.9,67.7,90.8,41.5,35.5,0.0,50.4,15.475000000000001,28.1,22.625,31.85,23.316666666666666,304.0,406.5,D,C
expressjs,body-parser,20.8,2.7,53.0,57.5,4.5,0.5,0.0,73.2,70.8,75.3,95.8,50.8,38.8,10.1,51.2,19.55,35.4,33.5,37.724999999999994,30.25833333333333,572.0,616.0,C,B
raszi,node-tmp,1.7,7.5,40.5,57.4,1.8,10.7,1.4,31.3,39.5,39.3,3.5,42.8,40.4,9.2,59.5,11.299999999999999,24.8,26.775,37.975,25.349999999999998,397.0,292.0,D,D
motdotla,dotenv,39.0,31.6,78.6,74.7,25.9,32.0,34.2,71.9,88.4,77.8,90.4,31.1,79.0,32.5,69.7,41.0,54.8,55.974999999999994,53.074999999999996,50.01666666666666,965.0,973.5,A,A
sindresorhus,open,16.3,12.5,45.4,76.5,19.4,18.9,21.8,62.6,63.1,55.0,88.0,44.4,34.1,21.1,59.6,30.675,39.7,37.675,39.800000000000004,36.050000000000004,694.0,713.0,B,B
sindresorhus,read-pkg-up,21.5,3.9,44.8,76.7,2.0,7.7,1.5,22.9,23.2,16.4,28.3,23.9,16.8,5.8,38.2,8.524999999999999,20.9,36.725,21.174999999999997,22.141666666666666,260.0,184.0,D,F
ljharb,object.assign,20.1,3.8,34.5,48.2,4.3,7.7,8.4,37.7,15.5,15.8,92.7,26.7,41.9,13.1,9.8,14.525,23.2,26.65,22.875,21.349999999999998,229.0,244.5,D,D
browserify,node-util,11.1,0.0,33.8,64.2,4.7,0.0,0.0,24.5,22.5,36.8,2.5,36.0,13.9,0.0,34.2,7.3,17.3,27.275,21.025,18.53333333333333,151.0,131.0,F,F
pillarjs,finalhandler,0.0,5.6,39.2,52.9,0.4,7.0,0.0,46.0,21.1,26.7,96.5,39.8,46.3,0.7,10.8,13.35,23.0,24.425,24.4,20.724999999999998,206.0,240.0,D,D
Gozala,events,0.0,0.0,32.2,76.5,0.4,0.1,0.0,61.5,51.5,52.1,92.1,50.5,38.4,0.0,56.7,15.5,30.1,27.175,36.4,26.35833333333333,430.0,476.5,C,C
sindresorhus,figures,0.0,9.0,51.3,76.2,5.5,16.3,15.1,41.6,36.1,16.1,82.9,31.2,35.7,17.4,51.4,19.625,30.7,34.125,33.925,29.224999999999998,537.0,493.5,C,C
sindresorhus,decamelize,0.0,0.0,40.9,76.2,0.5,0.0,0.0,39.1,22.2,18.1,88.8,27.3,39.0,0.0,50.1,9.9,24.6,29.275,29.099999999999998,22.75833333333333,280.0,285.5,D,D
TehShrike,deepmerge,0.2,0.0,35.4,58.2,7.5,0.0,0.0,61.2,61.3,56.1,86.7,40.7,67.3,0.0,50.7,17.175,31.6,23.450000000000003,39.675,26.766666666666666,443.0,535.0,C,C
ai,nanoid,22.9,18.4,38.0,48.9,24.2,29.8,32.1,66.6,92.0,75.9,90.5,8.0,54.3,28.6,67.8,38.175,44.4,32.05,39.675,36.63333333333333,712.0,812.5,B,A
isaacs,sax-js,7.5,18.8,62.3,86.2,13.4,21.8,21.5,43.6,47.1,64.5,13.8,48.9,50.1,14.9,48.1,25.075000000000003,36.0,43.7,40.5,36.425000000000004,705.0,628.5,B,B
doowb,ansi-colors,0.0,0.0,43.9,81.4,0.6,0.0,0.0,36.9,29.8,20.2,85.1,12.6,40.4,0.0,44.9,9.375,24.2,31.325000000000003,24.474999999999998,21.724999999999998,245.5,270.5,D,D
prettier,prettier,27.3,31.3,69.4,22.2,35.3,47.8,43.1,76.4,97.3,95.2,79.4,33.8,80.1,46.2,69.7,50.65,55.3,37.55,57.45,48.54999999999999,944.0,977.5,A,A
grncdr,merge-stream,0.0,0.0,26.4,77.4,2.8,0.0,0.0,39.6,21.2,13.9,91.7,31.8,35.1,0.0,45.8,10.6,23.4,25.950000000000003,28.175,21.575000000000003,239.0,248.5,D,D
estools,escodegen,25.7,0.0,14.7,54.1,9.1,0.0,0.0,62.9,61.0,64.3,86.5,39.8,38.6,0.0,44.8,18.0,29.3,23.625,30.8,24.141666666666666,341.0,441.5,D,C
webpack,webpack-sources,0.0,7.2,30.9,58.7,7.9,4.9,15.2,44.6,23.3,33.0,91.0,31.1,75.3,11.3,37.2,18.15,29.8,24.200000000000003,38.725,27.025000000000002,453.0,463.5,C,C
pillarjs,send,0.0,0.0,43.6,52.8,2.9,0.2,0.0,57.7,40.9,55.2,96.8,38.0,45.8,1.2,45.3,15.200000000000001,28.4,24.1,32.575,23.958333333333332,331.5,417.0,D,C
webpack-contrib,terser-webpack-plugin,33.0,24.5,51.0,62.5,18.4,24.7,21.9,55.8,57.0,50.5,89.0,26.8,61.9,25.8,61.9,30.200000000000003,42.5,42.75,44.1,39.01666666666667,768.5,768.0,B,B
rvagg,through2,0.0,0.0,26.3,56.2,3.0,0.0,0.0,54.1,56.4,44.9,84.5,30.6,40.6,0.0,37.2,14.275,25.4,20.625,27.1,20.666666666666668,203.0,312.5,D,D
jshttp,accepts,0.3,0.0,19.1,57.3,5.9,0.0,0.0,47.3,23.1,25.2,97.3,43.6,44.6,0.0,32.6,13.299999999999999,23.6,19.175,30.200000000000003,20.89166666666667,208.0,254.5,D,D
sindresorhus,log-symbols,0.0,4.4,42.8,75.5,9.5,4.0,15.3,42.5,39.3,21.1,80.0,29.6,34.3,10.4,30.2,17.825,26.9,30.674999999999997,26.125,24.875,379.0,367.5,D,D
rvagg,bl,0.0,23.8,42.3,56.2,11.7,26.0,21.6,47.9,30.2,34.2,78.9,48.2,33.6,20.8,61.7,26.800000000000004,34.2,30.575,41.075,32.81666666666667,626.0,591.5,B,C
expressjs,serve-static,10.7,0.0,37.1,57.7,10.6,1.4,0.0,63.2,51.8,56.8,96.7,47.6,44.7,0.0,18.1,18.8,28.6,26.375,27.6,24.258333333333336,345.0,422.5,D,C
component,escape-html,0.0,0.0,20.2,88.6,4.5,0.0,0.0,51.5,31.3,40.2,97.7,37.0,48.4,0.0,28.0,14.0,26.4,27.2,28.35,23.183333333333337,298.0,353.0,D,D
indutny,node-ip,8.5,0.0,17.1,73.3,10.7,6.0,0.0,37.0,52.6,54.5,3.8,37.0,34.1,3.1,49.6,13.425,24.1,24.725,30.95,23.033333333333335,291.0,266.0,D,D
jshttp,content-type,0.0,0.0,22.9,57.2,4.6,0.0,0.0,38.8,16.9,17.4,95.1,25.7,40.9,0.0,11.9,10.85,19.5,20.025,19.625,16.833333333333332,125.0,154.0,F,F
npm,nopt,0.0,24.3,81.9,61.5,9.8,28.1,15.4,49.1,34.4,26.0,85.9,49.9,36.7,26.6,46.0,25.6,36.3,41.925,39.800000000000004,35.775000000000006,688.0,638.5,B,B
expressjs,express,27.0,29.8,56.0,57.5,27.9,26.4,24.3,92.7,98.4,98.2,97.2,77.1,46.9,28.8,73.2,42.825,52.8,42.575,56.5,47.300000000000004,923.0,945.5,A,A
jshttp,methods,0.0,0.0,16.2,57.2,4.2,0.0,0.0,42.3,19.6,21.0,94.8,33.9,47.2,0.0,31.1,11.625,22.0,18.35,28.050000000000004,19.34166666666667,167.0,215.5,F,D
jaredhanson,utils-merge,0.0,0.0,50.2,84.4,4.2,0.0,0.0,39.1,13.7,15.3,96.6,30.9,45.2,0.0,5.5,10.825000000000001,22.8,33.650000000000006,20.4,21.625,240.5,236.5,D,D
sindresorhus,normalize-url,22.9,4.1,42.0,75.5,14.7,9.8,12.9,52.9,42.3,44.6,90.6,34.0,39.5,11.1,58.1,22.575000000000003,34.4,36.125,35.675,31.458333333333332,595.0,600.5,C,B
jshttp,fresh,0.0,0.0,24.3,57.0,4.3,0.0,0.0,43.4,18.4,19.9,97.0,38.4,43.5,10.7,40.0,11.924999999999999,24.1,20.325,33.15,21.8,247.0,266.0,D,D
