owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
sidorares,node-mysql2,48.6,20.7,30.1,67.4,76.2,43.4,46.9,44.2,39.0,61.8,67.0,72.3,56.6,51.3,44.4,55.7,42.9,34.5,60.9,49.5,65.39999999999999,48.875,48.60000000000001,46.099999999999994,47.85833333333333,910.0,A,880.5,A,1.4922486516417623,B,1.3364400658471414,B
vuejs,vue-hot-reload-api,19.5,4.5,0.0,26.4,47.2,5.7,17.2,0.0,0.0,36.5,32.3,26.9,70.0,16.6,39.3,76.3,0.0,41.5,21.6,25.2,43.099999999999994,15.075,19.525,33.6,22.73333333333333,234.0,D,279.0,D,-0.7183586580888127,D,-0.5916670396960775,D
vuejs,vuex,35.2,36.5,6.5,50.8,47.0,16.1,27.6,14.8,6.0,73.1,95.1,97.4,63.8,36.2,49.9,72.8,7.0,69.7,69.5,43.6,85.53333333333332,33.48333333333333,35.2,46.425,38.36944444444445,727.0,B,787.5,B,0.6573747356617028,B,0.8682988344601048,B
prettymuchbryce,http-status-codes,32.0,33.8,5.5,36.2,52.7,16.8,26.5,12.6,11.3,41.2,45.1,41.0,37.8,40.9,34.5,57.9,10.6,35.1,34.3,31.1,41.26666666666667,22.916666666666668,32.05,36.125,30.36388888888889,537.0,C,487.0,C,-0.046989030689156094,C,-0.12352580830904066,C
kelektiv,node-cron,52.5,39.8,28.5,91.7,50.2,36.2,39.8,42.3,26.4,62.9,76.6,72.7,39.0,63.2,47.9,41.2,36.0,66.5,61.8,49.9,62.86666666666667,42.84166666666666,52.55,51.724999999999994,49.038888888888884,935.0,A,891.0,A,1.5961190890807337,A,1.3681784544157538,B
jasmine,jasmine-npm,41.5,44.6,4.1,64.7,52.7,11.2,19.3,8.2,6.1,36.7,28.5,47.5,24.1,46.8,23.3,31.9,3.0,35.0,29.1,28.2,33.43333333333333,16.75833333333333,41.525000000000006,29.175,29.152777777777775,489.0,C,381.5,D,-0.15354787945007753,C,-0.35362912543148256,C
parshap,node-sanitize-filename,31.0,8.2,0.0,41.9,74.0,6.5,17.1,2.5,0.0,23.0,26.4,27.8,8.4,29.4,25.4,53.3,0.0,22.9,20.2,21.5,20.366666666666667,9.991666666666667,31.025,26.4,22.472222222222218,224.0,D,180.5,F,-0.7413323548400206,D,-0.8852471339557445,D
mui-org,material-ui,40.0,39.9,29.1,90.8,0.0,43.7,42.3,46.5,42.4,78.3,98.9,99.4,62.5,52.3,56.8,71.3,46.4,52.6,80.7,54.7,87.03333333333335,54.558333333333344,39.949999999999996,55.650000000000006,50.052777777777784,953.0,A,964.0,A,1.6853254647636158,A,1.749039117239106,A
knex,knex,36.8,38.5,33.5,53.9,21.4,39.8,39.9,38.5,41.1,71.1,88.6,90.2,49.1,56.6,55.9,54.2,43.0,70.4,72.9,50.9,76.06666666666666,48.891666666666666,36.825,56.050000000000004,47.25555555555556,902.0,A,907.0,A,1.439213628290571,B,1.4475244258372855,B
sequelize,sequelize,48.4,46.9,33.5,76.6,36.5,42.3,39.8,47.5,39.6,82.2,95.4,95.5,59.8,78.2,54.8,66.6,44.0,53.8,77.7,56.9,83.66666666666667,52.64166666666667,48.375,60.64999999999999,53.88888888888889,990.0,A,987.5,A,2.022843286182955,A,1.9236002543664754,A
react-component,slider,37.7,28.3,23.8,49.4,49.5,30.3,30.1,31.1,29.8,45.7,62.8,75.7,8.5,35.9,49.3,35.5,32.5,79.8,56.3,40.8,48.56666666666666,34.891666666666666,37.75,45.925000000000004,39.52222222222222,754.0,B,729.5,B,0.7588011628079918,B,0.6461301144798158,B
trentm,node-bunyan,37.2,6.3,9.7,81.9,51.1,8.2,16.3,8.2,0.0,59.1,74.4,70.9,50.4,40.6,36.6,66.3,2.9,40.7,51.2,35.3,65.33333333333333,22.458333333333332,37.25,37.625,32.44444444444444,587.0,C,597.0,C,0.1360673402327011,C,0.20972727166139188,C
nashwaan,xml-js,22.0,3.6,0.0,54.3,30.2,5.7,17.2,0.0,0.0,42.7,49.6,53.1,50.1,17.9,34.5,79.5,0.0,24.0,36.1,26.2,51.0,17.05,22.025,30.35,23.14166666666667,252.0,D,309.0,D,-0.6824317067863916,D,-0.5123210682745458,D
websockets,bufferutil,29.0,43.7,4.7,32.1,35.6,10.3,15.3,9.3,6.2,31.8,16.7,24.8,54.4,31.1,29.8,39.6,9.9,39.9,17.3,25.2,32.0,15.7,29.025000000000006,30.125,24.950000000000003,316.0,D,279.0,D,-0.5233266367328145,D,-0.5916670396960775,D
firebase,firebase-js-sdk,47.8,33.7,27.1,89.6,40.8,42.0,40.7,44.4,41.0,57.6,68.5,79.0,65.4,17.4,69.3,83.5,45.5,78.8,63.2,54.2,71.06666666666666,49.29166666666667,47.8,56.300000000000004,51.13055555555556,967.0,A,958.0,A,1.7801530641196646,A,1.7093661315283402,A
hudochenkov,stylelint-order,33.4,26.9,28.4,40.0,38.5,15.5,21.0,19.2,6.3,36.0,44.2,31.3,42.8,25.6,33.8,55.6,12.8,32.9,30.3,29.7,39.53333333333333,21.508333333333333,33.45,31.725,28.894444444444446,482.0,C,433.0,C,-0.17627717517201677,C,-0.23461016829918513,C
googleapis,google-api-nodejs-client,51.8,34.7,33.6,90.6,48.1,40.3,44.0,43.5,33.4,60.6,81.0,88.9,7.8,64.8,41.3,35.4,39.6,48.9,70.1,48.5,59.099999999999994,45.0,51.75,47.175,47.975,912.0,A,863.5,A,1.502513494871026,A,1.2570940944256097,B
FortAwesome,Font-Awesome,34.0,24.2,18.2,74.3,19.4,29.4,42.1,23.4,22.7,79.1,98.6,98.1,58.0,61.6,34.5,40.2,11.3,52.0,75.4,44.3,85.0,43.3,34.025,41.275,39.53333333333333,755.0,B,799.5,B,0.7597787669250646,B,0.9238410144551766,B
webpack-contrib,eslint-loader,39.4,30.8,0.0,64.6,62.0,5.5,16.6,0.0,0.0,51.8,46.6,46.1,74.1,40.5,49.7,85.2,0.0,63.8,32.7,36.6,55.6,18.05,39.349999999999994,47.375,34.925,641.0,B,625.5,B,0.3543174593691746,C,0.3128770345093833,C
ciaranj,node-oauth,29.7,4.7,12.8,21.7,79.8,9.7,18.4,10.8,0.0,47.7,59.7,74.1,7.9,49.0,23.8,23.9,0.0,47.4,47.8,27.7,47.06666666666667,19.06666666666667,29.75,30.075,26.29722222222222,382.0,D,362.0,D,-0.40479213753775367,C,-0.3933021111422484,C
webpack-contrib,html-loader,52.3,54.9,18.4,73.6,62.2,25.2,28.4,24.4,22.8,52.6,48.8,55.3,63.0,43.3,52.0,65.5,24.6,65.8,43.1,45.5,55.699999999999996,32.825,52.275000000000006,49.8,44.96666666666667,858.0,A,819.0,A,1.2378271801736007,B,1.0190561801610147,B
npm,security-holder,21.7,0.0,0.0,25.7,61.0,5.4,16.3,0.0,0.0,16.8,17.9,26.5,12.3,10.4,20.2,23.2,0.0,37.2,16.6,16.0,19.3,8.9,21.675,17.700000000000003,16.09166666666667,101.0,F,105.0,F,-1.302721519069001,D,-1.3216499767741685,D
pugjs,pug,34.7,33.6,0.0,52.4,52.8,9.0,26.9,0.0,0.0,74.6,90.8,89.3,55.8,62.6,40.7,71.5,2.5,48.0,63.0,39.7,78.76666666666667,26.416666666666664,34.7,46.15,35.75555555555555,658.5,B,700.5,B,0.4273933671203567,C,0.5588495459161316,B
typeorm,typeorm,47.5,36.6,38.7,90.8,24.0,45.2,49.4,42.0,44.1,67.3,95.9,96.5,48.4,28.3,47.5,59.2,22.1,61.1,79.2,51.9,80.36666666666666,53.96666666666666,47.525000000000006,42.675000000000004,48.055555555555564,914.0,A,918.5,A,1.5096011247198036,A,1.5268703972588171,A
yiminghe,async-validator,27.8,14.1,3.1,49.8,44.3,9.7,23.8,5.2,0.0,57.5,77.7,76.3,57.9,18.1,39.1,73.9,0.0,43.3,54.6,33.5,70.7,24.925,27.825,33.825,28.858333333333334,479.0,C,565.0,C,-0.17945438855250298,C,0.06690452310263516,C
formatjs,formatjs,48.2,52.5,37.0,62.0,41.5,42.1,45.8,42.1,38.3,66.5,85.0,85.1,40.7,55.3,57.1,76.7,38.2,56.4,70.7,53.5,70.36666666666667,49.141666666666666,48.25,56.650000000000006,51.34722222222223,970.0,A,947.0,A,1.799216344402582,A,1.6538239515332678,A
flitbit,diff,29.9,10.5,0.0,46.2,62.9,5.5,16.4,0.0,0.0,51.0,62.4,59.0,47.7,35.0,34.3,62.8,0.0,40.1,42.3,30.2,56.43333333333334,18.208333333333336,29.9,34.475,27.527777777777782,423.0,C,453.0,C,-0.29652248157195493,C,-0.1949371825884193,C
driverdan,node-XMLHttpRequest,26.1,2.7,0.0,36.1,65.5,5.5,16.5,0.0,0.0,37.5,29.6,63.0,8.0,49.5,22.9,20.7,0.0,47.9,32.7,23.0,33.36666666666667,12.466666666666667,26.075000000000003,29.525,22.688888888888886,231.5,D,215.0,D,-0.7222690745571033,D,-0.766228176823447,D
gulpjs,gulp,45.1,40.5,5.5,77.8,56.4,12.2,28.3,8.4,0.0,76.5,95.8,95.6,68.7,45.8,44.7,54.3,0.0,79.7,67.9,44.6,86.80000000000001,30.875000000000004,45.05,44.95,40.291666666666664,768.0,B,806.5,A,0.8265002479152743,B,0.9476448058816365,B
roryrjb,md5-file,18.7,18.3,0.0,43.9,12.3,5.3,16.0,0.0,0.0,31.2,20.9,15.0,62.1,27.0,27.8,43.6,0.0,39.8,13.7,20.8,32.666666666666664,12.166666666666666,18.625,27.6,19.46388888888889,148.0,F,163.0,F,-1.0060186695374456,D,-0.9407893139508166,D
mathiasbynens,utf8.js,29.2,3.5,0.0,48.1,65.5,5.3,16.0,0.0,0.0,41.3,34.8,45.4,53.5,31.6,17.1,43.2,0.0,8.2,28.5,23.3,44.599999999999994,15.149999999999999,29.275,20.75,21.724999999999998,200.0,D,226.5,D,-0.8070762317131575,D,-0.7424243853969875,D
firebase,firebase-admin-node,45.9,30.7,32.8,79.2,40.8,39.1,44.0,40.0,33.3,39.7,53.6,65.0,8.1,32.1,47.7,44.8,39.5,58.8,52.6,43.1,42.06666666666666,39.84166666666667,45.875,43.8,43.17222222222222,828.0,A,773.0,B,1.0799441152663638,B,0.828625848749339,B
59naga,babel-plugin-add-module-exports,24.6,10.8,0.0,25.6,62.0,5.4,16.1,0.0,0.0,34.4,39.3,27.3,48.8,22.3,35.6,78.0,0.0,28.7,24.0,25.0,38.53333333333333,13.658333333333333,24.6,32.25,23.502777777777776,266.0,D,272.0,D,-0.6506595729815302,D,-0.6075362339803837,D
75lb,command-line-usage,38.2,23.2,0.0,64.2,65.2,5.4,16.1,0.0,0.0,27.8,20.3,21.6,46.6,22.6,17.5,42.4,5.6,4.6,15.8,22.2,29.533333333333335,11.408333333333335,38.150000000000006,18.8,22.78611111111111,236.0,D,193.0,F,-0.7137150385327172,D,-0.8297049539606723,D
jimp-dev,jimp,33.7,17.3,29.8,74.2,13.4,30.3,38.7,23.4,28.9,65.1,84.1,75.9,53.1,47.2,48.3,64.6,29.8,50.4,63.4,44.3,71.13333333333333,40.53333333333334,33.675,48.0,40.736111111111114,781.0,B,799.5,B,0.8656044125981815,B,0.9238410144551766,B
mapbox,node-pre-gyp,50.7,31.8,17.7,81.8,71.5,19.9,30.2,18.2,11.4,52.9,47.8,62.9,72.7,28.2,50.3,64.5,17.2,69.1,43.5,43.4,61.23333333333333,30.258333333333333,50.699999999999996,44.74999999999999,41.90277777777777,807.0,A,781.0,B,0.9682528448908111,B,0.8524296401757983,B
kelektiv,node.bcrypt.js,44.8,43.4,19.3,66.0,50.6,26.8,38.5,19.3,22.5,53.6,74.5,70.4,7.0,62.6,43.8,43.6,18.5,69.5,57.2,42.3,50.9,32.8,44.825,48.55,42.05833333333333,812.0,A,757.0,B,0.9819393025298288,B,0.7651490716121133,B
enzymejs,enzyme,31.8,23.1,15.1,73.7,15.2,8.3,19.6,5.2,0.0,61.6,89.5,90.0,54.0,12.9,40.8,51.0,13.5,58.0,62.6,35.6,77.96666666666665,25.691666666666663,31.775000000000002,33.85,30.438888888888886,539.0,C,602.5,B,-0.04039020289891594,C,0.2335310630878517,C
ant-design,ant-design,43.7,35.2,27.2,74.4,37.9,44.6,42.8,47.5,43.5,75.3,98.8,99.7,54.6,48.1,58.2,50.5,46.9,77.2,81.0,55.4,84.46666666666665,54.56666666666666,43.675000000000004,55.675,51.305555555555564,969.0,A,972.0,A,1.7955503289635595,A,1.804581297234178,A
lit,lit,35.8,31.2,27.8,76.6,7.7,44.7,46.8,45.7,41.6,59.9,87.4,79.1,36.4,36.7,56.7,57.9,44.5,67.7,70.4,49.3,67.73333333333333,50.458333333333336,35.824999999999996,51.7,45.99444444444445,878.0,A,877.0,A,1.3282555610028226,B,1.3205708715628348,B
Automattic,node-canvas,40.9,35.8,15.9,56.1,55.7,31.9,42.1,23.7,30.0,56.5,79.2,82.4,7.1,57.1,45.0,28.9,29.4,76.8,64.5,43.6,55.96666666666667,37.94166666666667,40.875,48.05,42.288888888888884,816.0,A,787.5,B,1.0022245879590865,B,0.8682988344601048,B
mattyork,fuzzy,24.6,2.9,0.0,43.4,52.0,5.2,15.5,0.0,0.0,41.8,42.4,38.0,44.0,43.0,18.4,44.0,0.0,11.2,28.5,22.5,41.5,14.25,24.575,24.55,21.125,181.0,F,199.5,F,-0.8598668540350815,D,-0.8059011625342128,D
casesandberg,react-color,32.4,17.0,9.6,58.6,44.5,11.5,24.5,10.1,0.0,56.5,81.7,80.0,39.3,25.2,37.3,51.3,0.0,60.6,57.7,34.4,67.1,25.424999999999997,32.425,34.275,30.708333333333332,548.0,C,582.5,C,-0.016683303059903582,C,0.13831589738201353,C
cryptocoinjs,bs58,26.9,23.2,0.0,26.9,57.3,5.2,15.6,0.0,0.0,31.7,20.1,24.3,53.9,28.6,25.0,37.5,0.0,37.3,16.5,22.2,32.766666666666666,12.091666666666667,26.849999999999998,25.85,21.597222222222218,197.0,F,193.0,F,-0.8183186790594934,D,-0.8297049539606723,D
shouldjs,should.js,32.1,23.3,0.0,63.0,42.1,5.2,15.6,0.0,0.0,44.5,56.7,45.7,44.7,30.8,32.3,47.4,0.0,49.3,35.9,28.5,49.1,16.175,32.1,31.874999999999996,26.71666666666667,392.0,D,395.0,D,-0.36788758211826006,C,-0.329825334005023,C
anseki,readline-sync,35.5,30.7,0.0,58.4,52.8,5.1,15.2,0.0,0.0,34.3,41.3,29.6,36.8,29.6,12.2,30.5,0.0,6.2,25.3,21.8,35.833333333333336,12.758333333333333,35.474999999999994,16.575000000000003,21.602777777777778,198.0,F,186.0,F,-0.8178298770009567,D,-0.8614433425292849,D
quilljs,quill,39.0,38.6,33.2,55.1,28.9,39.5,43.6,41.3,33.5,73.5,96.4,93.8,41.4,62.2,46.8,61.5,36.4,42.5,76.6,49.7,77.3,48.925,38.95,50.650000000000006,46.175000000000004,881.0,A,884.0,A,1.3441416279052538,B,1.352309260131448,B
substack,brfs,21.6,25.3,0.0,59.5,1.6,5.6,16.9,0.0,0.0,39.2,35.2,32.3,48.5,40.9,19.5,38.6,0.0,20.0,24.4,21.5,38.76666666666667,13.916666666666668,21.599999999999998,24.875,20.130555555555556,162.0,F,180.5,F,-0.9473624225130853,D,-0.8852471339557445,D
domenic,chai-as-promised,36.2,23.3,2.5,56.4,62.5,7.4,19.5,2.7,0.0,48.1,52.1,42.4,46.7,51.3,34.5,61.9,0.0,41.7,34.0,31.6,47.1,17.325000000000003,36.175,38.724999999999994,30.741666666666664,551.0,C,502.5,C,-0.01375049070868574,C,-0.08385282259827484,C
oclif,command,20.9,11.8,19.1,21.8,30.8,24.5,22.2,30.8,20.6,24.7,17.5,24.4,24.6,32.5,44.9,54.7,30.9,49.1,22.1,28.8,22.266666666666666,23.96666666666667,20.875,41.800000000000004,28.88055555555556,481.0,C,403.5,C,-0.17749918031835732,C,-0.30602154257856345,C
dylang,shortid,34.4,24.3,0.0,42.8,70.3,5.6,16.9,0.0,0.0,55.1,71.8,61.2,46.3,41.2,34.1,68.6,0.0,33.8,46.2,32.3,59.86666666666667,19.191666666666666,34.349999999999994,35.9,29.813888888888886,515.0,C,529.0,C,-0.09538043448425364,C,-0.028310642603203033,C
jonschlinkert,gray-matter,29.9,16.7,0.4,56.9,45.5,10.1,26.5,0.8,2.9,48.6,66.3,45.5,56.2,26.5,22.1,39.7,1.4,25.1,40.6,27.7,56.06666666666666,21.566666666666666,29.875,23.175000000000004,24.872222222222224,310.5,D,362.0,D,-0.5301698655523234,D,-0.3933021111422484,C
timoxley,keycode,35.9,5.9,0.0,47.3,90.4,5.1,15.4,0.0,0.0,36.3,31.8,30.0,48.1,35.5,28.1,41.3,0.0,43.0,22.3,26.4,36.733333333333334,13.033333333333333,35.9,29.95,26.29444444444444,381.0,D,318.0,D,-0.405036538567022,C,-0.49645187399023954,C
node-config,node-config,34.9,28.2,24.8,36.9,49.6,24.2,35.3,16.2,20.9,54.3,72.9,70.2,21.1,53.0,40.1,35.4,10.4,74.3,55.8,38.3,54.666666666666664,31.766666666666666,34.875,43.275,36.638888888888886,685.0,B,666.0,B,0.505112894427634,B,0.4477651859259868,C
cujojs,when,30.0,15.1,0.0,42.9,62.0,5.0,14.9,0.0,0.0,65.8,65.2,67.8,65.2,65.0,23.8,41.9,0.0,29.5,46.0,31.1,66.16666666666667,20.26666666666667,30.0,34.1,28.122222222222224,448.0,C,487.0,C,-0.24422066130856734,C,-0.12352580830904066,C
hammerjs,hammer.js,33.9,24.8,0.0,62.1,48.6,8.3,25.0,0.0,0.0,57.6,92.5,92.6,5.4,40.0,25.8,35.8,0.0,41.7,64.5,31.4,64.03333333333335,22.258333333333336,33.875,29.375,28.50277777777778,469.0,C,499.0,C,-0.2107377202988283,C,-0.0997220168825814,C
oclif,cli-ux,19.5,3.6,0.0,43.5,30.9,5.0,15.0,0.0,0.0,31.1,34.9,25.0,34.8,29.6,35.5,58.5,0.0,48.0,21.6,22.8,31.666666666666668,11.666666666666668,19.5,34.025,21.730555555555554,202.0,D,209.0,D,-0.806587429654621,D,-0.7820973711077532,D
webpack,json-loader,25.3,16.9,0.0,25.4,58.7,5.0,15.0,0.0,0.0,44.7,31.0,36.3,69.3,42.4,38.1,68.7,0.0,45.6,24.1,28.3,45.56666666666666,15.141666666666666,25.25,39.175000000000004,26.522222222222222,387.5,D,385.0,D,-0.38499565416703196,C,-0.3456945282893293,C
necolas,normalize.css,46.4,45.8,20.9,55.6,63.3,9.1,22.0,5.2,0.0,73.7,97.5,97.8,55.1,44.4,31.6,35.5,0.0,59.2,68.1,40.2,83.56666666666666,27.691666666666666,46.400000000000006,34.775,36.28888888888889,672.0,B,714.5,B,0.4743183647398453,C,0.5985225316268974,B
mrdoob,three.js,41.9,36.1,29.9,56.0,45.5,46.1,47.7,47.1,43.4,80.5,99.1,99.6,47.3,76.2,48.7,51.5,45.6,48.9,81.6,54.3,82.10000000000001,55.07500000000001,41.875,55.55,50.833333333333336,960.0,A,960.0,A,1.7540021539879704,A,1.7173007286704929,A
standard,eslint-plugin-standard,30.6,30.8,5.9,51.9,33.9,12.9,19.7,5.5,13.6,26.5,16.5,15.6,58.9,15.1,35.3,48.4,7.1,50.6,15.0,26.3,30.46666666666667,17.316666666666666,30.625,30.299999999999997,26.080555555555552,370.0,D,313.0,D,-0.4238554178206709,C,-0.5043864711323925,D
mobxjs,mobx,44.2,43.8,23.9,78.6,30.2,39.4,44.6,35.5,38.2,66.3,94.1,88.1,39.9,43.1,60.8,76.5,37.6,68.3,73.9,52.7,74.13333333333334,48.108333333333334,44.12499999999999,56.375,49.536111111111104,944.0,A,932.5,A,1.6398668733197355,A,1.5903471743960427,A
amqp-node,amqplib,35.7,37.7,13.6,44.0,47.6,21.6,33.6,17.4,13.7,54.0,66.0,70.1,43.3,36.6,47.3,54.9,14.8,72.0,52.6,39.6,59.900000000000006,31.150000000000002,35.725,44.575,37.15,694.5,B,694.5,B,0.5500826838129769,B,0.5509149487739783,B
imagemin,imagemin,23.0,11.8,0.0,23.2,56.9,5.6,16.8,0.0,0.0,57.3,71.1,61.1,61.7,35.5,31.4,47.8,0.0,46.3,45.9,29.3,64.73333333333333,20.383333333333333,22.975,32.4,25.252777777777776,336.0,D,419.5,C,-0.4966869245425846,C,-0.2663485568677977,C
redux-saga,redux-saga,42.6,45.2,23.4,83.8,17.9,25.7,34.7,21.3,21.0,66.7,91.8,89.7,49.0,36.2,53.0,67.2,26.0,65.8,69.1,47.0,76.93333333333332,38.483333333333334,42.575,48.8,43.28611111111112,832.0,A,844.5,A,1.0899645574663597,B,1.1380751372933122,B
adamwdraper,Numeral-js,33.6,20.6,0.0,59.6,54.2,9.3,23.0,4.8,0.0,52.6,79.0,80.4,5.5,45.5,26.3,31.8,0.0,47.0,56.2,30.4,55.5,20.825,33.6,31.075,28.5,466.5,C,463.5,C,-0.21098212132809666,C,-0.17906798830411302,C
intlify,vue-i18n-next,36.8,31.1,32.4,68.0,15.9,43.1,46.7,44.1,38.4,43.4,55.5,61.0,29.2,28.1,47.7,61.0,40.0,42.3,53.2,42.8,48.666666666666664,44.46666666666667,36.85,42.85,41.388888888888886,793.0,B,765.5,B,0.9230386544762004,B,0.8048220573228791,B
node-schedule,node-schedule,33.8,24.9,0.0,67.5,43.0,8.7,26.0,0.0,0.0,61.8,78.3,70.7,40.3,57.9,37.3,37.8,5.4,68.6,52.6,35.4,63.199999999999996,22.299999999999997,33.85,42.425,32.85833333333333,595.0,C,599.0,C,0.17248309359365765,C,0.21766186880354516,C
mysqljs,mysql,36.5,22.8,15.7,57.4,50.2,9.6,20.5,8.4,0.0,71.7,88.3,92.1,59.1,47.4,29.0,41.9,5.5,39.6,63.3,36.7,79.93333333333334,27.208333333333336,36.525000000000006,33.6,32.44444444444445,588.0,C,629.5,B,0.13606734023270173,C,0.3208116316515366,C
babel,babel-preset-env,38.7,31.0,0.0,80.6,43.2,4.8,14.3,0.0,0.0,53.8,65.5,53.8,69.1,26.6,44.7,84.9,0.0,49.2,41.4,35.5,62.86666666666667,19.291666666666668,38.7,40.175000000000004,32.72222222222223,592.0,C,601.0,B,0.16050744315951854,C,0.22559646594569843,C
rollup,rollup-plugin-babel,29.0,31.0,0.0,48.5,36.5,4.8,14.4,0.0,0.0,39.0,38.6,37.8,65.8,13.6,44.8,76.0,0.0,58.5,27.1,29.4,47.46666666666667,15.466666666666667,29.0,37.025,27.16388888888889,409.0,C,423.5,C,-0.328539016406085,C,-0.2584139597256447,C
babel,babelify,31.8,25.9,0.0,58.0,43.2,5.9,17.6,0.0,0.0,43.3,54.3,44.7,47.5,26.6,44.4,72.9,0.0,60.2,35.0,31.3,48.86666666666667,16.616666666666667,31.775000000000002,39.925000000000004,29.438888888888886,502.0,C,495.5,C,-0.12837457343545625,C,-0.10765661402473439,C
lodash,babel-plugin-lodash,27.1,19.6,0.0,48.6,40.2,4.8,14.4,0.0,0.0,39.1,57.4,42.1,42.0,14.9,36.9,71.3,0.0,39.5,34.8,27.0,47.199999999999996,15.399999999999999,27.1,31.425,24.641666666666666,300.0,D,342.5,D,-0.5504551509815815,D,-0.4488442911373205,C
akiran,react-slick,42.7,41.4,33.0,67.3,29.1,29.1,37.3,29.6,20.2,65.6,81.5,90.4,50.5,39.8,41.6,50.1,10.1,64.7,67.0,44.7,74.23333333333333,40.33333333333333,42.699999999999996,41.175,41.40277777777778,796.0,B,808.5,A,0.9242606596225416,B,0.9555794030237897,B
FortAwesome,react-fontawesome,26.6,20.4,0.0,67.9,18.2,7.3,22.0,0.0,0.0,37.8,66.2,60.0,5.6,19.4,38.8,57.9,2.4,56.0,44.5,27.6,43.93333333333334,16.483333333333334,26.625000000000004,33.925000000000004,25.677777777777777,349.0,D,357.5,D,-0.45929356706455493,C,-0.4012367082844014,C
gulpjs,gulp-util,36.3,30.9,0.0,65.4,48.8,4.8,14.5,0.0,0.0,43.9,42.5,40.8,61.2,31.1,36.2,46.6,0.0,62.0,29.4,30.3,48.333333333333336,15.708333333333334,36.275000000000006,34.925,28.969444444444445,485.0,C,459.0,C,-0.1696783473817763,C,-0.18700258544626602,C
chancejs,chancejs,32.5,21.6,22.1,50.2,35.9,22.3,27.7,18.9,20.3,44.7,73.4,69.2,4.5,31.5,46.3,59.3,25.1,54.5,55.0,36.4,49.43333333333334,29.083333333333336,32.45,42.6,34.711111111111116,633.0,B,619.5,B,0.33549858011552636,C,0.29700784022507676,C
ardatan,graphql-tools,42.2,38.9,25.9,66.5,37.3,43.1,42.6,47.0,39.7,59.8,70.6,77.0,50.0,41.6,53.9,58.7,43.5,59.4,63.6,49.7,65.96666666666667,48.81666666666666,42.150000000000006,50.8,47.25555555555555,901.0,A,884.0,A,1.4392136282905703,B,1.352309260131448,B
rstacruz,nprogress,30.9,14.0,0.0,35.3,74.4,5.8,17.5,0.0,0.0,67.4,93.4,88.8,50.6,36.9,26.9,42.3,0.0,38.5,62.7,32.8,77.7,23.8,30.925,29.424999999999997,28.05,443.0,C,549.0,C,-0.25057508806953976,C,0.011362343107562784,C
theturtle32,WebSocket-Node,29.6,39.5,0.0,32.3,46.8,6.7,20.1,0.0,0.0,47.1,66.4,72.9,4.6,44.7,26.1,25.9,0.1,52.2,48.7,27.4,48.36666666666667,17.116666666666667,29.65,30.724999999999998,25.830555555555552,356.0,D,353.0,D,-0.445851510454806,C,-0.41710590256870794,C
acdlite,recompose,34.7,16.2,0.0,65.0,57.7,4.7,14.2,0.0,0.0,62.4,85.9,83.9,46.4,33.5,47.1,80.9,0.0,60.4,58.2,37.2,72.16666666666667,21.59166666666667,34.725,43.7,33.338888888888896,610.0,B,642.5,B,0.21476447165705176,C,0.3604846173623024,C
cryptocoinjs,secp256k1-node,29.3,26.8,3.7,29.5,57.3,8.2,21.6,3.0,0.0,33.9,26.3,46.9,26.2,36.0,28.0,29.9,0.2,53.9,27.1,24.8,33.233333333333334,14.458333333333334,29.325,30.0,24.594444444444445,296.0,D,267.0,D,-0.5546099684791401,D,-0.62340542826469,D
facebook,draft-js,32.3,5.5,0.0,77.2,46.4,4.7,14.2,0.0,0.0,62.8,91.9,92.7,39.6,26.9,52.5,77.5,1.1,79.0,63.1,38.1,74.83333333333333,22.258333333333333,32.275,46.125,33.55277777777778,615.0,B,660.0,B,0.2335833509107,C,0.4318959916416808,C
jrburke,r.js,42.0,16.1,0.0,75.2,76.5,4.8,14.3,0.0,0.0,46.1,60.7,74.7,4.7,44.2,18.3,18.2,0.0,36.6,46.7,27.8,47.06666666666666,15.341666666666665,41.95,24.75,27.347222222222225,416.0,C,366.5,D,-0.3124085484743859,C,-0.3853675140000951,C
broofa,node-uuid,13.9,0.0,0.0,22.7,33.0,4.8,14.3,0.0,0.0,14.4,23.6,21.2,4.8,8.1,21.6,18.0,0.0,46.6,16.5,13.7,16.900000000000002,7.800000000000001,13.925,18.174999999999997,13.299999999999999,70.0,F,81.0,F,-1.5483445534835094,F,-1.5041457110436913,F
rafeca,prettyjson,31.7,5.0,0.0,60.8,61.2,5.3,15.9,0.0,0.0,39.5,32.7,28.9,36.9,59.3,26.0,52.5,0.0,25.4,22.3,25.6,32.800000000000004,12.175,31.75,34.3,26.075,369.0,D,291.0,D,-0.424344219879207,C,-0.5599286511274647,D
