owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
zspecza,common-tags,37.5,16.0,0.0,73.9,60.2,9.9,29.7,0.0,0.0,31.7,57.6,34.0,6.0,29.0,40.7,60.2,0.0,61.9,33.8,29.9,31.899999999999995,15.399999999999999,37.525000000000006,37.775,30.233333333333334,532.0,C,439.5,C,-0.058475879064760046,C,-0.21874097401487885,C
felixge,node-stack-trace,28.8,3.9,0.0,32.5,78.8,11.5,34.4,0.0,0.0,33.0,31.5,23.4,30.9,46.4,37.4,63.9,0.0,48.2,22.1,27.7,28.633333333333336,15.758333333333333,28.799999999999997,39.625,28.061111111111114,445.0,C,362.0,D,-0.24959748395246692,C,-0.3933021111422484,C
ramda,ramda,38.3,44.3,22.7,49.3,36.8,39.2,53.2,29.0,35.4,71.7,92.3,86.0,60.5,47.8,63.1,66.9,30.4,92.1,72.5,53.1,79.7,49.325,38.275,59.3,48.96666666666666,934.0,A,938.0,A,1.5897646623197612,A,1.6220855629646553,A
syntax-tree,unist-util-visit,37.8,30.5,5.2,67.6,47.9,15.2,29.9,10.4,5.2,32.6,22.2,15.3,62.3,30.6,26.7,40.0,4.3,35.7,17.6,28.1,33.23333333333333,19.683333333333334,37.8,27.65,28.377777777777776,458.0,C,377.0,D,-0.22173576661589617,C,-0.36156372257363556,C
sindresorhus,gzip-size,27.3,23.2,0.0,52.8,33.4,10.3,30.8,0.0,0.0,36.9,19.1,14.7,84.1,29.9,29.7,42.7,0.0,46.4,14.7,26.1,39.300000000000004,17.525000000000002,27.35,29.75,24.875,312.0,D,306.0,D,-0.5299254645230553,D,-0.5202556654166989,D
survivejs,webpack-merge,36.9,33.3,11.2,71.0,32.1,24.4,41.7,12.6,19.0,50.7,61.0,47.4,78.5,15.8,38.4,57.3,13.9,43.9,44.3,37.6,62.333333333333336,33.90833333333333,36.9,32.725,34.51111111111111,629.0,B,649.0,B,0.31790170600821804,C,0.39222300593091497,C
indutny,elliptic,26.1,4.0,0.0,27.0,73.5,11.6,34.7,0.0,0.0,56.6,53.9,65.7,82.7,24.1,42.9,74.1,0.0,54.6,43.7,34.3,67.5,25.55,26.125,38.199999999999996,29.958333333333332,518.0,C,579.5,C,-0.08267158096230881,C,0.13038130023986025,C
cssnano,cssnano,35.9,45.2,29.9,54.6,14.0,38.9,51.9,33.1,31.7,65.6,68.3,63.5,87.4,43.3,56.5,67.1,33.5,68.8,56.9,49.2,73.16666666666667,47.46666666666667,35.925000000000004,53.175,45.52222222222222,869.0,A,875.5,A,1.2867073860272336,B,1.312636274420682,B
graphql,graphql-js,31.4,32.7,27.8,43.7,21.3,41.3,53.9,34.4,35.5,57.0,89.4,89.6,6.1,43.1,56.9,55.6,40.2,74.8,73.4,46.6,60.46666666666666,46.06666666666666,31.375,53.425000000000004,43.62222222222223,839.0,A,836.0,A,1.1195370820078079,B,1.1063367487246998,B
kulshekhar,ts-jest,45.8,45.9,34.2,65.4,37.8,40.5,54.1,33.7,33.8,60.3,73.8,68.8,63.6,35.0,59.5,75.2,37.8,65.4,61.0,51.5,68.83333333333333,47.608333333333334,45.825,53.35000000000001,48.927777777777784,929.0,A,914.5,A,1.586343047910008,A,1.4951320086902047,B
aws,aws-sdk-js,52.8,46.9,29.9,87.7,46.7,43.8,56.5,38.2,36.7,59.0,75.3,86.9,6.2,67.8,42.3,25.4,40.6,61.0,68.7,49.5,54.900000000000006,46.575,52.8,48.7,49.35833333333333,941.0,A,880.5,A,1.6242252074465728,A,1.3364400658471414,B
hughsk,flat,38.8,14.2,15.1,37.8,88.1,26.7,39.4,21.7,18.9,53.8,55.0,54.5,67.6,38.1,38.8,44.6,16.6,55.2,45.4,39.5,59.13333333333333,34.78333333333333,38.8,38.625,37.40277777777778,700.0,B,689.0,B,0.5723231774763804,B,0.542980351631825,B
alexreardon,memoize-one,30.2,40.9,0.0,42.1,37.9,10.2,30.5,0.0,0.0,46.3,62.1,36.6,65.6,21.1,30.4,73.6,0.0,17.6,36.3,29.3,54.833333333333336,21.333333333333336,30.225,28.074999999999996,26.54444444444444,390.0,D,419.5,C,-0.38304044593288694,C,-0.2663485568677977,C
expressjs,cors,42.4,38.2,1.8,71.8,57.6,16.7,38.4,11.8,0.0,63.8,72.4,69.6,79.1,34.1,36.4,44.3,3.1,61.9,52.9,39.8,73.8,31.0,42.35,35.849999999999994,36.4,675.0,B,704.0,B,0.4840944059105717,C,0.5667841430582843,B
remix-run,react-router,34.7,40.4,27.3,58.6,12.5,49.2,61.5,44.5,41.8,81.9,97.6,97.7,79.3,53.2,63.2,81.3,44.8,63.5,81.5,57.3,91.63333333333333,59.858333333333334,34.7,60.7,51.75277777777777,972.0,A,990.0,A,1.8348988946757334,A,1.9553386429350879,A
crypto-browserify,createHash,8.1,6.5,0.0,26.0,0.0,9.9,29.7,0.0,0.0,14.6,12.2,20.7,6.3,19.1,13.1,13.5,0.0,25.8,14.3,11.4,11.833333333333334,10.383333333333333,8.125,14.6,11.036111111111111,38.0,F,56.0,F,-1.747531392337066,F,-1.6866414453132141,F
BerkeleyTrue,warning,28.1,30.2,0.0,50.7,31.4,10.6,31.9,0.0,0.0,33.6,21.7,17.5,72.3,23.0,38.7,79.8,0.0,36.2,16.6,27.7,37.06666666666667,17.241666666666667,28.075000000000003,34.75,26.688888888888886,391.0,D,362.0,D,-0.3703315924109421,C,-0.3933021111422484,C
then,is-promise,26.4,24.0,0.0,30.5,51.0,9.5,28.4,0.0,0.0,40.8,23.8,19.9,78.8,40.7,18.8,36.2,0.0,20.3,17.7,23.9,40.9,17.325,26.375,24.3,22.666666666666668,230.0,D,243.0,D,-0.7242242827912484,D,-0.6948168025440686,D
immerjs,immer,25.7,42.2,15.3,34.9,10.4,22.0,43.5,17.2,5.3,70.9,94.0,78.0,81.6,29.9,57.1,85.8,19.1,66.4,64.7,43.9,84.66666666666667,37.66666666666667,25.7,50.3,37.88888888888889,710.0,B,792.5,B,0.61509335759831,B,0.8921026258865641,B
avoidwork,filesize.js,41.5,39.5,20.4,46.0,60.0,33.4,44.5,26.6,29.1,54.1,53.2,39.8,83.4,39.9,39.7,53.9,17.4,48.0,42.1,42.2,58.833333333333336,39.75833333333333,41.475,39.800000000000004,40.34444444444444,771.0,B,753.5,B,0.8311438674713694,B,0.7572144744699606,B
jest-community,eslint-plugin-jest,32.9,42.5,31.4,39.0,18.8,42.4,54.4,40.0,32.8,54.6,48.0,56.4,79.8,34.0,57.8,60.2,37.8,75.5,48.9,46.9,61.43333333333334,47.15833333333333,32.925000000000004,51.875,43.986111111111114,844.0,A,843.0,A,1.1515536168419376,B,1.130140540151159,B
typicode,husky,41.9,49.0,35.0,41.2,42.5,44.4,60.6,35.2,37.5,71.9,95.5,80.9,64.4,46.6,47.9,58.9,35.9,49.0,73.6,51.5,80.36666666666666,53.416666666666664,41.925,47.6,47.64722222222222,907.0,A,914.5,A,1.4736741734173817,B,1.4951320086902047,B
mscdex,busboy,30.9,29.0,6.5,29.7,58.1,19.2,42.6,9.6,5.4,55.5,61.5,55.5,73.0,31.9,24.4,40.3,5.5,27.5,45.4,32.5,63.36666666666667,30.241666666666667,30.825000000000003,26.299999999999997,29.122222222222224,487.0,C,534.5,C,-0.15623629077202703,C,-0.012441448318896481,C
stefanpenner,es6-promise,32.1,17.2,0.0,29.8,81.6,10.7,32.2,0.0,0.0,62.4,74.7,72.5,74.3,28.0,53.2,83.0,0.0,76.7,52.6,39.6,73.9,26.525000000000002,32.15,46.925,35.199999999999996,645.0,B,694.5,B,0.378513161266723,C,0.5509149487739783,B
postcss,postcss-import,40.2,47.8,31.5,30.1,51.5,32.1,45.8,30.6,20.0,54.5,51.3,45.1,81.9,39.8,44.0,46.3,25.6,60.2,42.8,42.7,59.5,38.974999999999994,40.225,42.974999999999994,40.724999999999994,780.0,B,763.5,B,0.8646268084811082,B,0.7968874601807264,B
MikeMcl,bignumber.js,32.8,41.7,15.6,34.4,39.7,27.8,49.4,14.6,19.5,62.9,73.5,75.6,66.6,36.1,21.3,32.1,10.3,21.4,59.0,36.2,72.0,38.875,32.849999999999994,24.975,32.23333333333333,580.5,C,616.0,B,0.11749286200831996,C,0.2811386459407708,C
felixge,node-dateformat,35.0,17.7,0.0,43.2,79.0,10.6,31.7,0.0,0.0,43.7,50.8,51.1,13.6,59.2,41.7,54.2,0.0,71.0,37.5,32.7,38.86666666666667,17.641666666666666,34.975,46.1,32.90555555555556,596.5,C,543.5,C,0.1766379110912173,C,0.003427745965410071,C
benjamn,recast,36.5,16.9,24.7,31.7,72.6,28.5,46.6,26.9,12.1,60.1,68.8,64.8,68.0,38.7,55.5,68.7,20.6,77.2,54.0,45.1,67.3,38.224999999999994,36.474999999999994,51.3,41.99999999999999,810.0,A,815.0,A,0.976806880915197,B,0.9873177915924022,B
validatorjs,validator.js,36.5,33.4,22.6,54.2,35.7,41.3,58.3,31.4,34.3,60.3,91.7,91.2,2.1,56.3,50.6,27.3,37.5,86.8,74.7,47.2,62.43333333333333,46.608333333333334,36.474999999999994,51.974999999999994,45.019444444444446,860.5,A,846.5,A,1.2424707997296958,B,1.1539443315776188,B
reduxjs,redux,41.8,32.4,24.0,88.5,22.5,46.4,59.5,39.3,40.5,78.1,98.2,98.5,74.9,40.7,68.2,87.9,39.6,77.2,81.0,58.6,90.63333333333333,57.483333333333334,41.85,61.35000000000001,53.56111111111111,986.0,A,994.0,A,1.9940039647293106,A,2.0584884057830792,A
moment,moment-timezone,40.7,42.8,16.3,56.3,47.4,30.1,51.8,18.4,20.1,67.6,66.7,78.7,64.1,60.8,54.9,64.0,20.7,79.8,58.5,48.3,69.93333333333334,40.05833333333333,40.699999999999996,56.325,45.694444444444436,874.0,A,858.5,A,1.3018602498418597,B,1.2412249001413032,B
hapijs,joi,45.0,47.8,33.5,41.3,57.5,41.2,57.6,34.2,31.8,71.3,90.1,86.5,72.5,36.2,52.5,45.4,28.4,83.8,72.6,52.5,83.13333333333334,51.68333333333334,45.025,48.45,48.38611111111112,921.0,A,931.0,A,1.5386848472027155,A,1.5744779801117361,A
node-formidable,formidable,43.7,44.3,22.0,71.1,37.4,20.5,44.8,11.2,5.5,67.2,74.0,74.8,67.0,52.9,54.5,75.1,21.6,66.8,56.4,46.5,72.03333333333333,33.38333333333333,43.699999999999996,54.099999999999994,43.72777777777778,841.0,A,833.5,A,1.128824321119998,B,1.0984021515825464,B
remix-run,history,19.2,27.3,0.0,36.9,12.7,12.1,36.2,0.0,0.0,65.2,76.8,80.6,74.6,28.6,45.2,81.1,0.0,54.5,56.5,35.4,77.43333333333334,28.408333333333335,19.225,41.05,29.561111111111114,506.0,C,599.0,C,-0.11762092814765646,C,0.21766186880354516,C
dominictarr,split,31.4,17.1,0.0,17.4,91.0,10.1,30.4,0.0,0.0,38.6,27.5,22.9,67.4,36.6,17.9,34.2,0.0,19.6,20.2,24.5,39.300000000000004,17.425,31.375,22.6,23.8,274.0,D,258.0,D,-0.6245086628498361,D,-0.6472092196911495,D
yeoman,configstore,35.2,24.3,0.0,51.3,65.2,12.1,36.3,0.0,0.0,48.5,43.3,28.0,77.2,45.4,32.3,41.5,3.2,52.2,27.8,32.0,49.56666666666666,21.466666666666665,35.2,35.575,30.747222222222224,552.0,C,519.0,C,-0.013261688650149015,C,-0.0521144340296623,C
gulpjs,findup-sync,32.2,24.6,10.5,38.0,55.9,12.8,31.7,2.8,3.9,38.5,14.9,18.6,73.1,47.5,25.8,43.8,4.3,29.4,15.4,27.4,35.4,18.45,32.25,31.249999999999996,27.316666666666666,415.0,C,353.0,D,-0.31509695979633606,C,-0.41710590256870794,C
airbnb,babel-plugin-dynamic-import-node,32.8,26.6,0.0,42.8,62.0,10.2,30.5,0.0,0.0,40.0,35.9,31.5,84.2,8.2,30.5,55.3,0.0,36.1,25.9,28.4,50.5,20.25,32.85,24.900000000000002,26.0,366.0,D,389.5,D,-0.43094304766944747,C,-0.3377599311471763,C
image-size,image-size,30.9,22.4,13.5,40.4,47.5,22.5,41.9,21.4,4.0,56.8,57.0,53.0,76.9,40.2,36.2,71.0,3.2,34.4,44.2,36.6,62.333333333333336,32.40833333333333,30.95,37.2,33.519444444444446,614.0,B,625.5,B,0.23065053855948217,C,0.3128770345093833,C
ladjs,superagent,38.4,26.6,23.2,62.1,41.5,35.7,50.3,27.8,29.0,76.3,86.7,84.5,64.8,69.2,56.2,59.6,24.2,84.7,69.0,51.6,78.76666666666667,46.46666666666667,38.35,59.425,48.080555555555556,915.0,A,917.0,A,1.5118007339832162,A,1.5030666058323578,A
tildeio,rsvp.js,29.8,23.0,0.0,41.9,54.2,12.9,29.8,8.8,0.0,59.9,66.1,60.9,77.3,35.4,55.8,87.8,0.0,79.6,46.6,39.6,68.16666666666667,26.691666666666666,29.775000000000002,50.699999999999996,35.72222222222222,656.0,B,694.5,B,0.42446055476913885,C,0.5509149487739783,B
normalize,mz,20.8,6.8,0.0,29.8,46.7,10.0,30.1,0.0,0.0,45.4,51.9,27.9,78.0,23.8,30.7,43.5,0.0,48.5,29.9,26.7,52.633333333333326,20.68333333333333,20.825000000000003,28.95,23.48611111111111,264.0,D,329.0,D,-0.6521259791571391,D,-0.47264808256378005,C
ljharb,js-traverse,34.0,7.9,15.4,64.0,48.5,24.9,36.9,17.4,20.4,5.9,11.3,9.7,2.2,0.3,28.1,15.4,25.5,43.4,15.3,23.2,8.433333333333334,20.78333333333333,33.95,21.15,25.29444444444444,338.0,D,222.0,D,-0.49302090910356233,C,-0.7503589825391408,D
pimterry,loglevel,43.2,30.9,24.0,56.7,61.0,29.0,43.2,30.4,13.5,60.1,60.3,51.7,79.7,48.8,40.2,44.7,16.1,59.8,47.0,43.1,63.9,37.75,43.15,42.349999999999994,41.083333333333336,789.0,B,773.0,B,0.8961545412567025,B,0.828625848749339,B
Urthen,case-sensitive-paths-webpack-plugin,19.8,12.5,0.0,19.7,47.0,11.0,32.9,0.0,0.0,37.2,30.3,24.9,83.1,10.7,44.2,85.4,0.0,47.0,22.1,28.0,46.1,19.75,19.8,35.775,25.10833333333333,327.0,D,372.5,D,-0.5093957780645294,D,-0.36949831971578884,C
blakeembrey,pluralize,29.3,7.8,0.5,41.2,67.9,12.7,33.8,1.1,3.3,57.3,58.1,53.3,73.2,44.6,41.4,68.9,1.6,53.5,41.4,35.2,61.56666666666666,24.941666666666666,29.35,42.15,32.14722222222222,578.0,C,595.0,C,0.10991643010100699,C,0.20179267451923916,C
dashed,shallowequal,27.1,20.6,0.0,34.0,53.9,10.1,30.2,0.0,0.0,30.1,19.2,13.7,70.7,16.6,39.2,80.7,0.0,36.9,14.3,26.6,34.63333333333333,16.208333333333332,27.125,33.55,25.627777777777776,346.0,D,324.0,D,-0.463692785591382,C,-0.480582679705933,C
shelljs,shelljs,43.8,38.4,26.5,79.8,30.3,32.8,49.1,24.3,25.0,71.2,85.2,75.4,72.1,52.2,46.9,46.5,24.1,70.1,64.5,48.7,77.66666666666667,44.016666666666666,43.75,48.224999999999994,45.330555555555556,865.0,A,867.5,A,1.2698437150077304,B,1.2729632887099163,B
markedjs,marked,32.9,37.9,25.1,60.1,8.3,49.3,62.7,44.8,40.3,80.7,95.6,94.1,63.1,70.0,58.9,58.5,41.8,76.4,79.7,55.4,84.36666666666667,58.04166666666667,32.85,61.675,50.855555555555554,961.0,A,972.0,A,1.7559573622221156,A,1.804581297234178,A
http-party,node-portfinder,24.7,23.7,0.0,23.1,52.1,11.3,32.3,1.7,0.0,55.2,43.4,40.0,82.6,55.0,39.2,53.4,0.5,63.6,31.6,32.6,55.46666666666666,22.366666666666667,24.725,43.125,30.072222222222223,524.0,C,538.5,C,-0.07265113876231379,C,-0.004506851176743205,C
PrismJS,prism,30.6,36.0,14.7,42.9,28.9,21.1,48.2,15.2,0.0,60.9,82.0,84.0,20.5,57.0,45.7,56.2,12.4,68.5,62.4,39.6,62.36666666666667,31.441666666666666,30.625,48.525,36.86388888888889,690.0,B,694.5,B,0.5249093777983557,B,0.5509149487739783,B
chaijs,chai,50.8,43.8,26.8,75.8,56.9,39.0,55.6,32.5,28.8,70.3,76.5,74.6,67.8,62.1,52.6,53.4,31.1,73.3,63.4,53.2,73.06666666666668,47.491666666666674,50.825,54.974999999999994,51.09722222222223,964.0,A,940.0,A,1.7772202517684468,A,1.6300201601068085,A
domenic,opener,24.5,13.7,0.0,22.1,62.4,11.6,34.8,0.0,0.0,40.5,25.0,18.1,71.3,47.8,27.6,64.0,0.0,18.8,18.2,26.1,38.2,18.25,24.549999999999997,32.65,25.149999999999995,329.0,D,306.0,D,-0.5057297626255072,D,-0.5202556654166989,D
sindresorhus,get-port,36.4,21.5,0.0,50.4,73.8,10.8,32.5,0.0,0.0,43.9,42.9,32.7,66.1,34.1,32.4,36.2,7.5,53.5,28.8,30.9,47.26666666666667,19.94166666666667,36.425,32.825,29.730555555555554,512.0,C,478.5,C,-0.10271246536229856,C,-0.13939500259334722,C
okonet,lint-staged,40.0,29.9,23.8,46.2,60.0,42.1,58.7,36.6,31.0,63.5,83.2,67.9,62.0,41.0,50.5,52.5,34.6,64.2,64.4,49.0,71.13333333333334,49.358333333333334,39.974999999999994,48.075,45.80277777777778,875.0,A,873.0,A,1.3113918899833188,B,1.2967670801363755,B
webpack-contrib,url-loader,36.4,29.1,0.0,54.7,61.6,10.8,32.5,0.0,0.0,58.4,52.0,50.0,79.0,52.5,46.3,85.2,0.0,53.6,37.6,38.0,60.36666666666667,23.21666666666667,36.35,47.825,35.797222222222224,661.0,B,658.5,B,0.43105938255937964,C,0.4239613944995275,C
reactjs,react-lifecycles-compat,25.5,14.4,0.0,54.6,33.0,10.6,31.9,0.0,0.0,31.7,31.9,20.4,70.3,4.2,41.8,79.1,0.0,46.3,21.0,27.4,41.1,18.25,25.5,32.4,25.383333333333336,339.0,D,353.0,D,-0.48520007616698035,C,-0.41710590256870794,C
luisrudge,postcss-flexbugs-fixes,17.5,18.5,0.0,39.2,12.2,13.7,32.0,9.2,0.0,40.5,39.8,21.3,82.2,18.6,41.5,72.3,0.0,52.2,24.9,28.3,47.73333333333333,22.23333333333333,17.475,35.775,25.161111111111108,332.5,D,385.0,D,-0.5047521585084344,D,-0.3456945282893293,C
jquery,jquery,55.3,40.5,31.2,88.4,61.3,40.1,55.8,36.8,27.7,83.6,97.9,98.7,79.5,58.5,64.1,69.7,34.8,87.8,78.9,60.8,92.13333333333333,53.108333333333334,55.349999999999994,62.7,57.05277777777778,997.0,A,997.0,A,2.3012160585193975,A,2.2330495429104484,A
cheeriojs,cheerio,51.7,50.7,34.3,73.9,47.9,42.3,50.7,46.2,29.9,77.7,94.5,87.3,64.9,64.2,59.3,66.1,38.3,73.5,74.7,57.8,82.33333333333333,52.28333333333334,51.7,60.52499999999999,54.83611111111111,994.0,A,991.0,A,2.1061840371633993,A,1.9950116286458537,A
mochajs,mocha,36.9,52.5,25.5,41.1,28.4,37.0,52.3,30.0,28.6,81.2,91.6,93.4,70.5,69.5,64.8,75.6,34.9,84.1,74.0,55.0,85.26666666666667,49.041666666666664,36.875,66.025,50.64722222222222,959.0,A,968.5,A,1.7376272850270027,A,1.7728429086655653,A
ljharb,json-stable-stringify,33.7,20.0,14.3,52.3,48.2,27.1,41.6,22.6,17.2,24.7,11.9,10.5,76.4,0.1,34.7,41.4,22.0,40.7,16.5,30.1,32.93333333333333,28.583333333333332,33.7,26.049999999999997,29.444444444444443,503.0,C,449.0,C,-0.12788577137691984,C,-0.2028717797305723,C
rbuckton,reflect-metadata,34.4,28.9,24.5,44.7,39.5,23.4,36.3,30.4,3.4,54.6,63.1,52.2,73.6,29.6,22.5,46.8,11.2,9.5,46.2,33.7,63.0,33.275,34.4,24.275,30.649999999999995,542.0,C,569.0,C,-0.021815724674535433,C,0.08277371738694171,C
tomas,needle,36.5,15.4,25.3,51.2,53.9,25.1,42.5,15.7,17.1,61.8,53.8,58.7,75.4,59.4,45.4,59.1,14.2,63.0,45.9,42.2,62.699999999999996,34.5,36.45,48.925,39.958333333333336,762.0,B,753.5,B,0.7971721244030946,B,0.7572144744699606,B
archiverjs,node-archiver,40.6,40.6,33.0,46.9,42.1,36.2,48.3,36.1,24.2,58.4,61.3,57.6,55.5,59.1,37.8,40.6,30.0,42.8,51.7,43.3,58.166666666666664,41.69166666666666,40.65,43.125,41.82222222222222,804.0,A,777.5,B,0.9611652150420349,B,0.844495043033645,B
webpack-contrib,copy-webpack-plugin,44.4,44.0,22.2,49.8,61.7,30.8,44.2,24.0,24.1,59.4,61.9,62.1,76.7,37.0,49.5,61.6,26.8,60.0,51.6,46.0,66.96666666666665,39.81666666666666,44.425,46.35,43.53055555555556,837.0,A,826.0,A,1.111471848041958,B,1.0587291658717806,B
reworkcss,css,29.3,13.5,4.5,38.8,60.4,13.8,31.8,9.8,0.0,57.3,53.5,59.2,78.7,37.7,24.2,41.1,0.0,31.4,42.2,31.1,63.9,26.375,29.299999999999997,27.55,27.741666666666664,432.0,C,487.0,C,-0.27770360231830665,C,-0.12352580830904066,C
js-cookie,js-cookie,47.6,48.4,20.9,84.2,37.0,29.0,41.7,26.9,18.3,68.9,91.0,90.5,58.2,36.0,40.0,42.1,25.1,52.9,70.2,46.4,80.0,41.72500000000001,47.625,39.025,42.791666666666664,822.0,A,831.5,A,1.046461174256625,B,1.0904675544403932,B
chrisdickinson,raf,37.3,22.6,0.0,41.2,85.2,9.3,27.8,0.0,0.0,46.8,39.5,31.2,81.8,34.6,30.3,40.7,0.0,50.2,26.7,30.9,50.866666666666674,19.666666666666668,37.25,31.375,29.430555555555557,501.0,C,478.5,C,-0.12910777652326041,C,-0.13939500259334722,C
webpack,webpack-cli,53.4,52.3,27.6,75.3,58.3,39.2,47.6,42.7,27.2,59.2,60.4,72.2,73.5,30.8,47.8,71.7,36.5,35.1,57.3,49.9,68.76666666666667,46.56666666666666,53.375,43.525000000000006,47.82222222222222,909.0,A,891.0,A,1.4890714382612766,B,1.3681784544157538,B
dominictarr,JSONStream,35.1,6.0,0.0,43.4,91.0,9.3,27.9,0.0,0.0,54.7,56.5,52.3,67.3,42.5,26.0,33.8,0.0,44.4,39.4,31.3,58.73333333333333,21.65833333333333,35.1,30.174999999999997,28.977777777777778,486.0,C,495.5,C,-0.16894514429397184,C,-0.10765661402473439,C
d3,d3-array,24.0,20.1,4.0,18.3,53.5,14.2,28.7,10.4,3.5,44.5,31.7,54.2,52.5,39.6,36.4,53.4,9.2,46.5,33.4,29.8,46.166666666666664,22.191666666666666,23.975,37.175000000000004,27.780555555555555,433.0,C,436.0,C,-0.2742819879085521,C,-0.22667557115703185,C
highlightjs,highlight.js,47.5,44.8,31.9,89.0,24.3,46.8,57.9,39.9,42.5,80.1,92.1,94.5,69.4,64.5,51.8,61.6,42.7,51.0,77.8,56.5,85.43333333333334,56.43333333333334,47.50000000000001,54.95,52.96111111111111,982.0,A,982.5,A,1.9412133424073863,A,1.8918618657978628,A
reduxjs,react-redux,39.8,39.2,22.5,75.0,22.3,42.6,53.2,38.6,36.0,75.8,92.2,94.2,74.8,42.1,63.5,80.7,37.2,72.5,76.3,55.4,87.16666666666667,53.741666666666674,39.75,58.12499999999999,50.53888888888889,956.0,A,972.0,A,1.7280956448855447,A,1.804581297234178,A
facebook,fbjs,32.7,24.8,1.7,57.7,46.8,16.1,34.4,13.9,0.0,52.4,57.2,63.1,72.6,16.6,51.8,80.9,7.8,66.7,45.5,38.2,64.36666666666667,28.16666666666667,32.75,43.00000000000001,34.63888888888889,630.0,B,662.5,B,0.32914415335455394,C,0.4398305887838341,C
yeoman,update-notifier,41.4,44.3,2.4,57.8,61.2,13.1,32.1,4.8,2.3,57.4,55.2,48.8,76.5,49.1,34.8,39.1,3.8,61.6,39.0,36.7,60.166666666666664,24.841666666666665,41.425,38.4,34.888888888888886,639.0,B,629.5,B,0.35114024598868837,C,0.3208116316515366,C
postcss,postcss-nested,28.3,26.5,6.3,29.2,51.1,19.0,35.8,7.2,14.1,45.0,48.1,31.4,80.6,20.0,38.2,51.9,12.8,49.8,32.8,32.6,53.4,27.625,28.275,33.625,29.84166666666667,517.0,C,538.5,C,-0.09293642419157158,C,-0.004506851176743205,C
csstools,postcss-plugins,47.8,41.4,31.9,68.5,49.2,39.8,49.6,45.8,23.8,38.9,41.5,31.1,82.4,0.6,43.2,62.4,35.0,32.0,37.5,42.4,51.666666666666664,42.71666666666667,47.75,32.5,40.98888888888889,786.0,B,759.5,B,0.8878449062615844,B,0.7730836687542666,B
angular,angular-cli,57.4,40.4,34.7,89.7,64.8,47.8,56.5,47.8,39.2,67.9,93.9,98.0,32.6,47.2,48.8,59.7,44.0,42.5,79.9,55.5,74.93333333333334,54.608333333333334,57.400000000000006,48.349999999999994,53.45277777777778,984.0,A,974.5,A,1.9844723245878526,A,1.812515894376331,A
reduxjs,reselect,30.4,33.0,28.6,37.4,22.6,41.3,49.7,42.4,31.9,67.4,88.8,73.9,70.6,36.1,54.2,69.9,34.3,58.5,68.0,48.3,77.86666666666667,50.466666666666676,30.4,49.699999999999996,43.52222222222222,836.0,A,858.5,A,1.110738644954153,B,1.2412249001413032,B
fshost,node-dir,25.4,6.1,0.0,30.3,65.4,8.8,26.3,0.0,0.0,36.4,21.5,24.2,63.9,35.9,23.5,40.7,0.0,29.9,18.2,23.5,36.53333333333333,15.708333333333332,25.450000000000003,26.625,22.594444444444445,227.0,D,231.5,D,-0.7305787095522208,D,-0.7265551911126812,D
bruce,node-temp,32.5,23.6,0.0,31.4,74.8,9.5,28.5,0.0,0.0,29.0,31.4,30.1,2.3,52.2,30.9,37.4,0.0,55.4,23.7,25.5,22.400000000000002,12.725000000000001,32.45,36.25,27.14166666666667,408.0,C,289.5,D,-0.33049422464023037,C,-0.567863248269618,D
Stuk,jszip,30.2,26.0,0.0,21.0,73.8,14.4,38.2,5.0,0.0,69.9,78.6,84.1,67.1,49.6,45.4,68.2,0.0,68.0,59.0,40.0,76.7,29.975,30.2,46.449999999999996,35.541666666666664,650.0,B,708.0,B,0.4085744878667078,C,0.5826533373425908,B
sinonjs,sinon,45.1,44.9,29.6,72.2,33.9,40.8,50.4,36.1,35.7,68.3,78.7,76.5,55.7,62.2,51.3,63.7,35.1,55.1,65.3,51.4,70.39999999999999,48.150000000000006,45.15,54.025000000000006,49.10833333333334,936.0,A,911.5,A,1.602229114812439,A,1.4871974115480513,B
webpack-contrib,source-map-loader,42.9,43.8,18.8,47.0,61.9,27.8,36.0,24.1,23.1,45.8,28.0,37.1,79.9,38.1,46.6,64.9,24.4,50.6,31.0,40.8,48.4,32.9,42.875,44.5,40.09166666666667,763.5,B,729.5,B,0.8089033738079666,B,0.6461301144798158,B
arcanis,pnp-webpack-plugin,17.7,5.0,0.0,18.1,47.9,8.5,25.6,0.0,0.0,29.4,23.3,14.9,76.8,2.4,30.2,80.3,0.0,10.2,15.6,21.5,38.333333333333336,15.983333333333334,17.75,23.225,18.98611111111111,136.0,F,180.5,F,-1.0480556465715705,D,-0.8852471339557445,D
pngjs,pngjs,27.3,9.8,19.2,44.9,35.3,16.1,31.4,17.1,0.0,38.6,37.4,39.3,62.6,14.9,40.4,70.2,13.2,37.8,30.9,30.6,46.46666666666666,23.741666666666667,27.3,34.025,28.355555555555554,457.0,C,469.5,C,-0.2236909748500415,C,-0.16319879401980647,C
