owner,repo,maintenance,issues_maintenance,code_maintenance,community_documentation,maintainer_history,contribution,contributor_participation,code_contribution,contributor_growth,usage_popularity,stars_and_watches,forks,downstream_dependents,project_maturity,code_quality,dependencies_health,testing_quality,review_coverage,community_activity_and_integrity,trustee_avg,popularity_component,community_activity_and_integrity_component,maintenance_and_goodwill_component,code_quality_component,component_avg,component_rank,component_rank_grade,trustee_rank,trustee_rank_grade,component_zscore,component_z_grade,trustee_zscore,trustee_z_grade
aseemk,requireDir,29.1,14.5,0.0,39.0,62.9,2.3,6.8,0.0,0.0,27.7,33.3,29.2,2.7,45.5,19.3,30.0,0.0,28.0,21.6,19.6,21.733333333333334,7.133333333333334,29.1,25.875,20.70277777777778,175.0,F,146.5,F,-0.8795520039555943,D,-1.0331362604125218,D
yeoman,yosay,34.8,30.2,1.5,42.3,65.0,4.0,7.3,3.0,1.6,26.4,20.9,24.4,30.4,29.8,25.3,31.5,4.3,40.1,16.4,22.6,25.23333333333333,9.283333333333333,34.75,26.424999999999997,23.48611111111111,266.0,D,204.5,D,-0.6387508295110982,D,-0.7953475965611785,D
felixge,node-require-all,34.5,20.2,0.0,39.0,78.8,2.3,6.8,0.0,0.0,31.4,25.0,26.5,32.9,41.3,22.5,29.3,0.0,38.1,17.9,22.7,28.133333333333336,8.733333333333334,34.5,27.175,23.469444444444445,264.0,D,207.5,D,-0.6401927527113646,D,-0.7874213077661338,D
sindresorhus,gulp-autoprefixer,41.5,26.9,1.4,59.7,77.8,8.2,13.5,2.9,8.1,37.2,38.4,26.4,56.4,27.8,26.1,40.9,4.8,32.5,24.3,28.2,40.4,16.224999999999998,41.45,26.5,28.058333333333334,443.0,C,381.0,D,-0.2431832315713367,C,-0.351475424038671,C
hokaccha,node-jwt-simple,28.3,5.5,0.0,36.8,70.9,2.3,6.9,0.0,0.0,43.7,51.7,48.7,33.8,40.8,32.7,53.3,0.0,44.8,34.2,26.8,44.73333333333333,12.908333333333331,28.3,34.724999999999994,25.311111111111106,336.0,D,331.0,D,-0.4808602390819228,C,-0.46244346716929774,C
scniro,gulp-clean-css,22.9,18.8,0.7,38.9,33.4,3.8,10.9,0.6,0.0,36.6,37.3,29.3,52.2,27.4,21.3,43.8,0.0,20.0,23.5,21.1,39.6,12.775,22.950000000000003,22.799999999999997,19.508333333333333,149.0,F,169.0,F,-0.982889833308023,D,-0.9142419284868502,D
floatdrop,gulp-plumber,30.9,7.9,0.0,38.9,77.0,2.3,7.0,0.0,0.0,35.2,41.7,20.1,51.7,27.2,21.0,40.7,0.0,22.4,21.4,22.4,37.833333333333336,11.208333333333334,30.95,22.575,21.57777777777778,195.0,F,199.5,F,-0.803851035941606,D,-0.8112001741512682,D
restify,node-restify,44.7,46.0,13.6,74.5,44.8,16.2,20.4,12.5,15.7,54.4,80.4,80.8,1.0,55.3,37.0,28.6,16.4,66.1,59.1,38.1,54.06666666666666,25.666666666666668,44.724999999999994,41.599999999999994,37.330555555555556,697.0,B,660.5,B,0.5590067088435622,B,0.4332271666707624,C
apollographql,react-apollo,30.9,19.4,0.0,65.7,38.7,2.9,8.6,0.0,0.0,55.5,73.9,77.2,36.3,34.5,38.7,64.7,0.0,51.5,51.3,32.0,62.466666666666676,17.76666666666667,30.95,37.675,28.79722222222222,480.0,C,519.5,C,-0.1792579696928578,C,-0.05027644982696929,C
postcss,gulp-postcss,35.7,40.9,6.1,45.2,50.8,10.9,11.9,12.6,8.2,40.1,40.6,33.9,45.5,40.3,33.2,39.2,7.7,52.8,28.5,30.0,40.0,18.175,35.75,35.0,29.641666666666666,509.0,C,445.5,C,-0.10620052754602453,C,-0.2088022257278649,C
OverZealous,run-sequence,28.1,30.2,0.0,37.6,44.6,2.9,8.7,0.0,0.0,36.6,45.5,29.4,44.5,26.9,25.1,56.1,0.0,19.1,25.9,23.2,39.800000000000004,12.125,28.1,25.525,21.916666666666668,208.0,D,222.0,D,-0.7745319308695217,D,-0.74778986379091,D
koajs,logger,36.0,12.4,0.0,60.4,71.1,2.9,8.7,0.0,0.0,31.6,35.5,40.0,19.5,31.6,30.4,34.8,0.0,56.3,26.1,25.2,31.666666666666668,10.091666666666667,35.974999999999994,30.674999999999997,25.580555555555552,344.0,D,277.0,D,-0.45754914734428187,C,-0.5892640878900144,D
jaredhanson,passport-oauth,32.1,5.1,1.3,37.7,84.5,3.1,8.8,0.6,0.0,29.4,15.9,27.4,31.9,42.3,16.4,37.8,0.0,11.4,15.5,20.3,25.066666666666663,8.616666666666667,32.15,22.875,21.21388888888889,182.0,F,159.0,F,-0.8353330258140902,D,-0.9776522388472084,D
hughsk,vinyl-source-stream,37.5,24.3,0.0,37.6,88.3,2.9,8.8,0.0,0.0,28.0,26.6,19.3,39.2,27.0,22.0,33.9,0.0,32.0,16.3,22.6,28.36666666666667,9.291666666666668,37.55,23.225,23.355555555555554,257.0,D,204.5,D,-0.6500458945798521,D,-0.7953475965611785,D
MoOx,postcss-cssnext,35.0,30.5,0.0,56.3,53.2,2.9,8.8,0.0,0.0,52.6,70.7,56.5,42.1,41.3,40.4,77.3,0.0,43.8,43.4,32.7,56.43333333333334,16.308333333333334,35.0,40.599999999999994,30.63611111111111,543.0,C,542.5,C,-0.020165776596793392,C,0.005207571738344392,C
ivogabe,gulp-typescript,20.9,21.6,0.0,30.1,31.8,2.1,6.4,0.0,0.0,42.5,41.9,46.9,34.2,47.0,34.2,53.0,0.0,49.6,30.3,24.9,41.0,11.85,20.875,37.4,23.375,258.0,D,271.0,D,-0.6483636508462077,D,-0.6130429542751488,D
sindresorhus,gulp-filter,42.5,27.4,5.9,59.5,77.3,13.5,17.0,7.6,15.8,30.1,25.9,22.4,37.5,34.8,28.2,31.7,12.4,40.6,20.6,28.6,28.599999999999998,17.25,42.525000000000006,29.875,29.883333333333336,514.0,C,399.5,D,-0.08529264114216073,C,-0.3197702688584917,C
adametry,gulp-eslint,26.4,21.5,0.0,55.0,29.0,2.1,6.4,0.0,0.0,37.2,35.7,43.7,40.1,29.1,42.2,63.9,0.0,62.8,27.2,27.0,39.833333333333336,11.558333333333334,26.375,38.949999999999996,25.627777777777776,345.0,D,341.5,D,-0.45346369827686006,C,-0.4465908895792083,C
sindresorhus,gulp-imagemin,44.3,38.5,0.8,62.2,75.6,7.4,12.2,1.6,8.3,48.9,56.3,51.2,51.2,36.8,30.6,36.1,7.2,48.6,38.3,32.8,52.9,18.75,44.275,32.175,31.73333333333333,569.0,C,548.0,C,0.07476083408741417,C,0.013133860533388721,C
hughsk,vinyl-buffer,38.2,30.5,0.0,34.1,88.2,2.0,6.0,0.0,0.0,22.1,14.3,11.8,36.6,25.6,17.3,32.9,0.0,18.9,9.4,19.9,20.900000000000002,6.7250000000000005,38.2,19.35,21.425,192.0,F,150.5,F,-0.8170686652773818,D,-1.0093573940273877,D
jaredhanson,connect-flash,32.0,3.9,0.0,40.0,84.1,2.0,6.0,0.0,0.0,46.5,49.6,49.5,47.4,39.6,16.3,42.8,0.0,6.2,33.7,24.2,48.833333333333336,13.708333333333334,32.0,22.15,22.619444444444444,226.0,D,251.0,D,-0.7137308359249533,D,-0.6685269758404622,D
palantir,tslint-react,27.9,28.7,0.0,31.4,51.5,2.0,6.0,0.0,0.0,34.1,40.0,35.9,34.1,26.4,30.8,49.6,0.0,42.9,26.0,23.7,36.666666666666664,10.666666666666666,27.9,29.725,22.763888888888886,234.0,D,239.0,D,-0.7012341681893111,D,-0.7081584198156861,D
karma-runner,karma-phantomjs-launcher,27.0,5.8,0.0,38.0,64.0,2.0,6.1,0.0,0.0,37.7,24.0,45.8,47.6,33.5,38.2,67.1,0.0,47.6,23.9,26.2,39.13333333333333,11.308333333333334,26.95,37.05,25.102777777777778,323.0,D,307.5,D,-0.49888427908525296,C,-0.5100011999395666,D
s-panferov,awesome-typescript-loader,33.5,6.2,0.0,77.1,50.8,2.0,6.1,0.0,0.0,44.6,59.7,52.9,37.9,27.9,33.0,65.5,0.0,33.4,38.2,28.3,50.166666666666664,14.066666666666666,33.525,31.700000000000003,26.430555555555557,384.0,D,385.5,D,-0.3840110641306927,C,-0.34354913524362607,C
gruntjs,grunt-contrib-jshint,37.3,18.0,15.1,45.3,71.1,14.8,12.1,14.6,17.8,49.2,39.0,55.7,55.3,46.8,49.2,64.8,16.2,66.5,36.5,37.6,50.0,23.624999999999996,37.375,48.575,36.525,679.0,B,648.5,B,0.4893137541640172,C,0.3935957226955385,C
clessg,progress-bar-webpack-plugin,21.4,4.3,0.0,36.9,44.2,2.1,6.2,0.0,0.0,25.6,30.7,24.7,33.4,13.7,24.8,32.7,0.0,41.9,19.2,18.5,29.599999999999998,8.95,21.35,22.075,17.458333333333332,118.0,F,135.5,F,-1.1602463869407957,D,-1.1203254371580145,D
gulp-community,gulp-less,27.7,23.5,0.0,35.7,51.8,3.1,9.2,0.0,0.0,39.9,35.4,42.7,42.6,39.0,34.1,38.0,0.0,64.2,27.1,26.2,40.23333333333333,12.35833333333333,27.75,35.3,25.13611111111111,327.5,D,307.5,D,-0.4960004326847202,C,-0.5100011999395666,D
jackfranklin,gulp-load-plugins,45.9,28.7,0.0,80.7,74.4,1.9,5.7,0.0,0.0,37.0,40.2,29.7,42.2,35.9,37.1,51.2,0.0,60.0,23.9,30.5,37.36666666666667,10.766666666666667,45.95,36.775,31.16388888888889,559.0,C,465.5,C,0.02549512474497774,C,-0.16917078175264097,C
floatdrop,gulp-watch,34.3,15.1,0.0,45.2,77.0,3.0,9.1,0.0,0.0,38.4,37.2,41.4,40.4,34.6,35.5,63.1,0.0,43.4,27.2,27.8,39.666666666666664,12.191666666666666,34.325,35.275,27.263888888888886,415.0,C,365.5,D,-0.3119149041173709,C,-0.38318057921884996,C
buglabs,node-xml2json,27.8,7.4,0.0,30.2,73.7,1.9,5.8,0.0,0.0,37.3,42.0,56.0,7.6,43.7,35.0,45.9,0.0,59.1,33.3,25.5,35.199999999999996,10.249999999999998,27.825000000000003,37.175,25.083333333333332,321.0,D,286.0,D,-0.5005665228188972,D,-0.56548522150488,D
jdesboeufs,connect-mongo,44.3,47.5,17.6,72.1,40.2,15.5,19.7,10.9,15.9,52.8,57.4,65.3,43.2,45.3,48.6,73.7,14.4,57.6,46.1,40.3,55.29999999999999,25.45,44.349999999999994,47.75,39.18333333333333,744.0,B,719.5,B,0.7193005046065151,B,0.6076055201617472,B
loganfsmyth,babel-plugin-transform-decorators-legacy,24.5,10.5,0.0,39.2,48.2,1.9,5.8,0.0,0.0,31.6,42.4,28.6,41.2,14.1,20.8,48.5,0.0,13.8,24.3,19.7,37.4,10.799999999999999,24.475,19.099999999999998,18.125,129.0,F,148.5,F,-1.102569458930138,D,-1.0252099716174772,D
maritz,node-sprintf,28.0,32.2,0.0,28.6,51.2,2.0,5.9,0.0,0.0,26.0,13.9,12.8,31.1,46.4,20.0,28.1,0.0,31.8,9.6,19.0,19.26666666666667,6.291666666666668,28.0,26.575000000000003,20.28888888888889,167.0,F,139.5,F,-0.9153597634288776,D,-1.0806939931827906,D
ryanmcgrath,wrench-js,20.2,7.2,0.0,29.9,43.5,2.0,5.9,0.0,0.0,36.6,31.0,33.3,33.6,48.7,25.4,29.0,0.0,47.1,22.1,21.0,32.63333333333333,9.633333333333333,20.15,31.2,20.32777777777778,169.5,F,167.5,F,-0.9119952759615894,D,-0.922168217281895,D
pull-stream,pull-stream,29.9,8.5,0.0,52.8,58.2,2.0,5.9,0.0,0.0,36.9,41.1,35.0,38.4,33.1,24.1,30.8,0.0,41.5,26.0,23.2,38.166666666666664,11.016666666666666,29.875,26.35,22.41388888888889,221.0,D,222.0,D,-0.7315145553949058,D,-0.74778986379091,D
mikaelbr,gulp-notify,32.0,10.2,0.0,54.4,63.3,2.8,7.6,0.7,0.0,33.2,36.6,23.3,43.7,29.2,26.3,52.5,0.0,26.4,20.9,23.5,34.53333333333334,10.708333333333336,31.974999999999998,27.025000000000002,23.236111111111114,252.0,D,233.0,D,-0.6603796775150945,D,-0.7240109974057756,D
evilstreak,markdown-js,25.5,5.7,0.0,46.4,49.8,2.5,7.6,0.0,0.0,53.5,75.6,79.3,8.4,50.8,21.9,26.0,0.0,39.5,52.5,25.9,54.43333333333333,15.508333333333333,25.475,29.075,23.352777777777778,256.0,D,297.0,D,-0.6502862151132297,D,-0.533780066324701,D
Polymer,polymer,44.2,53.4,13.5,67.7,42.1,9.0,11.3,15.8,0.0,66.3,91.3,89.8,21.4,62.7,45.8,52.2,8.2,76.8,63.4,41.3,67.5,23.65,44.175,49.974999999999994,39.26666666666666,746.0,B,739.0,B,0.7265101206078468,B,0.686868408112195,B
jprichardson,string.js,35.4,6.6,0.0,51.7,83.2,2.6,7.7,0.0,0.0,40.9,55.7,57.5,8.5,41.7,26.8,33.6,0.0,46.8,38.6,26.4,40.56666666666667,12.066666666666668,35.375,30.525000000000002,25.98888888888889,363.5,D,316.5,D,-0.4222220289377535,C,-0.49414862234947704,C
goldhand,sw-precache-webpack-plugin,28.9,12.3,0.0,49.8,53.5,2.6,7.7,0.0,0.0,40.0,52.8,42.5,55.2,9.6,36.3,78.8,0.0,30.1,32.6,26.9,50.166666666666664,14.466666666666667,28.9,29.625,24.33055555555556,289.0,D,335.5,D,-0.5656933873642646,D,-0.45451717837425315,C
spalger,gulp-jshint,24.1,18.8,0.0,48.4,29.0,2.6,7.7,0.0,0.0,34.2,29.9,33.4,43.4,30.2,38.4,57.5,0.0,57.7,22.0,24.8,35.56666666666666,10.816666666666666,24.05,36.35,23.73888888888889,269.0,D,266.5,D,-0.6168816609737235,D,-0.6209692430701934,D
nuysoft,Mock,23.3,14.2,0.0,35.5,43.4,4.3,13.0,0.0,0.0,58.6,89.1,92.8,8.6,43.9,16.9,35.0,0.0,15.8,62.1,25.8,63.49999999999999,19.125,23.275,23.674999999999997,22.024999999999995,211.0,D,291.5,D,-0.7651594300677902,D,-0.5417063551197455,D
stylus,nib,16.0,7.5,0.0,36.2,20.2,2.6,7.8,0.0,0.0,54.2,56.9,59.1,39.1,61.7,38.7,48.3,0.0,67.7,39.5,27.9,51.699999999999996,14.874999999999998,15.975000000000001,44.425,25.09166666666667,322.0,D,369.0,D,-0.4998455612187638,C,-0.37525429042380537,C
sun-zheng-an,gulp-shell,27.8,28.0,0.0,37.7,45.5,2.4,7.3,0.0,0.0,34.8,33.2,30.5,37.0,38.3,32.0,65.0,0.0,31.1,22.0,24.3,33.56666666666667,10.216666666666667,27.8,33.599999999999994,23.87222222222222,274.0,D,253.5,D,-0.6053462753715924,D,-0.6606006870454173,D
caolan,highland,33.7,9.1,0.0,45.3,80.4,2.4,7.3,0.0,0.0,45.5,65.1,50.6,29.8,36.7,45.3,63.5,0.0,72.3,39.4,31.7,48.5,13.95,33.7,43.125,30.258333333333336,533.0,C,505.5,C,-0.052849369136165725,C,-0.07405531621210368,C
ftlabs,fastclick,25.2,3.8,0.0,45.3,51.8,2.5,7.4,0.0,0.0,66.8,88.7,94.0,39.7,44.6,23.5,30.8,0.0,39.6,61.7,29.5,74.13333333333333,20.383333333333333,25.224999999999998,28.75,24.78611111111111,302.0,D,427.0,C,-0.5262808198903154,D,-0.24843366970308878,C
jamestalmage,cli-table2,30.5,2.6,0.0,47.2,72.1,2.5,7.4,0.0,0.0,24.5,23.4,22.6,32.3,19.6,16.6,33.4,0.0,16.4,16.2,18.5,26.099999999999998,8.375,30.475,17.35,18.733333333333334,139.0,F,135.5,F,-1.0499392621204127,D,-1.1203254371580145,D
serialport,node-serialport,42.6,40.9,30.8,85.5,13.2,27.7,25.5,39.8,17.7,64.2,71.7,81.1,31.5,72.5,46.9,56.0,30.1,54.6,60.2,45.3,61.43333333333334,36.108333333333334,42.6,53.3,44.00277777777777,840.0,A,818.0,A,1.1362566300168953,B,1.003919959913986,B
nathanpeck,clui,19.3,5.6,0.0,26.9,44.8,1.8,5.3,0.0,0.0,34.1,54.3,27.1,30.7,24.2,16.4,31.4,0.0,17.8,27.7,17.9,37.36666666666667,10.666666666666666,19.325,18.35,16.11388888888889,108.0,F,129.5,F,-1.2765615250956222,D,-1.1678831699282832,D
hapijs,hapi,43.9,44.3,27.3,46.6,57.2,23.7,25.7,20.6,24.8,64.4,85.4,84.8,33.5,53.9,45.4,31.9,23.2,81.2,64.6,44.3,67.89999999999999,34.75,43.85,47.55,42.05,810.0,A,803.0,A,0.9673112950523436,B,0.9246570719635384,B
baryon,tracer,30.1,21.8,2.1,52.3,44.1,3.7,5.6,4.9,0.7,42.5,48.4,44.2,29.6,47.6,36.6,51.6,0.3,57.8,32.1,28.2,40.73333333333333,12.983333333333333,30.074999999999996,39.325,27.46111111111111,418.0,C,381.0,D,-0.29485214624755124,C,-0.351475424038671,C
louischatriot,nedb,32.8,25.0,0.0,53.8,52.2,2.8,8.4,0.0,0.0,57.6,84.2,81.2,32.7,32.5,24.1,37.8,0.0,34.5,56.1,29.3,66.03333333333335,18.608333333333338,32.75,26.2,25.852777777777778,355.0,D,419.5,C,-0.43399773507326295,C,-0.2642862472931783,C
Timer,fork-ts-checker-webpack-plugin,20.8,0.0,0.0,38.3,44.8,1.6,4.9,0.0,0.0,14.3,3.0,8.8,43.1,2.3,39.5,45.9,0.0,72.6,4.5,19.0,18.3,5.800000000000001,20.775,30.2,18.925,142.0,F,139.5,F,-1.0333571453173485,D,-1.0806939931827906,D
nodegit,nodegit,37.7,39.6,8.9,61.2,41.2,12.9,15.6,13.9,9.3,61.3,71.4,74.4,29.3,70.2,45.5,50.9,13.9,71.8,52.9,39.4,58.366666666666674,24.291666666666668,37.72500000000001,51.7,37.90555555555556,712.0,B,685.5,B,0.6087530592527548,B,0.5362689210063443,B
pouchdb,pouchdb,47.5,50.9,34.6,46.5,57.9,35.0,29.6,42.1,33.2,68.8,86.4,86.4,31.3,71.2,50.6,38.8,37.6,75.5,69.3,50.5,68.03333333333335,43.233333333333334,47.475,55.775000000000006,48.82777777777778,923.5,A,900.5,A,1.5536933964940318,A,1.416086977256315,B
sindresorhus,unique-random-array,31.5,0.8,0.0,50.4,74.8,1.7,5.0,0.0,0.0,20.0,14.0,12.1,32.8,21.1,18.3,31.7,0.0,23.1,9.3,17.9,19.633333333333333,6.158333333333333,31.5,18.975,18.877777777777776,140.0,F,129.5,F,-1.0374425943847703,D,-1.1678831699282832,D
jupyterlab,jupyterlab,39.8,26.0,27.6,77.7,28.0,42.5,37.5,46.3,43.6,61.4,84.4,93.3,29.9,38.0,67.6,61.0,46.9,94.9,73.4,52.8,69.2,49.15,39.825,60.2,49.725,941.0,A,934.0,A,1.631316928775042,A,1.5983916195423447,A
dthree,vorpal,14.6,4.7,0.0,43.1,10.6,3.0,5.1,3.9,0.0,44.7,71.6,63.4,29.5,14.4,36.7,40.4,0.0,69.7,46.0,24.7,54.833333333333336,15.958333333333334,14.600000000000001,31.125,20.561111111111114,174.0,F,262.0,D,-0.8918083511578591,D,-0.6288955318652383,D
hapijs,inert,32.4,24.2,3.6,43.9,57.8,3.0,5.1,4.0,0.0,26.0,22.4,25.9,30.6,25.3,29.6,28.4,5.5,54.8,17.1,22.8,26.3,8.85,32.375,28.499999999999996,23.241666666666664,253.0,D,211.5,D,-0.6598990364483396,D,-0.779495018971089,D
EvanOxfeld,node-unzip,24.2,2.5,0.0,35.6,58.7,1.5,4.6,0.0,0.0,38.9,37.0,64.4,17.1,37.2,17.7,34.0,0.0,19.2,34.3,20.6,39.5,11.025,24.200000000000003,22.6,19.275000000000002,147.0,F,160.0,F,-1.003076758111753,D,-0.953873372462074,D
cloudhead,node-static,32.9,8.4,0.0,53.0,70.0,2.6,7.9,0.0,0.0,50.5,58.8,59.9,35.8,47.5,35.1,51.6,0.0,53.6,40.4,30.3,51.5,14.85,32.85,38.175,28.625,470.0,C,459.0,C,-0.1941578427622776,C,-0.18502335934273048,C
danwrong,restler,28.9,3.9,0.0,47.9,63.9,1.6,4.7,0.0,0.0,51.0,57.9,67.2,29.4,49.4,31.0,29.7,0.0,63.3,42.2,28.1,51.5,14.05,28.924999999999997,35.6,26.191666666666663,377.0,D,376.5,D,-0.4046786300011789,C,-0.3594017128337156,C
alibaba,BizCharts,28.9,20.7,4.5,41.5,49.0,9.0,17.1,9.1,0.8,48.9,72.7,73.8,30.0,18.9,34.6,44.7,0.4,58.6,51.8,30.3,58.833333333333336,21.458333333333332,28.925,30.650000000000006,27.01111111111111,403.0,C,459.0,C,-0.3337840726547452,C,-0.18502335934273048,C
metalsmith,metalsmith,43.7,42.1,19.9,86.7,26.1,12.7,14.3,14.2,9.4,53.8,76.1,73.0,30.1,36.0,35.8,39.4,14.9,53.2,53.9,36.5,59.73333333333333,24.40833333333333,43.7,35.875,34.66111111111111,632.5,B,622.5,B,0.32805867626755325,C,0.3064065459500458,C
zilverline,react-tap-event-plugin,23.9,6.5,0.0,27.6,61.5,1.6,4.8,0.0,0.0,36.3,47.0,42.1,33.2,23.1,18.6,24.2,0.0,31.8,30.2,20.1,40.766666666666666,11.391666666666666,23.9,19.775,18.355555555555554,133.0,F,153.5,F,-1.0826228546597856,D,-0.9935048164372979,D
slushjs,gulp-install,26.2,9.6,0.0,47.1,48.1,1.6,4.8,0.0,0.0,24.3,15.4,25.1,30.8,26.1,22.4,34.1,0.0,33.1,14.0,18.6,23.766666666666666,7.141666666666667,26.200000000000003,23.325000000000003,18.88888888888889,141.0,F,137.0,F,-1.0364813122512593,D,-1.1123991483629696,D
sindresorhus,gulp-template,38.7,17.0,0.8,62.3,74.8,2.6,5.2,1.7,0.9,29.8,24.5,35.8,29.7,29.0,17.8,25.7,3.9,23.7,21.0,22.2,30.0,9.45,38.724999999999994,20.575,22.916666666666668,241.0,D,195.5,F,-0.6880165388535349,D,-0.8270527517413577,D
shockie,node-iniparser,11.3,2.4,0.0,21.8,21.2,2.2,6.5,0.0,0.0,26.8,14.1,16.9,29.0,47.0,15.1,22.9,0.0,22.3,11.1,13.8,20.0,6.625,11.35,23.05,13.675000000000002,81.0,F,85.0,F,-1.4875629534012786,D,-1.492861010525119,D
redis,hiredis-node,21.8,18.5,0.0,31.5,37.0,2.2,6.5,0.0,0.0,30.6,25.2,36.9,12.9,47.6,23.3,19.2,0.0,50.8,21.4,19.5,25.0,7.875,21.75,29.4,19.675,152.0,F,144.0,F,-0.9684706013053584,D,-1.0410625492075667,D
alibaba-fusion,next,34.5,43.9,33.3,42.7,18.1,40.3,36.9,44.2,39.9,44.5,68.2,71.9,4.5,33.2,61.5,64.4,43.5,76.6,60.1,45.2,48.20000000000001,42.300000000000004,34.5,54.425,43.741666666666674,836.0,A,816.5,A,1.1136664998793886,B,0.9959936711189419,B
iview,iview,25.3,27.6,0.0,51.0,22.7,4.4,12.2,0.8,0.0,63.3,92.6,95.4,31.6,33.6,52.2,73.7,0.0,82.8,64.1,36.3,73.2,21.55,25.325,47.525,31.46666666666667,567.0,C,618.5,B,0.051690062883151436,C,0.290553968359956,C
phosphorjs,phosphor,20.7,11.5,0.0,33.1,38.0,2.2,6.6,0.0,0.0,35.8,46.4,51.4,27.2,18.1,42.8,67.9,0.0,60.4,33.3,25.3,41.666666666666664,12.066666666666666,20.65,36.6,23.105555555555554,247.0,D,280.5,D,-0.6716747425838487,D,-0.5813377990949694,D
ipfs,js-ipfs,36.2,30.8,0.0,69.3,44.9,2.2,6.7,0.0,0.0,59.9,75.1,83.6,26.3,54.5,45.4,48.8,16.8,70.5,53.6,35.9,61.666666666666664,17.091666666666665,36.25,47.65,33.66388888888889,615.0,B,611.5,B,0.24178360478494448,C,0.258848813179777,C
johnagan,clean-webpack-plugin,22.0,12.2,0.0,37.2,38.6,2.2,6.7,0.0,0.0,46.6,57.6,46.5,57.5,24.9,32.6,53.1,0.0,44.8,35.4,25.9,53.86666666666667,15.141666666666667,22.0,30.700000000000003,22.61388888888889,225.0,D,297.0,D,-0.7142114769917086,D,-0.533780066324701,D
atomist,automation-client,30.0,30.8,0.0,57.7,31.6,2.2,6.7,0.0,0.0,20.8,9.3,13.8,27.7,32.2,45.1,62.3,0.0,72.9,8.4,24.5,16.933333333333334,5.908333333333333,30.025,41.849999999999994,25.927777777777777,358.0,D,258.0,D,-0.427509080672064,C,-0.6447481094553278,D
sindresorhus,query-string,44.5,22.7,10.2,69.6,75.3,7.2,15.7,6.0,0.0,67.9,73.7,68.7,80.2,48.9,38.6,42.1,6.3,67.2,49.9,39.5,74.2,23.975,44.45,41.125,36.51666666666667,678.0,B,688.0,B,0.48859279256388466,C,0.5441952098013891,B
plone,volto,54.9,26.1,29.4,79.8,84.2,42.4,37.0,47.0,43.2,42.3,30.1,71.6,26.9,40.7,61.7,68.1,46.5,70.5,48.0,50.3,42.86666666666667,42.516666666666666,54.875,56.45,51.28055555555556,964.0,A,897.0,A,1.765896427466577,A,1.4002343996662252,B
gaearon,react-hot-loader,41.9,21.1,0.0,84.1,62.3,3.8,11.4,0.0,0.0,65.7,82.5,77.3,52.7,50.4,51.7,83.7,0.0,71.4,54.5,40.8,70.83333333333333,20.558333333333334,41.875,51.37500000000001,37.93611111111111,714.0,B,730.5,B,0.6113965851199096,B,0.6472369641369711,B
react-component,rc-tools,20.7,5.4,0.0,28.2,49.4,2.1,6.3,0.0,0.0,24.2,20.6,28.9,27.9,19.4,31.0,43.7,0.0,49.2,17.2,19.5,25.8,8.025,20.75,28.075000000000003,18.95,143.0,F,144.0,F,-1.031194260516949,D,-1.0410625492075667,D
darekf77,morphi,15.7,1.7,9.0,17.8,34.4,11.4,7.3,18.0,8.9,11.4,8.9,7.4,25.6,3.9,47.3,67.6,21.6,52.8,9.2,21.5,13.966666666666669,12.041666666666666,15.725,36.475,21.41388888888889,191.0,F,182.5,F,-0.8180299474108926,D,-0.8825367733066711,D
e1-bsd,omni-common-ui,15.8,0.0,0.0,38.6,24.6,1.4,4.3,0.0,0.0,15.8,8.0,8.7,18.0,28.6,34.3,70.8,0.0,32.2,6.0,16.8,11.566666666666668,3.966666666666667,15.8,32.9,17.555555555555554,121.0,F,116.0,F,-1.151835168272575,D,-1.2550723466737757,D
facebook,nuclide,27.7,9.2,0.0,54.6,47.0,1.3,3.8,0.0,0.0,54.7,76.0,74.3,24.6,44.0,48.2,74.2,0.0,70.3,50.5,33.0,58.300000000000004,15.525,27.7,47.125,30.116666666666664,526.0,C,552.5,C,-0.06510571633843104,C,0.028986438123478505,C
electrode-io,electrode,37.2,28.5,21.9,59.2,39.1,20.1,10.2,31.0,19.0,39.3,58.3,62.5,27.8,8.6,50.9,66.8,26.4,59.3,46.9,36.8,49.53333333333333,27.433333333333334,37.175,40.275,34.96111111111111,639.0,B,629.5,B,0.35401329387234903,C,0.3301854123351799,C
wintercounter,mhy,21.0,7.1,0.0,44.5,32.5,5.0,3.9,11.2,0.0,21.5,17.4,19.8,18.1,30.5,18.7,39.4,0.0,16.7,14.1,16.5,18.433333333333334,8.383333333333333,21.025,21.65,17.019444444444442,112.0,F,111.0,F,-1.198217031214479,D,-1.27885121305891,D
dexteryy,Project-WebCube,31.8,30.7,0.0,27.6,68.8,1.3,3.9,0.0,0.0,16.5,17.9,14.9,21.5,11.6,22.8,64.7,0.0,3.6,11.4,18.1,18.099999999999998,5.499999999999999,31.775,19.974999999999998,19.083333333333332,145.0,F,132.0,F,-1.0196588749148174,D,-1.1520305923381935,D
compute-io,compute.io,34.8,30.7,0.0,31.7,76.8,1.3,4.0,0.0,0.0,17.2,13.6,9.9,23.7,21.7,12.0,29.6,0.0,6.2,8.3,16.3,15.733333333333334,4.933333333333334,34.8,14.375,18.03611111111111,127.0,F,107.5,F,-1.1102597159982257,D,-1.2947037906489995,D
