owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
substack,brfs,647,675,516,295,407,N/A,N/A,459,N/A,N/A,N/A,907,512,446,295,960,987,191,477,527,786,765,327,483,486,N/A,N/A,N/A,458,N/A,541
domenic,chai-as-promised,478,574,534,294,146,N/A,N/A,200,371,9,N/A,908,583,445,226,206,523,556,833,526,522,582,209,394,432,N/A,476,N/A,457,61,540
oclif,command,824,755,753,302,357,N/A,N/A,N/A,172,145,78,184,865,444,977,460,898,718,675,95,353,585,915,65,N/A,260,175,186,N/A,262,539
dylang,shortid,282,389,538,300,356,N/A,77,110,N/A,N/A,N/A,973,716,443,486,323,248,668,925,525,673,561,176,N/A,478,N/A,N/A,N/A,49,N/A,538
jonschlinkert,gray-matter,337,544,439,296,403,N/A,50,278,N/A,N/A,N/A,909,718,442,59,709,358,107,515,524,836,600,470,N/A,254,424,N/A,429,443,N/A,537
timoxley,keycode,682,701,520,299,402,N/A,N/A,N/A,N/A,N/A,N/A,910,724,441,357,83,86,242,505,799,243,836,291,N/A,N/A,N/A,N/A,N/A,N/A,N/A,488
node-config,node-config,271,298,787,304,148,N/A,130,104,300,396,321,425,436,440,974,983,2,349,498,798,333,102,74,495,226,259,320,317,349,284,487
cujojs,when,348,321,349,303,400,N/A,N/A,N/A,N/A,N/A,N/A,460,493,269,978,720,16,103,495,797,839,514,100,228,N/A,N/A,N/A,N/A,N/A,N/A,550
hammerjs,hammer.js,75,74,951,308,399,N/A,N/A,421,N/A,N/A,N/A,127,492,222,424,903,102,523,489,796,739,366,201,N/A,268,N/A,N/A,N/A,475,N/A,549
oclif,cli-ux,650,749,653,305,398,N/A,N/A,N/A,N/A,N/A,N/A,330,864,454,400,464,899,679,726,795,564,406,916,121,N/A,N/A,N/A,N/A,N/A,N/A,548
webpack,json-loader,689,634,308,306,413,N/A,N/A,N/A,N/A,N/A,N/A,92,869,453,918,590,213,565,800,794,139,896,210,572,N/A,N/A,N/A,N/A,N/A,N/A,547
necolas,normalize.css,25,22,450,307,412,N/A,352,410,349,442,293,897,405,112,783,452,261,29,488,793,79,673,113,N/A,361,N/A,433,N/A,175,54,546
mrdoob,three.js,9,4,528,402,990,16,178,128,9,146,185,154,16,452,813,653,415,534,535,29,794,173,30,76,22,12,9,27,132,53,545
standard,eslint-plugin-standard,834,840,412,401,393,N/A,N/A,N/A,369,10,79,578,166,451,782,738,561,327,534,496,263,674,699,N/A,N/A,310,471,395,N/A,52,496
mobxjs,mobx,59,119,602,419,47,N/A,340,171,137,208,113,129,40,178,399,687,685,962,932,138,467,112,640,127,112,67,135,135,311,283,495
amqp-node,amqplib,340,299,568,428,867,N/A,236,90,350,11,316,577,448,450,774,986,38,599,610,350,161,346,366,530,204,309,288,340,68,408,494
imagemin,imagemin,289,388,384,429,391,N/A,N/A,N/A,N/A,N/A,N/A,827,868,449,N/A,678,160,281,530,788,354,656,425,494,N/A,N/A,N/A,N/A,N/A,N/A,493
redux-saga,redux-saga,82,103,511,431,154,109,322,211,217,403,199,307,164,152,126,925,694,994,525,198,527,114,747,158,233,258,215,346,229,346,492
adamwdraper,Numeral-js,210,196,950,430,405,N/A,N/A,491,N/A,N/A,N/A,535,705,448,21,689,205,375,522,787,738,261,283,437,379,N/A,432,N/A,495,N/A,491
intlify,vue-i18n-next,444,390,709,441,29,21,233,323,49,245,249,88,358,147,411,700,958,715,819,93,814,273,989,77,57,58,49,47,243,51,490
node-schedule,node-schedule,217,293,598,442,376,N/A,11,462,N/A,N/A,N/A,261,446,188,355,931,186,326,399,404,39,524,114,356,297,N/A,N/A,N/A,433,N/A,489
mysqljs,mysql,117,79,410,446,907,N/A,N/A,19,378,439,118,266,867,399,14,942,31,270,393,397,767,381,52,N/A,449,N/A,374,N/A,493,422,569
babel,babel-preset-env,345,461,310,445,375,N/A,N/A,N/A,N/A,N/A,N/A,138,357,126,67,530,585,940,913,786,544,380,820,277,N/A,N/A,N/A,N/A,N/A,N/A,568
rollup,rollup-plugin-babel,613,622,343,444,374,N/A,N/A,N/A,N/A,N/A,N/A,366,866,398,287,618,630,852,767,785,369,389,728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,567
babel,babelify,456,549,526,443,325,N/A,N/A,N/A,N/A,N/A,N/A,573,440,417,406,529,581,862,842,784,207,531,585,513,562,N/A,N/A,N/A,492,N/A,566
lodash,babel-plugin-lodash,425,578,581,447,324,N/A,N/A,N/A,N/A,N/A,N/A,367,472,416,713,916,256,876,839,621,807,352,702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,565
akiran,react-slick,185,96,496,452,84,44,440,442,179,422,393,219,407,92,418,706,688,605,392,620,370,267,601,231,83,262,176,211,168,337,564
FortAwesome,react-fontawesome,338,400,930,454,322,N/A,272,61,N/A,N/A,N/A,463,163,50,706,708,904,927,757,458,483,356,897,345,326,N/A,N/A,N/A,334,N/A,563
gulpjs,gulp-util,574,589,389,453,368,N/A,N/A,N/A,N/A,N/A,N/A,830,359,367,279,707,294,357,427,618,209,495,379,N/A,N/A,N/A,N/A,N/A,N/A,N/A,562
chancejs,chancejs,266,308,929,455,161,N/A,N/A,477,314,354,327,462,471,366,619,922,337,830,904,208,482,388,370,N/A,399,261,223,376,491,435,577
ardatan,graphql-tools,294,230,501,440,107,200,319,261,20,122,43,39,132,120,705,277,955,833,422,35,687,92,791,5,107,48,21,17,378,56,576
rstacruz,nprogress,66,112,495,437,381,N/A,N/A,333,N/A,N/A,N/A,833,646,365,885,86,406,341,414,617,423,740,405,487,448,N/A,N/A,N/A,490,N/A,575
theturtle32,WebSocket-Node,336,271,928,432,380,N/A,415,326,N/A,N/A,N/A,580,593,364,973,789,252,315,412,499,505,396,106,N/A,398,N/A,N/A,N/A,207,N/A,574
acdlite,recompose,141,161,537,433,379,N/A,N/A,N/A,N/A,N/A,N/A,452,592,363,100,475,347,986,974,631,502,230,725,235,N/A,N/A,N/A,N/A,N/A,N/A,573
cryptocoinjs,secp256k1-node,736,530,739,438,159,N/A,96,62,N/A,N/A,151,575,827,362,844,667,163,222,406,497,572,284,583,325,354,N/A,470,N/A,395,N/A,572
facebook,draft-js,81,73,605,439,377,N/A,N/A,N/A,N/A,N/A,N/A,41,181,40,403,293,760,973,955,492,214,147,780,312,N/A,N/A,N/A,N/A,N/A,N/A,571
jrburke,r.js,392,253,927,436,360,N/A,N/A,N/A,N/A,N/A,N/A,927,361,361,57,363,84,59,434,674,867,345,115,N/A,N/A,N/A,N/A,N/A,N/A,N/A,570
broofa,node-uuid,763,786,926,434,359,N/A,N/A,N/A,N/A,N/A,N/A,835,N/A,360,933,520,795,60,432,673,459,557,839,N/A,N/A,N/A,N/A,N/A,N/A,N/A,521
rafeca,prettyjson,672,710,632,435,358,N/A,N/A,N/A,N/A,N/A,N/A,960,377,375,402,446,306,450,756,672,686,768,155,288,N/A,N/A,N/A,N/A,N/A,N/A,520
Leaflet,Leaflet,35,36,550,497,53,34,175,216,66,279,324,104,190,12,959,822,169,557,586,92,554,162,59,289,70,55,63,100,227,265,519
webpack-contrib,uglifyjs-webpack-plugin,481,454,297,495,372,N/A,N/A,N/A,N/A,N/A,N/A,72,348,374,97,414,311,945,894,623,608,360,852,284,N/A,N/A,N/A,N/A,N/A,N/A,582
abbr,deasync,550,660,522,494,371,N/A,97,399,377,8,N/A,859,N/A,373,709,743,350,61,431,430,484,719,508,275,332,416,415,375,423,385,581
dreamerslab,node.extend,829,846,601,493,370,N/A,N/A,N/A,N/A,N/A,N/A,N/A,504,372,708,713,13,215,429,435,766,726,182,N/A,N/A,415,N/A,347,N/A,N/A,580
theaqua,redux-logger,281,348,481,492,369,N/A,N/A,N/A,N/A,N/A,N/A,526,826,371,205,N/A,N/A,831,892,622,271,575,707,238,N/A,N/A,N/A,N/A,N/A,N/A,579
expressjs,method-override,631,719,409,500,365,N/A,N/A,N/A,N/A,N/A,407,238,506,370,416,633,195,407,446,894,672,825,494,331,N/A,N/A,510,N/A,N/A,N/A,578
mokkabonna,inquirer-autocomplete-prompt,728,636,613,499,935,N/A,128,466,353,96,182,525,916,369,501,311,398,802,639,310,534,530,711,540,403,308,348,145,218,336,529
browserify,watchify,446,451,614,498,364,N/A,N/A,N/A,N/A,N/A,N/A,524,507,368,162,468,228,389,444,893,169,590,363,621,N/A,N/A,N/A,N/A,N/A,N/A,528
Reactive-Extensions,RxJS,108,93,731,496,363,N/A,N/A,N/A,N/A,N/A,N/A,962,362,110,80,676,70,62,443,892,784,131,181,274,N/A,N/A,N/A,N/A,N/A,N/A,527
TryGhost,node-sqlite3,275,231,477,502,980,165,424,441,187,389,212,178,182,383,158,300,892,140,442,212,171,359,89,301,124,307,192,165,358,307,526
jashkenas,coffeescript,134,97,606,501,362,N/A,103,423,293,163,211,443,133,134,843,774,61,792,671,352,609,214,14,N/A,267,306,359,374,256,55,525
jaredhanson,passport-local,388,294,438,505,868,N/A,N/A,N/A,N/A,N/A,N/A,414,270,232,791,117,175,301,441,891,719,439,157,N/A,N/A,N/A,509,N/A,N/A,N/A,524
domenic,sinon-chai,525,570,585,506,106,N/A,N/A,415,N/A,N/A,N/A,N/A,616,382,537,208,521,619,765,890,282,544,195,349,558,N/A,409,N/A,489,N/A,523
gotwarlost,istanbul,222,214,453,504,307,N/A,12,N/A,N/A,N/A,N/A,355,617,381,227,607,647,201,307,889,801,332,275,N/A,460,N/A,N/A,N/A,274,N/A,522
gruntjs,grunt-cli,612,412,529,503,306,N/A,194,N/A,N/A,N/A,71,668,855,380,790,510,42,110,304,481,123,629,293,536,459,N/A,508,N/A,271,N/A,590
gruntjs,grunt,176,129,385,507,901,N/A,112,136,354,348,72,150,175,67,789,514,43,159,288,353,518,327,147,421,343,305,354,348,393,335,589
yeoman,generator,510,366,925,513,115,110,346,317,141,351,353,179,854,379,711,603,74,725,608,105,562,417,247,100,253,196,155,159,163,49,588
BrowserSync,browser-sync,177,242,355,515,937,N/A,397,117,267,404,347,265,483,125,620,820,515,858,866,226,891,323,421,252,316,263,286,235,320,306,587
facebook,flux,122,56,612,514,304,N/A,N/A,N/A,N/A,N/A,N/A,416,363,74,536,287,759,905,763,385,205,172,552,527,N/A,N/A,N/A,N/A,N/A,N/A,586
inversify,InversifyJS,195,251,924,516,120,N/A,373,375,198,253,122,168,176,115,207,840,489,578,641,281,98,225,651,154,206,85,201,199,392,211,585
mqttjs,MQTT.js,233,145,917,509,302,144,262,137,82,173,171,277,334,184,20,832,480,843,652,57,325,340,102,69,67,42,88,90,144,48,584
babel,eslint-plugin-babel,709,648,603,508,299,N/A,N/A,N/A,N/A,N/A,N/A,444,482,378,817,534,580,635,708,882,226,419,680,432,N/A,N/A,N/A,N/A,N/A,N/A,583
electron,electron,6,16,512,552,5,45,275,248,3,162,220,3,41,38,440,380,792,760,572,14,676,89,344,4,5,8,5,11,164,47,724
mikeal,watch,495,520,350,551,297,N/A,N/A,N/A,N/A,N/A,N/A,939,630,377,499,90,499,93,320,881,35,781,69,N/A,512,N/A,N/A,N/A,488,N/A,723
TooTallNate,keypress,720,693,621,554,296,N/A,N/A,N/A,N/A,N/A,N/A,849,896,376,937,128,279,55,319,880,464,915,243,N/A,N/A,N/A,N/A,N/A,N/A,N/A,722
hparra,gulp-rename,617,647,379,550,295,N/A,N/A,N/A,N/A,N/A,N/A,819,628,391,816,515,254,298,317,895,46,646,438,606,511,N/A,N/A,N/A,487,N/A,721
gulp-sourcemaps,gulp-sourcemaps,520,559,420,553,294,N/A,N/A,N/A,N/A,N/A,N/A,333,856,390,704,884,547,423,309,802,468,533,492,497,N/A,N/A,N/A,N/A,N/A,N/A,720
apollographql,apollo-client,111,75,582,518,26,9,311,260,27,288,111,27,66,22,815,243,966,896,798,27,274,69,783,129,35,20,26,26,195,46,593
broccolijs,broccoli-funnel,866,779,687,517,308,N/A,N/A,N/A,N/A,N/A,N/A,377,947,389,703,717,356,627,806,801,224,520,589,496,N/A,N/A,507,N/A,N/A,N/A,592
patorjk,figlet.js,400,497,544,519,289,N/A,N/A,N/A,173,65,137,516,554,388,223,701,851,662,630,800,892,532,231,544,510,269,177,106,547,210,591
andyearnshaw,Intl.js,455,428,918,520,288,N/A,N/A,N/A,N/A,N/A,N/A,850,379,387,246,753,708,626,329,751,327,54,353,392,N/A,N/A,N/A,N/A,N/A,N/A,553
koajs,static,517,568,893,521,900,N/A,N/A,N/A,N/A,N/A,73,515,70,386,610,369,185,287,328,750,142,745,403,N/A,N/A,N/A,350,N/A,N/A,N/A,552
apache,echarts,22,14,539,556,34,143,206,154,81,296,74,11,69,163,160,29,675,800,720,68,160,100,342,112,8,32,78,76,340,333,551
pksunkara,inflect,779,667,542,557,286,N/A,N/A,N/A,N/A,N/A,N/A,958,553,385,86,799,633,56,327,749,863,747,192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,598
ericelliott,cuid,356,539,576,555,183,N/A,N/A,N/A,N/A,N/A,400,407,523,241,99,280,288,917,739,748,228,433,269,582,509,N/A,408,N/A,540,N/A,597
yeoman,environment,832,655,920,560,52,33,389,373,147,336,377,202,829,384,810,595,71,716,779,101,894,647,579,117,340,200,154,116,45,260,596
flatiron,nconf,329,405,616,558,899,N/A,41,22,355,377,N/A,340,551,335,N/A,746,12,343,322,372,200,392,101,467,508,410,305,386,44,407,595
kolodny,immutability-helper,298,455,644,559,344,N/A,N/A,N/A,N/A,N/A,N/A,598,547,334,243,194,508,763,809,807,68,641,782,294,507,N/A,N/A,N/A,539,N/A,594
josdejong,mathjs,151,168,647,572,936,194,230,197,118,345,288,159,7,45,317,486,784,728,663,91,499,122,322,N/A,98,88,126,83,126,280,561
broccolijs,broccoli-merge-trees,888,787,683,571,343,N/A,N/A,N/A,N/A,N/A,N/A,585,828,333,702,715,357,569,826,806,187,587,512,N/A,N/A,N/A,N/A,N/A,N/A,N/A,560
flatiron,prompt,438,473,578,570,342,N/A,N/A,N/A,N/A,N/A,N/A,445,817,332,224,747,11,260,335,805,31,565,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,559
jaredhanson,passport-oauth2,637,353,566,566,128,N/A,N/A,277,361,256,N/A,399,564,331,707,118,176,398,693,804,697,543,399,N/A,277,N/A,361,N/A,538,419,558
ForbesLindesay,sync-request,737,745,583,569,292,N/A,338,327,N/A,N/A,N/A,529,579,330,543,171,505,396,334,803,805,799,569,N/A,388,N/A,N/A,N/A,362,N/A,557
ljharb,tape,279,351,503,567,188,N/A,438,203,360,73,75,317,193,329,9,190,821,296,333,158,550,324,302,N/A,356,317,506,111,173,190,556
koajs,bodyparser,493,565,735,568,290,N/A,N/A,N/A,359,66,N/A,848,68,328,613,375,183,207,332,313,373,635,485,N/A,387,409,407,441,537,384,555
jashkenas,backbone,52,38,652,578,135,N/A,126,181,178,328,233,345,120,57,972,771,59,546,724,303,49,449,64,N/A,386,290,203,109,324,189,554
typicode,lowdb,97,201,468,579,939,N/A,222,210,294,383,410,464,380,343,177,473,655,559,229,320,798,529,513,283,208,360,360,210,52,63,605
ember-cli,ember-cli-htmlbars,856,683,662,580,964,N/A,405,374,216,331,224,319,816,342,612,342,408,795,743,241,489,426,577,225,359,171,226,209,329,298,604
mozilla,nunjucks,227,269,548,581,118,N/A,382,431,358,436,76,283,192,123,611,31,478,496,228,424,302,341,258,264,287,N/A,280,N/A,376,438,603
jshint,jshint,218,123,508,583,262,N/A,376,438,N/A,N/A,N/A,121,346,63,544,882,33,697,887,901,210,373,85,211,377,N/A,516,N/A,204,N/A,602
benjamn,install,871,833,593,582,277,N/A,N/A,N/A,N/A,N/A,N/A,821,578,341,930,250,274,403,725,900,890,898,320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,601
chenglou,react-motion,89,175,655,584,192,N/A,N/A,N/A,N/A,N/A,77,528,540,340,382,252,526,946,969,899,258,201,676,528,N/A,N/A,461,N/A,N/A,N/A,600
ChainSafe,web3.js,115,41,751,460,21,11,379,304,47,259,135,N/A,9,339,428,140,970,887,716,36,472,48,581,61,43,44,45,75,172,261,599
adaltas,node-http-status,694,722,959,459,256,N/A,142,195,357,55,25,N/A,522,338,396,339,891,348,250,335,300,503,96,N/A,506,275,434,224,53,62,621
Medium,phantomjs,476,306,624,458,255,N/A,N/A,N/A,N/A,N/A,N/A,843,830,337,939,378,544,424,243,512,5,714,274,351,N/A,N/A,N/A,N/A,N/A,N/A,613
webpack-contrib,extract-text-webpack-plugin,327,287,306,457,254,N/A,N/A,N/A,N/A,N/A,N/A,77,527,336,642,413,316,929,930,703,471,292,469,380,N/A,N/A,N/A,N/A,N/A,N/A,612
jxson,front-matter,622,643,628,461,269,N/A,N/A,N/A,N/A,N/A,N/A,941,552,351,347,274,75,118,242,974,107,650,236,N/A,424,N/A,460,N/A,536,N/A,611
reactstrap,reactstrap,198,157,492,463,80,N/A,331,267,222,379,378,205,57,77,346,913,735,968,860,113,513,105,779,197,212,131,189,216,428,377,610
babel,ember-cli-babel,817,557,661,472,267,N/A,437,23,205,189,203,380,844,350,496,535,582,793,659,222,42,451,609,207,336,172,199,144,333,341,609
twitter,hogan.js,300,303,642,471,266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,203,349,308,384,366,202,238,437,490,369,177,584,N/A,N/A,N/A,N/A,N/A,N/A,608
klughammer,node-randomstring,657,644,664,470,265,N/A,N/A,N/A,N/A,N/A,N/A,N/A,814,348,644,879,101,99,233,973,273,835,184,N/A,N/A,N/A,N/A,N/A,N/A,N/A,607
jquery,jquery-ui,187,39,649,473,894,N/A,157,293,253,344,26,62,202,166,863,547,202,153,270,318,474,113,20,547,159,231,254,357,314,340,606
imagemin,imagemin-pngquant,743,635,515,474,178,N/A,N/A,N/A,412,4,N/A,832,813,347,775,681,161,371,265,489,304,632,519,508,N/A,N/A,442,N/A,N/A,378,614
getsentry,raven-js,246,138,656,418,4,N/A,293,196,6,161,150,15,92,39,643,87,925,995,902,15,473,42,189,18,11,59,6,50,183,57,707
showdownjs,showdown,153,130,651,424,200,N/A,213,355,N/A,N/A,234,297,327,194,30,833,289,591,727,282,852,233,1,201,232,N/A,441,N/A,382,N/A,706
angular,angular.js,20,7,966,423,259,N/A,N/A,N/A,N/A,N/A,N/A,16,96,86,963,217,468,753,965,959,756,208,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,705
apocas,dockerode,324,311,681,422,887,N/A,328,359,338,401,140,339,627,346,69,434,407,358,260,266,63,410,410,199,195,277,440,266,184,67,704
dcodeIO,bytebuffer.js,611,496,969,421,258,N/A,N/A,N/A,N/A,N/A,N/A,625,818,345,969,498,575,67,252,519,824,518,325,512,N/A,N/A,N/A,N/A,N/A,N/A,703
vuejs,vue-class-component,278,315,615,420,257,N/A,N/A,479,323,182,N/A,321,516,344,700,321,714,898,926,518,566,445,683,320,365,359,439,437,510,66,702
nickmerwin,node-coveralls,531,396,871,426,317,N/A,N/A,N/A,N/A,N/A,N/A,831,573,359,170,388,90,666,796,517,16,516,335,373,N/A,N/A,N/A,N/A,N/A,N/A,701
hughsk,envify,555,715,607,427,316,N/A,N/A,N/A,N/A,N/A,N/A,844,919,358,645,94,120,66,284,516,264,879,367,N/A,547,N/A,N/A,N/A,509,N/A,716
olado,doT,304,190,684,425,315,N/A,4,N/A,440,192,N/A,320,572,357,392,899,35,303,282,515,772,744,82,509,454,N/A,438,N/A,284,365,715
tediousjs,node-mssql,410,307,905,448,314,146,198,174,85,148,383,197,518,356,3,863,596,617,568,168,198,470,397,150,119,149,92,82,120,65,714
tj,connect-redis,382,336,657,450,313,117,296,348,287,290,345,767,566,355,836,166,148,190,281,132,514,616,45,348,257,303,370,359,55,64,713
kaorun343,vue-property-decorator,287,330,904,451,312,N/A,269,1,N/A,N/A,N/A,467,565,354,230,641,874,68,781,514,480,679,761,382,546,N/A,N/A,N/A,54,N/A,712
contra,gulp-concat,590,554,430,449,311,N/A,N/A,N/A,N/A,N/A,N/A,842,820,353,835,888,975,276,279,513,11,742,378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,711
standard,standard,48,86,530,456,938,116,117,264,188,368,269,360,83,352,33,741,560,209,278,117,215,409,625,511,186,134,173,152,374,349,710
koajs,router,573,480,908,462,236,N/A,85,432,333,370,341,551,93,303,426,366,179,297,362,346,22,534,985,335,317,302,295,321,429,402,709
yuanchuan,node-watch,730,754,646,469,235,N/A,439,N/A,335,312,328,623,755,302,358,652,494,89,361,390,492,769,226,434,545,276,437,343,21,60,733
prettier,tslint-config-prettier,502,760,619,464,234,N/A,N/A,N/A,N/A,N/A,N/A,315,288,210,462,661,873,835,886,845,491,190,878,361,N/A,N/A,N/A,N/A,N/A,N/A,748
rollup,rollup-plugin-node-resolve,674,609,533,466,233,N/A,N/A,N/A,N/A,N/A,N/A,300,509,301,429,615,628,853,762,847,591,361,731,546,N/A,N/A,N/A,N/A,N/A,N/A,747
ethereumjs,ethereumjs-tx,592,399,560,468,232,N/A,N/A,N/A,N/A,N/A,N/A,68,511,300,430,581,617,460,358,859,148,411,674,446,N/A,N/A,N/A,N/A,N/A,N/A,746
oblador,react-native-vector-icons,128,94,451,477,90,36,370,274,163,376,340,398,268,195,36,344,710,899,786,196,576,262,664,167,92,57,147,164,260,351,745
pvorb,node-sha1,848,855,596,475,230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,577,299,913,348,56,247,346,863,854,885,146,623,N/A,N/A,N/A,N/A,N/A,N/A,744
ianschmitz,jest-environment-jsdom-fourteen,892,895,367,476,245,N/A,N/A,N/A,N/A,N/A,N/A,622,576,298,910,575,950,498,344,879,946,N/A,973,548,N/A,N/A,N/A,N/A,N/A,N/A,743
ant-design,babel-plugin-import,365,326,590,483,228,N/A,5,452,286,14,107,327,819,297,646,303,917,561,373,364,321,349,743,374,453,272,369,332,294,59,742
geowarin,friendly-errors-webpack-plugin,601,625,377,479,227,N/A,N/A,N/A,N/A,N/A,N/A,397,575,296,255,236,732,832,903,883,504,497,819,388,N/A,N/A,N/A,N/A,N/A,N/A,741
vuejs,babel-helper-vue-jsx-merge-props,887,860,454,480,226,N/A,N/A,N/A,N/A,N/A,N/A,834,965,311,N/A,320,715,51,370,792,744,939,814,N/A,N/A,N/A,N/A,N/A,N/A,N/A,756
jadejs,jade,91,107,443,484,225,N/A,6,420,N/A,N/A,N/A,218,823,310,148,N/A,N/A,786,797,457,598,95,42,339,248,N/A,N/A,N/A,331,N/A,755
terinjokes,gulp-uglify,505,490,400,478,224,N/A,N/A,N/A,N/A,N/A,N/A,291,595,309,698,275,624,454,368,935,716,826,376,457,N/A,N/A,N/A,N/A,N/A,N/A,754
gruntjs,grunt-contrib-copy,608,459,473,482,223,N/A,N/A,N/A,N/A,N/A,N/A,621,502,308,697,513,47,219,365,843,320,536,272,N/A,N/A,N/A,N/A,N/A,N/A,N/A,753
fluent-ffmpeg,node-fluent-ffmpeg,251,212,971,481,204,N/A,394,448,285,15,172,361,484,307,89,961,27,514,596,299,69,404,107,N/A,131,426,319,288,348,313,752
vpulim,node-soap,374,137,973,487,237,115,N/A,N/A,429,37,355,227,257,185,12,519,738,616,712,403,368,166,105,177,N/A,N/A,262,N/A,N/A,443,751
systemjs,systemjs,167,182,595,486,191,N/A,164,239,310,156,202,332,474,306,136,790,378,369,384,338,823,281,355,57,224,278,315,315,368,312,750
gruntjs,grunt-contrib-clean,659,674,467,485,282,N/A,N/A,N/A,N/A,N/A,N/A,493,470,305,696,511,49,656,607,358,235,555,270,610,N/A,N/A,531,N/A,N/A,N/A,749
gruntjs,grunt-contrib-watch,422,340,434,489,281,N/A,N/A,N/A,N/A,N/A,N/A,388,473,304,624,512,48,218,380,461,236,500,279,N/A,544,N/A,N/A,N/A,526,N/A,764
redux-utilities,redux-actions,264,376,648,488,280,N/A,N/A,485,N/A,N/A,N/A,459,794,319,695,936,282,649,686,396,216,335,688,278,406,N/A,340,N/A,525,N/A,763
tschaub,gh-pages,364,471,337,511,279,70,449,342,113,309,338,458,644,318,269,179,532,490,379,236,416,448,504,395,366,169,129,130,390,58,762
redux-form,redux-form,169,125,618,510,278,N/A,N/A,N/A,N/A,N/A,176,94,64,97,470,937,785,952,890,898,315,107,703,52,543,N/A,485,N/A,524,N/A,761
patrick-steele-idem,child-process-promise,770,793,680,512,229,N/A,N/A,N/A,N/A,N/A,N/A,624,659,317,772,325,260,547,377,897,691,839,395,N/A,N/A,N/A,N/A,N/A,N/A,N/A,760
node-modules,urllib,609,576,689,490,971,114,365,329,169,74,1,930,793,316,221,336,485,352,374,137,640,420,116,285,296,188,182,180,205,220,759
bitcoinjs,bip39,537,316,586,491,274,N/A,7,13,428,38,N/A,934,478,242,771,662,546,540,588,446,314,400,500,N/A,537,301,484,397,22,169,758
discordjs,discord.js,70,52,490,315,974,145,245,206,35,261,2,36,80,315,694,697,919,873,662,25,684,117,706,51,42,19,35,31,110,168,620
ElemeFE,element,23,17,975,320,273,69,220,276,237,90,189,17,479,314,383,546,538,918,954,287,493,129,827,85,32,117,101,267,440,439,619
Level,level,468,567,591,318,105,N/A,N/A,469,309,283,348,116,318,313,66,577,518,203,391,374,149,599,358,229,443,300,339,385,546,318,618
gruntjs,grunt-contrib-uglify,469,333,431,317,271,N/A,N/A,N/A,N/A,N/A,N/A,506,494,312,699,508,46,686,653,379,72,318,286,365,N/A,N/A,444,N/A,N/A,N/A,617
rollup,rollup-plugin-commonjs,661,555,552,316,270,N/A,N/A,N/A,N/A,N/A,N/A,269,808,327,548,621,629,861,810,896,639,302,730,N/A,N/A,N/A,N/A,N/A,N/A,N/A,616
robrich,gulp-if,624,811,558,319,285,N/A,N/A,N/A,N/A,N/A,N/A,869,607,326,777,210,677,217,386,888,681,857,457,N/A,N/A,N/A,N/A,N/A,N/A,N/A,615
grpc,grpc-node,322,274,981,322,59,37,229,159,75,120,229,233,81,270,495,751,741,478,385,186,765,176,885,42,82,78,76,48,220,167,757
aheckmann,gm,259,266,676,321,875,N/A,N/A,N/A,N/A,N/A,N/A,676,933,324,131,527,37,156,526,903,476,301,40,N/A,442,N/A,526,N/A,545,N/A,708
DiegoRBaquero,node-os,904,902,641,327,283,N/A,N/A,N/A,N/A,N/A,N/A,673,932,323,858,364,815,70,527,902,944,N/A,798,N/A,N/A,N/A,N/A,N/A,N/A,N/A,776
helloIAmPau,node-spinner,764,836,691,326,284,N/A,N/A,N/A,N/A,N/A,N/A,870,606,322,776,868,834,69,528,619,83,884,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,775
Level,leveldown,597,466,636,328,205,N/A,N/A,N/A,427,94,178,93,319,321,N/A,578,517,366,529,410,705,160,309,192,N/A,N/A,525,N/A,N/A,166,774
lazd,gulp-replace,665,620,563,323,222,N/A,N/A,N/A,N/A,N/A,N/A,786,605,397,340,297,502,446,689,630,475,688,442,410,N/A,N/A,N/A,N/A,N/A,N/A,773
karma-runner,karma-mocha,712,604,571,324,231,N/A,N/A,N/A,N/A,N/A,N/A,273,497,396,837,619,78,810,924,360,195,541,329,565,536,N/A,N/A,N/A,544,N/A,788
sindresorhus,deep-assign,773,777,485,325,238,N/A,N/A,N/A,N/A,N/A,N/A,785,250,395,626,39,429,83,531,642,592,907,720,N/A,N/A,N/A,N/A,N/A,N/A,N/A,787
