owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
chalk,supports-color,732,617,4,N/A,863,N/A,55,43,327,431,N/A,474,431,699,520,829,326,95,22,386,97,773,392,367,369,N/A,390,N/A,84,2,998
npm,node-semver,308,305,988,996,982,182,316,376,91,231,254,109,99,107,212,142,614,163,56,82,267,256,88,425,149,162,95,206,149,10,319
chalk,chalk,94,217,7,988,122,N/A,64,129,279,43,23,470,221,145,165,830,328,241,1,355,96,438,393,305,192,281,322,377,129,12,320
debug-js,debug,191,202,1,989,850,N/A,2,352,324,60,146,304,435,985,156,975,10,353,58,835,43,413,170,255,199,N/A,296,N/A,312,399,330
microsoft,tslib,506,543,58,990,203,87,192,166,170,332,371,393,307,984,130,49,935,499,59,184,270,542,654,246,305,143,180,212,298,269,352
vercel,ms,307,384,2,991,848,N/A,118,226,N/A,N/A,N/A,432,306,761,515,267,937,764,651,357,151,513,205,353,325,N/A,276,N/A,413,N/A,475
mozilla,source-map,347,332,37,992,847,N/A,N/A,2,443,423,28,730,335,73,368,51,479,531,598,349,131,304,127,N/A,401,N/A,398,N/A,503,374,474
isaacs,node-lru-cache,301,334,737,994,201,N/A,91,118,280,254,307,951,406,937,13,103,139,572,553,161,654,535,34,N/A,217,350,363,228,139,14,473
chalk,strip-ansi,713,770,10,993,811,N/A,N/A,N/A,N/A,N/A,N/A,720,449,936,731,825,327,230,48,411,455,780,439,478,N/A,N/A,N/A,N/A,N/A,N/A,472
nodejs,readable-stream,540,419,22,995,954,N/A,83,265,281,99,29,336,233,136,578,212,645,461,49,189,297,140,248,187,318,349,362,286,278,179,471
tj,commander.js,65,116,838,901,98,58,368,215,48,266,278,383,143,228,27,165,146,671,50,94,310,209,139,147,103,163,48,92,97,25,168
isaacs,minimatch,363,420,5,891,841,N/A,138,144,321,59,306,945,701,951,48,102,142,610,614,209,726,660,131,N/A,255,348,317,334,235,394,167
isaacs,node-glob,230,288,863,894,840,N/A,132,123,318,281,343,933,410,196,34,101,141,524,552,164,785,465,12,N/A,114,224,377,166,109,24,166
sindresorhus,find-up,644,740,26,893,839,N/A,123,162,N/A,N/A,N/A,547,147,950,147,6,418,127,53,490,106,797,714,463,400,422,N/A,380,202,N/A,165
sindresorhus,escape-string-regexp,642,720,12,895,838,N/A,N/A,N/A,N/A,N/A,N/A,716,138,949,853,2,419,253,54,993,536,697,541,537,N/A,N/A,N/A,N/A,N/A,N/A,172
feross,safe-buffer,729,761,6,892,853,N/A,3,9,N/A,N/A,N/A,686,700,948,108,266,390,4,55,724,652,847,760,N/A,538,N/A,N/A,N/A,1,N/A,171
uuidjs,uuid,149,206,52,896,852,N/A,250,157,207,228,170,305,173,211,63,965,397,895,706,114,579,295,76,N/A,270,274,221,333,6,327,170
ajv-validator,ajv,162,211,38,898,952,181,401,418,322,384,342,118,18,16,263,826,711,416,41,229,689,155,666,73,80,421,216,434,350,444,169
yargs,yargs-parser,670,533,61,897,199,N/A,100,111,442,440,N/A,153,770,947,73,865,414,520,42,334,163,506,766,249,404,N/A,323,N/A,200,432,192
acornjs,acorn,204,218,39,899,198,N/A,82,124,256,46,136,725,954,946,851,819,707,277,43,246,121,242,281,N/A,123,174,266,154,99,326,191
yargs,yargs,193,185,56,900,108,50,336,179,206,425,351,51,336,130,264,862,413,299,44,206,152,204,428,195,144,203,188,331,201,356,190
jprichardson,node-fs-extra,215,223,982,902,918,N/A,384,141,230,324,352,214,694,945,334,249,67,115,45,323,413,212,165,N/A,180,204,261,282,122,182,198
isaacs,rimraf,290,361,16,903,830,N/A,127,153,307,303,325,972,693,944,241,109,140,518,548,242,850,718,87,N/A,215,304,294,237,217,357,193
estools,estraverse,552,529,55,904,845,N/A,140,191,N/A,N/A,N/A,906,769,959,850,843,52,456,47,945,197,649,290,N/A,457,N/A,N/A,N/A,3,N/A,194
sindresorhus,camelcase,623,603,45,907,844,N/A,N/A,N/A,306,201,173,723,101,942,730,4,460,131,9,367,29,796,590,412,N/A,273,388,312,N/A,181,195
sindresorhus,path-exists,819,842,25,906,843,N/A,N/A,N/A,N/A,N/A,N/A,715,105,958,580,20,422,229,10,949,384,715,657,579,N/A,N/A,N/A,N/A,N/A,N/A,196
isaacs,inherits,721,626,3,905,679,N/A,N/A,N/A,N/A,N/A,N/A,946,401,957,922,108,145,717,692,380,783,875,104,N/A,N/A,420,511,435,N/A,N/A,197
npm,node-which,742,746,720,912,917,180,N/A,N/A,145,224,275,166,87,118,805,152,612,166,36,131,497,553,138,550,456,176,152,217,556,218,258
sindresorhus,resolve-from,825,857,40,910,681,N/A,N/A,N/A,N/A,N/A,N/A,713,146,956,517,7,463,330,37,950,540,830,551,615,542,N/A,N/A,N/A,555,N/A,263
jonschlinkert,extend-shallow,885,874,135,911,803,N/A,N/A,N/A,N/A,N/A,N/A,712,723,955,522,71,286,228,38,951,916,900,596,N/A,N/A,N/A,N/A,N/A,N/A,N/A,262
json5,json5,270,429,44,909,916,N/A,32,63,430,70,N/A,539,220,227,81,890,492,712,841,936,629,213,228,407,327,N/A,402,N/A,244,389,243
isaacs,node-mkdirp,806,762,48,908,836,N/A,58,83,N/A,N/A,N/A,N/A,N/A,954,128,104,138,16,622,297,770,502,162,N/A,541,419,N/A,436,2,N/A,242
sindresorhus,execa,269,433,66,925,11,82,191,114,58,88,164,431,109,739,132,53,426,142,31,64,620,385,751,286,198,114,60,78,102,180,478
ljharb,qs,231,249,17,916,119,N/A,38,56,334,172,242,228,100,284,365,188,819,257,32,167,111,522,553,N/A,261,264,310,276,121,390,477
nodeca,js-yaml,273,216,49,917,190,N/A,120,240,431,299,N/A,477,415,283,735,599,236,453,25,289,871,135,150,N/A,283,N/A,414,N/A,321,376,476
browserify,resolve,595,413,18,913,753,N/A,53,57,289,302,123,N/A,418,282,581,465,224,354,194,218,463,357,122,N/A,239,418,334,161,80,282,459
websockets,ws,96,87,71,928,915,187,146,108,191,311,218,378,445,281,107,923,345,316,57,251,54,289,164,120,113,191,225,147,79,174,392
nodeca,argparse,671,657,47,926,755,N/A,436,457,433,433,N/A,711,447,280,983,596,237,425,46,288,657,527,225,N/A,462,N/A,451,N/A,280,173,391
sindresorhus,pify,466,629,62,927,756,N/A,N/A,N/A,N/A,N/A,N/A,536,104,998,638,5,421,178,40,948,221,717,713,490,N/A,N/A,N/A,N/A,N/A,N/A,454
postcss,postcss,50,132,60,939,914,138,166,38,180,115,184,558,453,997,58,557,391,476,39,202,220,192,417,43,127,97,202,97,100,172,453
form-data,form-data,409,381,67,937,761,85,N/A,478,N/A,N/A,N/A,302,757,996,511,944,91,441,24,947,250,466,117,363,347,N/A,386,N/A,554,N/A,336
moxystudio,node-cross-spawn,528,651,978,940,766,N/A,N/A,N/A,N/A,N/A,N/A,541,876,995,452,431,848,955,854,946,658,628,542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,351
sindresorhus,slash,738,695,64,938,829,N/A,N/A,N/A,N/A,N/A,N/A,912,103,994,734,3,462,143,11,408,389,687,384,514,N/A,N/A,N/A,N/A,N/A,N/A,394
ashtuchkin,iconv-lite,372,386,15,942,837,N/A,72,94,N/A,N/A,27,916,746,993,370,573,412,457,26,944,586,414,163,N/A,289,N/A,385,N/A,372,N/A,335
micromatch,micromatch,391,498,32,941,913,N/A,1,12,N/A,N/A,142,914,98,992,5,737,484,105,27,478,825,464,603,451,328,417,447,398,355,N/A,350
sindresorhus,make-dir,673,775,59,943,652,N/A,44,45,283,71,152,726,102,799,524,50,461,324,28,376,352,707,869,488,409,266,384,379,83,184,362
sindresorhus,globby,399,508,69,944,197,N/A,434,350,331,415,15,479,144,815,220,52,453,125,29,329,40,563,537,281,273,265,446,306,281,183,361
broofa,mime,420,338,19,945,927,84,152,178,223,244,388,915,402,840,268,521,796,587,30,296,607,540,25,N/A,225,358,253,140,82,165,360
minimistjs,minimist,688,806,14,924,752,N/A,70,41,290,68,16,372,224,842,648,953,980,206,17,148,382,546,995,N/A,234,298,308,304,301,354,359
feross,buffer,453,415,107,931,66,N/A,N/A,474,229,327,97,904,748,856,91,269,389,194,18,319,458,415,432,N/A,252,125,258,246,553,178,450
jprichardson,node-jsonfile,508,383,977,930,859,N/A,N/A,N/A,N/A,N/A,N/A,903,750,897,801,247,65,162,19,938,204,643,273,N/A,N/A,N/A,N/A,N/A,N/A,N/A,393
visionmedia,bytes.js,683,716,976,933,860,N/A,N/A,N/A,N/A,N/A,N/A,365,875,921,802,757,20,250,20,506,153,626,234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,358
jshttp,http-errors,471,571,21,932,870,N/A,N/A,N/A,N/A,N/A,N/A,209,874,999,447,722,109,274,21,395,239,820,568,N/A,463,N/A,450,N/A,529,N/A,357
isaacs,node-graceful-fs,500,515,865,929,861,N/A,108,72,N/A,N/A,N/A,950,741,291,367,111,134,682,649,440,411,562,132,N/A,407,N/A,449,N/A,81,N/A,356
webpack,loader-utils,596,503,92,919,869,N/A,441,467,284,335,98,478,424,967,649,586,218,746,625,419,133,461,296,306,368,297,335,360,203,323,355
caolan,async,53,81,68,935,925,140,304,169,143,359,368,308,738,975,984,283,88,860,730,217,457,75,37,480,322,138,156,167,145,177,670
thlorenz,convert-source-map,809,698,57,936,924,N/A,N/A,N/A,330,304,N/A,913,754,295,98,97,329,150,95,491,101,817,333,N/A,N/A,357,445,444,N/A,176,669
cosmiconfig,cosmiconfig,334,538,81,947,728,N/A,248,224,228,159,248,371,416,78,49,984,349,822,93,225,269,279,738,464,164,198,247,107,114,175,461
dougwilson,nodejs-depd,739,621,20,946,833,N/A,N/A,N/A,N/A,N/A,N/A,570,752,943,225,704,15,322,75,992,925,917,536,377,555,N/A,N/A,N/A,523,N/A,460
facebook,regenerator,331,171,668,958,834,142,396,78,126,381,361,572,223,85,985,289,751,653,12,215,312,376,420,262,371,164,130,156,209,219,470
sindresorhus,strip-json-comments,638,721,63,957,835,N/A,102,N/A,436,98,N/A,706,145,638,628,1,420,172,13,452,296,659,431,462,554,296,530,361,4,198,677
jonschlinkert,isobject,847,854,100,959,842,N/A,N/A,N/A,N/A,N/A,N/A,710,751,639,510,70,284,430,14,937,412,716,543,597,N/A,N/A,N/A,N/A,N/A,N/A,676
jshttp,mime-types,499,564,9,962,967,N/A,428,31,439,101,38,217,758,654,378,734,104,175,15,333,444,620,524,198,367,N/A,338,N/A,412,428,675
node-fetch,node-fetch,224,184,180,961,919,179,36,347,264,178,290,120,31,72,39,920,865,319,16,337,37,347,624,160,163,428,222,409,388,397,674
pillarjs,path-to-regexp,237,335,46,960,846,N/A,115,156,N/A,N/A,N/A,255,420,953,341,762,158,585,654,429,110,619,251,408,553,427,N/A,329,11,N/A,673
jshttp,cookie,501,510,41,964,849,N/A,238,341,328,395,259,221,427,952,441,721,113,132,73,311,177,658,230,390,552,295,366,253,10,331,672
evanw,node-source-map-support,415,404,974,963,335,N/A,N/A,N/A,N/A,N/A,N/A,534,698,788,650,314,381,536,838,998,51,614,313,557,551,N/A,458,N/A,522,N/A,671
paulmillr,chokidar,200,283,23,965,334,N/A,169,273,438,81,165,714,400,966,381,403,850,573,74,305,19,492,217,405,194,289,397,355,323,396,660
tooTallNate,proxy-agents,588,438,998,915,82,N/A,221,338,161,154,39,267,925,965,986,130,280,759,N/A,159,736,290,381,176,122,89,159,184,303,322,341
isaacs,once,783,812,8,914,348,N/A,N/A,N/A,N/A,N/A,N/A,717,697,964,855,100,136,720,690,474,651,894,259,N/A,550,347,N/A,399,521,N/A,340
browserslist,browserslist,170,258,54,918,129,60,116,74,225,141,141,571,760,796,56,821,856,468,76,270,251,287,606,628,139,106,248,174,123,197,339
mrmlnc,fast-glob,406,588,82,920,941,N/A,391,387,168,104,40,369,108,294,87,428,679,205,77,120,909,613,849,250,205,235,184,105,167,207,338
sindresorhus,path-is-absolute,881,880,11,923,346,N/A,N/A,N/A,N/A,N/A,N/A,718,107,293,533,47,424,245,78,907,911,930,632,N/A,N/A,N/A,N/A,N/A,N/A,N/A,337
sindresorhus,ansi-escapes,678,725,85,921,345,N/A,N/A,N/A,437,40,N/A,719,106,292,41,46,423,258,66,375,307,804,708,413,N/A,439,457,440,N/A,191,354
jquery,esprima,258,226,65,922,340,N/A,N/A,N/A,N/A,N/A,N/A,236,417,271,914,549,200,660,849,143,833,94,167,N/A,N/A,N/A,N/A,N/A,N/A,N/A,353
npm,ini,603,422,73,934,957,188,N/A,N/A,146,202,273,174,94,108,726,145,607,165,67,116,308,523,137,505,474,194,151,219,520,276,468
salesforce,tough-cookie,562,493,86,948,890,74,235,187,94,280,252,301,356,139,213,129,940,567,68,179,120,299,159,518,187,178,98,118,155,202,467
jonschlinkert,is-plain-object,818,817,109,949,339,N/A,N/A,71,N/A,N/A,N/A,764,753,290,532,69,285,401,69,906,545,692,575,517,473,N/A,N/A,N/A,519,N/A,466
alexei,sprintf.js,419,375,997,950,942,N/A,N/A,N/A,329,23,41,766,585,289,169,675,603,580,785,905,288,572,341,N/A,472,285,277,358,518,420,465
mafintosh,pump,554,692,114,951,338,N/A,N/A,N/A,N/A,N/A,N/A,874,736,288,725,59,525,34,70,904,568,868,400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,464
stream-utils,raw-body,716,682,42,952,337,N/A,N/A,N/A,435,360,42,776,429,911,321,763,124,199,71,298,435,691,415,N/A,N/A,N/A,456,N/A,N/A,201,463
sindresorhus,is-wsl,802,891,75,953,336,N/A,57,N/A,368,75,N/A,783,N/A,910,867,16,454,173,60,421,433,751,864,504,471,284,455,327,15,200,462
yahoo,serialize-javascript,383,416,94,955,88,N/A,29,3,238,420,402,949,354,909,614,224,674,570,597,368,26,750,571,332,470,184,252,318,14,275,661
sindresorhus,read-pkg,810,834,146,954,329,N/A,39,N/A,N/A,N/A,N/A,747,N/A,908,505,15,445,161,52,348,343,720,715,428,469,434,N/A,323,13,N/A,662
indutny,bn.js,513,447,173,956,889,N/A,30,4,370,119,208,921,730,907,168,134,377,106,51,487,113,571,523,484,548,433,524,438,12,199,469
inikulin,parse5,344,426,108,967,65,128,417,198,55,191,336,257,365,906,982,396,724,672,549,72,771,164,337,218,298,225,58,88,211,196,682
zloirock,core-js,76,128,88,966,85,127,160,99,174,227,253,63,272,170,200,926,597,724,731,55,979,144,383,46,132,135,186,14,91,278,681
follow-redirects,follow-redirects,660,521,76,968,174,73,156,218,259,69,132,368,430,905,432,976,26,620,695,326,546,579,301,251,240,283,307,254,192,195,680
sindresorhus,object-assign,551,637,13,969,341,N/A,N/A,N/A,N/A,N/A,N/A,882,155,904,621,12,432,331,65,484,446,867,475,571,N/A,432,N/A,439,N/A,N/A,679
eemeli,yaml,524,600,120,970,888,N/A,185,100,252,247,332,437,154,919,497,327,907,711,63,162,844,336,918,162,158,228,273,271,210,277,678
kpdecker,jsdiff,250,300,996,972,995,57,360,301,101,255,169,328,367,208,423,301,187,920,770,468,218,422,98,N/A,290,104,111,126,267,194,997
beatgammit,base64-js,571,323,93,971,321,N/A,N/A,N/A,N/A,N/A,N/A,N/A,728,918,872,393,99,94,64,908,323,622,169,N/A,531,N/A,N/A,N/A,517,N/A,996
expressjs,body-parser,292,247,43,973,176,N/A,37,40,375,3,31,198,355,917,101,629,198,204,72,307,324,607,455,159,435,N/A,523,N/A,20,193,995
raszi,node-tmp,605,607,995,974,131,N/A,N/A,N/A,376,12,157,278,727,916,74,258,571,533,642,339,434,309,144,N/A,530,431,383,387,516,417,994
motdotla,dotenv,116,222,97,978,318,147,350,363,186,357,323,948,366,212,24,181,305,784,683,200,179,370,377,N/A,136,103,214,123,108,192,993
sindresorhus,open,369,450,121,979,170,56,89,237,308,76,127,550,153,915,550,11,452,119,33,302,10,734,514,227,207,227,336,287,403,321,992
sindresorhus,read-pkg-up,767,835,718,977,332,N/A,109,N/A,N/A,N/A,N/A,749,152,914,549,10,449,158,61,401,374,803,716,440,529,430,N/A,291,31,N/A,991
ljharb,object.assign,845,844,74,976,331,N/A,31,36,N/A,N/A,N/A,753,151,913,871,189,820,227,102,330,847,880,503,611,528,361,N/A,292,30,N/A,990
browserify,node-util,775,632,972,975,529,N/A,22,37,N/A,N/A,N/A,879,432,912,622,458,225,288,103,910,633,623,434,485,434,N/A,N/A,N/A,291,N/A,989
pillarjs,finalhandler,789,733,36,982,528,N/A,N/A,N/A,379,13,143,231,433,927,438,764,156,321,104,504,838,888,535,297,N/A,N/A,393,N/A,N/A,364,988
Gozala,events,485,479,80,984,527,N/A,N/A,N/A,N/A,N/A,N/A,943,437,926,724,89,360,126,105,911,285,519,111,499,N/A,N/A,529,N/A,N/A,N/A,987
sindresorhus,figures,639,837,172,983,526,N/A,N/A,N/A,317,63,32,722,150,925,338,14,450,137,106,309,219,702,548,448,N/A,294,341,310,N/A,188,986
sindresorhus,decamelize,778,822,113,980,541,N/A,N/A,N/A,N/A,N/A,N/A,721,156,924,652,13,446,176,107,927,176,762,623,465,N/A,N/A,N/A,N/A,N/A,N/A,985
TehShrike,deepmerge,387,440,134,981,540,N/A,N/A,N/A,N/A,N/A,N/A,475,739,923,251,125,690,470,682,962,268,669,186,N/A,355,N/A,N/A,N/A,559,N/A,984
ai,nanoid,80,240,96,987,539,131,135,76,214,52,144,688,657,922,171,447,554,614,109,256,217,371,886,586,176,124,245,138,90,187,983
isaacs,sax-js,529,355,843,986,165,108,23,N/A,395,371,166,952,412,243,412,110,137,676,688,425,552,423,23,N/A,396,230,265,284,365,446,982
doowb,ansi-colors,702,798,150,985,520,N/A,N/A,N/A,N/A,N/A,N/A,732,656,920,84,99,251,265,96,961,532,508,748,N/A,N/A,N/A,N/A,N/A,N/A,N/A,981
prettier,prettier,27,48,207,879,23,8,244,251,14,181,201,18,36,113,793,659,871,844,758,16,531,13,840,114,20,14,15,8,241,279,916
grncdr,merge-stream,788,862,84,878,518,N/A,N/A,N/A,N/A,N/A,N/A,731,655,935,616,158,271,40,97,960,175,850,365,N/A,N/A,N/A,N/A,N/A,N/A,N/A,915
estools,escodegen,390,356,136,877,533,N/A,174,247,N/A,N/A,N/A,581,796,934,792,847,53,196,98,967,721,322,204,N/A,376,N/A,N/A,N/A,215,N/A,914
webpack,webpack-sources,768,670,91,876,164,N/A,N/A,N/A,397,118,24,556,795,933,254,587,219,744,602,434,632,559,755,254,N/A,293,528,350,N/A,186,913
pillarjs,send,591,448,33,874,163,N/A,N/A,N/A,N/A,N/A,N/A,177,462,932,232,766,157,305,100,480,440,601,240,N/A,N/A,N/A,527,N/A,N/A,N/A,912
webpack-contrib,terser-webpack-plugin,430,495,111,859,933,198,339,300,183,358,179,472,281,931,139,421,315,864,101,211,439,266,945,148,321,226,207,268,214,185,911
rvagg,through2,436,553,156,860,530,N/A,N/A,N/A,N/A,N/A,N/A,898,652,930,598,230,622,286,87,909,349,849,389,N/A,N/A,N/A,N/A,N/A,N/A,N/A,910
jshttp,accepts,769,748,28,861,511,N/A,N/A,N/A,N/A,N/A,N/A,237,800,929,597,723,112,278,88,920,593,681,449,304,520,N/A,N/A,N/A,558,N/A,909
sindresorhus,log-symbols,607,794,201,858,510,N/A,N/A,N/A,398,51,N/A,729,135,928,658,42,435,139,89,453,533,800,549,501,N/A,292,505,370,N/A,88,868
rvagg,bl,698,656,212,870,525,111,N/A,N/A,218,165,326,387,603,879,189,231,623,129,90,308,55,642,368,303,N/A,229,244,213,N/A,87,867
expressjs,serve-static,482,431,34,871,162,N/A,24,91,N/A,N/A,N/A,212,498,878,469,639,191,284,91,934,694,848,497,180,382,N/A,504,N/A,361,N/A,866
component,escape-html,687,597,24,873,523,N/A,N/A,N/A,N/A,N/A,N/A,899,799,877,596,172,34,383,92,933,553,823,261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,865
indutny,node-ip,474,456,993,869,522,N/A,N/A,242,N/A,N/A,N/A,727,910,876,657,133,375,429,554,448,73,873,260,N/A,381,N/A,412,N/A,552,N/A,864
jshttp,content-type,831,823,50,872,521,N/A,N/A,N/A,N/A,N/A,N/A,242,798,875,521,724,105,183,94,932,792,889,628,500,N/A,N/A,N/A,N/A,N/A,N/A,863
npm,nopt,656,739,142,880,906,168,N/A,N/A,158,211,276,141,33,114,336,146,613,164,79,129,461,564,99,523,N/A,291,164,251,N/A,253,862
expressjs,express,16,18,29,882,136,46,176,291,149,373,380,90,32,874,395,642,188,355,80,175,356,110,6,83,95,202,143,305,223,317,861
jshttp,methods,804,791,53,883,566,N/A,N/A,N/A,N/A,N/A,N/A,222,797,873,784,735,108,388,81,931,498,790,323,N/A,N/A,N/A,N/A,N/A,N/A,N/A,876
jaredhanson,utils-merge,862,845,35,881,517,N/A,N/A,N/A,N/A,N/A,N/A,905,370,239,814,121,170,307,82,925,886,910,382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,875
sindresorhus,normalize-url,577,552,95,886,160,N/A,143,194,400,39,N/A,530,134,872,656,43,433,195,83,414,4,770,618,330,380,316,411,369,216,366,874
jshttp,fresh,816,802,31,885,515,N/A,N/A,N/A,N/A,N/A,N/A,213,873,887,461,736,107,251,84,294,441,713,233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,873
pvorb,node-clone,593,534,176,884,514,N/A,N/A,N/A,N/A,N/A,N/A,932,413,886,119,347,55,88,85,924,78,748,145,N/A,519,N/A,N/A,N/A,551,N/A,872
SBoudrias,Inquirer.js,110,166,190,867,110,167,199,130,104,263,162,337,271,138,112,518,417,636,86,87,787,191,356,89,101,72,109,84,160,252,665
jshttp,etag,774,783,27,868,512,N/A,N/A,N/A,N/A,N/A,N/A,240,872,885,637,733,111,386,128,923,868,924,559,399,N/A,N/A,N/A,N/A,N/A,N/A,664
dominictarr,through,620,691,144,862,690,N/A,N/A,N/A,N/A,N/A,N/A,889,707,884,876,63,97,6,129,922,442,855,241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,663
pillarjs,parseurl,801,821,30,864,689,N/A,N/A,N/A,N/A,N/A,N/A,239,871,883,636,761,159,182,130,341,755,824,499,N/A,N/A,N/A,N/A,N/A,N/A,N/A,458
Raynos,xtend,747,766,77,863,688,N/A,N/A,N/A,N/A,N/A,N/A,890,668,882,750,75,127,7,131,921,284,732,227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,668
petkaantonov,bluebird,100,84,90,866,687,N/A,450,93,N/A,N/A,N/A,224,371,240,749,531,207,815,861,914,710,90,413,102,431,N/A,N/A,N/A,286,N/A,667
jshttp,type-is,781,797,51,865,182,N/A,N/A,N/A,N/A,N/A,N/A,229,870,881,391,731,106,283,132,913,355,756,450,308,518,N/A,503,N/A,550,N/A,666
jestjs,jest,32,34,143,875,998,166,378,336,31,250,5,89,34,14,137,968,816,282,133,20,165,14,441,54,25,10,31,38,153,213,234
webpack,webpack,15,28,83,887,10,26,423,446,40,378,106,33,21,121,436,592,217,782,604,66,530,68,207,22,31,38,37,49,112,212,233
sindresorhus,arrify,828,816,192,888,700,N/A,N/A,N/A,N/A,N/A,N/A,738,141,880,892,38,436,259,122,912,515,710,631,559,N/A,N/A,N/A,N/A,N/A,N/A,241
fb55,htmlparser2,323,318,117,890,69,164,344,372,45,111,292,582,374,895,384,638,229,646,123,61,754,278,143,369,241,201,47,59,117,91,302
justmoon,node-extend,727,666,780,889,680,N/A,52,112,N/A,N/A,N/A,894,373,894,675,259,133,214,124,409,558,701,214,N/A,423,408,N/A,427,287,N/A,317
typescript-eslint,typescript-eslint,147,77,140,792,117,5,292,208,13,292,10,31,24,143,869,915,973,879,718,5,557,19,967,34,18,6,14,7,162,90,26
jonschlinkert,word-wrap,803,744,132,795,885,N/A,125,70,288,135,196,920,674,893,245,68,283,233,125,464,360,834,511,556,373,315,306,249,43,350,25
primus,eventemitter3,362,434,87,797,678,N/A,270,290,403,153,N/A,822,842,892,604,756,151,197,126,426,261,505,418,319,329,407,410,352,156,395,33
isaacs,node-tar,587,487,888,793,184,N/A,163,44,410,36,N/A,147,372,891,105,105,143,285,127,182,870,334,97,564,285,406,497,337,375,89,32
oozcitak,xmlbuilder-js,553,579,246,794,692,N/A,N/A,N/A,N/A,N/A,N/A,847,690,890,674,727,615,602,717,926,775,469,71,427,N/A,N/A,N/A,N/A,N/A,N/A,36
nodeca,pako,295,232,152,796,691,N/A,131,160,N/A,N/A,N/A,923,455,889,967,602,238,437,115,285,753,604,468,N/A,330,N/A,N/A,N/A,332,N/A,35
npm,npmlog,692,694,187,805,884,174,N/A,N/A,157,212,274,189,26,111,64,151,605,169,116,147,319,511,232,539,N/A,323,165,250,N/A,254,34
zertosh,loose-envify,760,814,72,806,671,N/A,N/A,N/A,N/A,N/A,N/A,823,695,888,826,493,573,180,117,919,915,913,717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19
isaacs,json-stringify-safe,652,724,154,803,670,N/A,N/A,N/A,N/A,N/A,N/A,811,699,903,868,107,135,280,118,918,723,878,324,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31
facebook,prop-types,319,341,102,804,685,N/A,43,243,423,107,N/A,276,159,154,239,285,755,798,741,387,36,603,862,N/A,348,400,379,428,174,415,30
crypto-browserify,randombytes,852,738,78,802,684,N/A,N/A,N/A,N/A,N/A,N/A,812,452,902,964,N/A,N/A,101,119,917,383,829,621,N/A,499,399,N/A,426,549,N/A,51
maxogden,concat-stream,641,668,139,809,683,N/A,N/A,N/A,N/A,N/A,N/A,856,733,901,542,N/A,N/A,152,120,916,318,752,252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50
terkelg,prompts,225,382,153,807,883,173,446,188,316,121,N/A,374,414,900,51,591,802,350,605,406,162,485,923,333,284,244,300,368,431,353,49
sindresorhus,component-emitter,635,566,123,808,682,N/A,207,32,N/A,N/A,N/A,855,140,899,166,19,457,108,110,443,115,708,220,563,498,322,N/A,262,60,N/A,48
jsdom,jsdom,107,126,148,814,126,192,179,223,130,338,222,152,274,898,72,807,416,426,555,160,450,34,19,215,78,180,117,162,325,330,47
mcavage,node-assert-plus,835,830,158,816,677,N/A,N/A,N/A,N/A,N/A,N/A,854,466,244,825,623,30,47,112,915,358,683,237,N/A,488,N/A,N/A,N/A,508,N/A,29
Marak,colors.js,299,310,935,815,676,N/A,26,N/A,N/A,N/A,N/A,413,706,896,219,391,249,525,738,841,168,483,39,N/A,384,N/A,N/A,N/A,360,N/A,28
tj,co,182,208,116,813,675,N/A,N/A,N/A,N/A,N/A,N/A,520,664,847,240,164,147,272,113,840,159,474,364,N/A,487,N/A,N/A,N/A,507,N/A,27
facebook,react,1,2,70,1,6,4,289,252,16,268,168,28,22,140,478,286,757,999,987,26,125,8,360,125,14,24,13,29,259,325,24
moment,moment,28,32,230,2,882,172,431,453,215,421,266,87,364,846,824,909,126,562,606,382,105,47,92,N/A,105,321,187,141,140,355,23
dchest,tweetnacl-js,454,346,725,3,673,N/A,42,47,N/A,N/A,N/A,373,378,845,320,223,206,526,754,855,872,764,454,317,383,398,N/A,391,59,N/A,22
webpack-contrib,css-loader,321,265,106,5,672,171,416,476,154,330,225,73,277,844,141,419,320,847,557,180,720,251,213,144,216,98,162,190,176,255,21
inspect-js,node-deep-equal,599,522,126,4,195,N/A,27,48,N/A,N/A,11,961,162,843,677,453,885,216,155,210,415,766,193,N/A,364,397,496,169,170,N/A,20
