owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
atomist,automation-client,0.00,0.00,0.00,6.57,1.32,,,,,,,0.68,7.50,1.14,0.32,0.63,3.93,1.23,1.77,0.00,1.03,0.26,3.93,0.35,,,,,,,6.32
sindresorhus,query-string,0.30,0.06,2.44,6.57,1.36,,0.01,0.01,0.00,0.22,0.00,0.10,8.50,0.00,1.35,10.00,6.01,0.00,0.00,0.00,4.56,0.01,6.57,0.11,0.05,,0.00,,8.60,10.00,6.32
plone,volto,0.02,0.07,0.00,6.46,1.17,0.00,1.01,0.70,2.18,0.33,0.00,0.70,8.70,0.86,1.03,3.62,7.11,7.12,1.12,1.24,0.81,1.23,4.85,1.82,0.50,2.61,2.47,0.84,4.80,8.89,6.32
gaearon,react-hot-loader,0.56,0.10,0.14,6.46,1.32,,0.05,,,,,0.20,7.10,1.71,3.49,2.44,5.51,9.79,7.28,0.00,1.03,0.22,6.11,0.38,0.01,,,,5.00,,6.32
react-component,rc-tools,0.01,0.01,0.00,6.46,1.32,,,,,,,0.13,2.50,0.00,0.56,0.97,5.19,1.12,0.00,0.00,0.66,0.03,5.81,,,,,,,,6.32
darekf77,morphi,0.00,0.00,0.00,6.46,1.32,,,,,,,0.13,2.80,0.00,0.00,0.97,3.06,4.19,1.64,0.01,0.22,0.32,3.65,,,0.00,,0.25,,,6.32
e1-bsd,omni-common-ui,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,3.70,0.00,0.79,0.16,4.98,5.43,7.07,0.00,0.07,0.03,4.88,0.09,,,,,,,6.32
facebook,nuclide,0.36,0.09,0.00,6.46,1.32,,,,,,,0.27,6.20,3.14,0.16,1.22,4.61,6.70,10.00,0.00,0.81,2.84,5.68,0.27,,,,,,,6.32
electrode-io,electrode,0.10,0.04,0.00,6.46,1.43,0.83,,,0.12,0.67,0.00,0.30,6.20,4.29,0.32,0.95,4.06,3.73,1.38,0.01,0.44,0.96,4.64,,,0.09,0.12,0.04,,10.00,6.32
wintercounter,mhy,0.01,0.00,0.00,6.46,1.32,,,,,,,0.17,4.20,0.00,0.95,0.73,3.68,0.83,0.00,0.00,0.07,0.01,3.41,0.36,,,0.02,,,,6.32
dexteryy,Project-WebCube,0.01,0.00,0.00,6.46,1.32,,,,,,,0.12,4.20,0.00,0.32,0.66,7.30,1.27,6.81,0.00,0.00,0.00,5.06,,,,,,,,6.32
compute-io,compute.io,0.00,0.00,0.00,6.46,1.32,,,,,,,0.10,3.70,0.00,0.63,2.10,6.75,0.03,0.00,0.00,0.07,0.00,6.01,,,,,,,,6.32
slushjs,gulp-conflict,0.00,0.00,0.00,6.46,1.32,,,,,,,0.08,3.70,0.00,0.87,0.05,7.37,0.03,0.00,0.00,0.37,0.00,6.32,0.00,,,,,,,6.32
sebastian-software,advanced-boilerplate,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,3.70,0.00,0.16,0.66,4.11,5.65,5.78,0.00,0.22,0.03,4.74,0.45,,,,,,,6.32
embarklabs,embark,0.17,0.06,0.00,6.46,1.32,,,,,,,0.58,7.50,5.43,0.00,0.49,4.00,2.51,8.36,0.01,0.51,0.97,5.52,0.18,0.00,,,,0.00,,6.32
agneta,platform,0.00,0.00,0.00,6.46,1.32,,,,,,,0.10,5.00,1.71,0.16,0.12,4.37,3.42,5.78,0.00,0.00,,4.08,,,,,,,,6.32
ziruYU,nodejs,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,1.40,0.00,0.24,0.04,3.85,0.11,1.68,0.00,0.00,,3.94,,,,,,,,6.32
NetWilliam,protocol-buffers-schema,0.00,0.00,0.00,6.46,1.32,,,,,,,0.10,,0.00,0.32,0.34,4.89,0.00,0.00,0.00,1.03,0.01,4.07,,,,,,,,6.32
toyako,yanglao,0.00,0.00,0.00,6.46,1.32,,,,,,,0.10,2.80,0.00,0.08,0.10,2.92,0.01,0.00,0.00,0.00,,4.16,,,,,,,,6.32
cnn007,node-dingtalk-robot,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,2.80,0.00,0.87,0.82,3.76,0.08,0.00,0.00,0.00,,3.91,,,,,,,,6.32
chjj,bslint,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,4.20,0.00,0.48,0.76,6.40,0.05,0.00,0.00,0.00,,3.04,,,0.00,,0.00,,,6.32
aethant,merino,0.00,0.00,0.00,6.46,1.32,,,,,,,0.13,2.80,0.00,0.08,0.21,4.77,6.63,9.74,0.00,0.59,0.00,4.56,0.00,,,,,,,6.32
Anoop24031989,cordova-plugin-tsp-for-Android,0.00,0.00,0.00,6.46,1.32,,,,,,,0.10,1.40,0.00,,0.03,4.91,0.00,0.00,0.00,0.00,,3.99,,,,,,,,6.32
joshmatz,big-bertha,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,4.20,0.00,0.40,0.35,6.26,0.00,0.00,0.00,0.00,,4.56,0.00,,,,,,,6.32
chjj,babylonia,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,4.20,0.00,0.63,0.76,6.40,0.05,0.00,0.00,0.00,,3.04,,,,,,,,6.32
ericmcornelius,ease,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,1.40,0.00,,0.56,6.51,3.50,4.18,0.00,0.00,,4.90,0.00,,,,,,,6.32
codemirror,CodeMirror,1.21,0.63,0.00,6.46,1.28,0.56,0.01,0.09,0.04,0.04,0.01,0.07,6.20,1.71,0.24,0.49,2.55,0.10,0.00,0.00,2.50,0.29,8.51,0.41,0.22,0.22,0.04,0.03,5.70,10.00,6.32
nithincvpoyyil,voice-listener,0.00,0.00,0.00,6.46,1.36,,,,,,,0.12,4.20,0.00,0.40,0.25,3.40,1.57,0.00,0.00,0.00,,4.15,0.00,,,0.02,,,,6.32
hexlet-components,js-pairs,0.00,0.00,0.00,6.46,1.32,,,,,,,0.12,1.20,0.00,0.24,0.91,2.62,1.37,0.17,0.00,0.81,0.01,4.89,,,,0.00,,,,6.32
terryarbase,nextnode,0.00,0.00,0.00,6.46,1.32,,,,,,,0.13,2.80,0.00,4.44,0.12,3.14,0.89,7.84,0.00,0.22,0.03,3.17,,,,,,,,6.32
rstacruz,pnpm,1.24,0.11,0.00,6.39,1.68,1.25,1.10,0.37,1.23,0.22,0.08,1.21,8.70,4.57,0.79,5.10,6.04,3.08,3.71,0.25,0.29,0.95,5.05,2.20,3.12,2.17,1.28,0.83,4.30,8.89,6.32
ckeditor,ckeditor5-build-inline,0.00,0.02,0.00,6.39,1.32,,,,,,,0.38,6.20,0.00,0.24,1.14,4.35,0.35,0.00,0.00,2.06,0.05,3.96,0.06,,,,,,,6.32
mehmetkose,react-websocket,0.02,0.01,0.00,6.39,1.32,,,,,,,0.12,4.20,0.00,0.48,1.48,4.86,0.64,1.03,0.00,1.18,0.00,5.40,0.00,,,,,,,6.32
stewartml,react-angular-component,0.00,0.00,0.00,6.39,1.32,,,,,,,0.12,2.80,0.00,0.08,0.01,0.00,1.95,3.53,0.00,,,3.49,,,,,,,,6.32
akserg,ng2-toasty,0.01,0.01,0.00,6.39,1.32,,,,,,,0.10,7.10,0.00,0.48,0.56,6.00,0.50,0.00,0.00,0.59,0.01,5.01,0.08,,,,,,,6.32
primefaces,primeng,0.42,0.56,0.02,6.38,1.68,2.22,1.18,0.46,1.58,0.61,0.00,2.09,5.00,0.00,0.08,0.36,3.19,1.31,0.26,0.38,1.99,1.95,5.08,0.62,5.36,5.91,1.69,3.50,6.20,8.89,6.84
jabbla,Freemamba,0.00,0.00,0.00,6.38,1.32,,,,,,,0.10,2.80,0.00,1.11,0.34,4.38,0.92,0.00,0.00,0.00,,3.99,,,,,,,,6.84
askiiRobotics,react-native-ok-sdk,0.00,0.00,0.00,6.38,1.32,,,,,,,0.10,4.20,0.00,0.63,0.17,3.52,3.81,3.28,0.00,,,4.05,,,,,,,,6.84
namchey,linkpreview,0.00,0.00,0.00,6.38,1.32,,,,,,,0.13,3.70,0.00,0.56,0.05,3.74,6.93,5.56,0.00,0.07,0.00,2.76,,,0.00,,0.00,,,6.84
dorado-lmz,axios-retry,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,,0.00,0.48,0.42,4.43,0.00,2.37,0.00,1.03,0.00,3.57,,,,,,,,6.84
linagora,openpaas-esn,0.02,0.02,0.00,6.38,1.32,,,,,,,0.15,3.70,0.00,0.40,3.56,4.60,0.29,0.00,0.00,0.74,0.98,6.14,,,,0.01,,,,6.84
lazy-bee,ui,0.00,0.00,0.00,6.38,1.32,,,,,,,0.13,1.20,0.00,0.40,0.02,3.79,9.43,7.16,0.00,0.29,0.06,3.03,,,,,,,,6.84
colmbrady,react-native-feather,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,4.20,0.00,0.24,0.22,3.79,4.22,2.50,0.00,0.00,,3.57,,,,,,,,6.84
mzamoras,rbc,0.00,0.00,0.00,6.38,1.32,,,,,,,0.15,4.20,0.00,1.51,0.23,4.08,0.88,7.07,0.00,0.07,0.01,3.90,0.03,,,,,,,6.84
patternweb,patternx,0.00,0.00,0.00,6.38,1.32,,,,,,,0.13,2.50,0.00,0.24,0.07,4.73,3.47,4.40,0.00,0.00,,3.90,,,,,,,,6.84
LearningLocker,learninglocker,0.02,0.03,0.00,6.38,1.32,,,,,,,0.20,5.00,0.00,0.00,0.07,5.72,7.76,7.37,0.00,0.66,0.67,6.42,0.52,,,,,,,6.84
dropbox,zxcvbn,0.66,0.12,0.01,6.38,1.32,,,0.05,,,,0.08,3.70,0.00,0.95,2.06,5.14,0.00,0.04,0.00,0.29,0.01,7.74,0.02,0.01,,,,0.00,,6.84
1903514970,cordova-plugin-demotoast,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,2.80,0.00,0.08,0.12,3.59,0.00,0.00,0.00,0.00,,3.00,,,,,,,,6.84
Automattic,wp-calypso,0.56,0.25,0.00,,,,1.07,0.20,,,,10.00,8.70,0.00,0.56,9.20,4.25,5.83,1.42,9.93,1.47,8.20,5.20,0.10,2.51,10.00,,10.00,6.80,,
schacker,hpack-cli,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,2.80,0.00,0.48,0.84,4.07,0.55,0.00,0.00,0.00,,3.40,,,,,,,,6.84
FrontendSolutionsGmbH,ufp-core-frontend,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,3.70,0.00,0.71,0.19,4.02,4.19,2.97,0.00,0.00,0.01,3.92,,,,,,,,6.84
APCOvernight,apc-youtube,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,2.50,0.00,0.08,0.32,3.91,0.95,2.63,0.00,0.00,,3.35,,,,,,,,6.84
qh08,hendo-cli,0.00,0.00,0.00,6.38,1.32,,,,,,,0.10,2.80,0.00,0.79,0.20,3.89,0.16,0.00,0.00,0.00,,4.29,,,,,,,,6.84
tronscan,tronscan-frontend,0.01,0.03,0.00,6.38,1.36,,,,,,,0.18,3.70,0.00,0.32,0.10,3.30,8.64,6.08,0.00,0.51,10.00,3.47,0.11,0.00,,0.00,,0.00,,6.84
ournameismud,mulp,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,2.50,0.00,0.08,0.35,3.92,6.13,8.53,0.00,0.00,,3.90,,,,,,,,6.84
diplomatiegouvfr,hornet-js-builder,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,5.00,2.86,3.33,0.19,5.04,0.17,8.53,0.00,0.96,0.06,5.17,0.04,,,,,,,6.84
cakrit,landscapeapp,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,,0.29,0.71,0.03,2.90,0.00,5.86,0.00,0.00,0.00,3.05,,,,,,,,6.84
luigimannoni,tovar.js,0.00,0.00,0.00,6.38,1.32,,,,,,,0.13,2.80,0.00,0.40,0.39,3.24,0.74,0.00,0.00,0.00,,4.95,,,,,,,,6.84
meepobrother,nger,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,4.20,0.00,0.71,4.33,3.99,0.45,0.00,0.00,0.00,0.00,2.84,,,,,,,,6.84
GuillaumeIsabelleX,gix-npm-server,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,3.70,0.00,0.24,1.87,3.21,0.01,0.00,0.00,0.00,,3.15,,,,,,,,6.84
conveyal,modeify,0.00,0.00,0.00,6.38,1.32,,,,,,,0.17,3.70,0.00,0.63,1.04,6.09,5.43,8.15,0.00,0.07,0.30,6.44,0.02,,,,,,,6.84
rachmanzz,bim,0.00,0.00,0.00,6.38,1.32,,,,,,,0.13,2.80,0.00,0.32,0.78,3.34,0.13,0.00,0.00,0.00,0.00,2.79,,,,,,,,6.84
smashingboxes,smashing-dev-tool,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,1.20,0.00,1.11,0.26,5.71,0.26,0.00,0.00,0.07,0.00,6.14,,,,,,,,6.84
jkhax0r,require_bluetooth_le,0.00,0.00,0.00,6.38,1.32,,,,,,,0.10,1.40,0.00,0.08,0.10,5.07,0.00,0.00,0.00,0.00,,5.05,,,,,,,,6.84
elandamor,the-react-scripts,0.00,0.00,0.00,6.38,1.32,,,,,,,0.13,0.00,0.00,,0.42,2.87,0.23,0.47,0.00,0.00,,1.86,,,,,,,,6.84
unctionjs,complete,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,3.70,0.00,9.84,1.16,4.79,3.80,1.03,0.00,0.00,,4.01,,,,,,,,6.84
hades217,lightsight,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,5.70,0.29,0.48,0.52,4.97,0.85,0.00,0.00,0.00,,3.50,,,,,,,,6.84
Joywok,JwComponents,0.00,0.00,0.00,6.38,1.32,,,,,,,0.10,1.20,0.00,0.08,0.19,6.11,0.00,0.00,0.00,0.00,,4.14,,,,,,,,6.84
founderlab,frameworkstein,0.00,0.00,0.00,6.38,1.32,,,,,,,0.13,2.50,0.00,0.56,0.30,5.65,4.46,1.42,0.00,0.00,0.01,3.84,,,0.00,,0.08,,,6.84
teambit,bit,0.79,0.11,0.00,6.38,2.34,0.83,1.13,0.40,3.63,0.16,0.23,1.01,7.50,6.00,0.87,0.72,2.90,5.65,1.77,0.00,0.96,2.74,4.38,0.30,0.42,0.78,3.55,2.42,8.70,10.00,6.32
bshack,white-label,0.00,0.00,0.00,6.38,1.32,,,,,,,0.10,2.80,0.00,1.27,0.15,5.25,3.28,7.24,0.00,0.00,,4.96,0.07,,,,,,,6.32
SinaMFE,webpack-marauder,0.00,0.00,0.00,6.38,1.32,,,,,,,0.12,2.50,0.00,1.43,0.24,4.38,5.23,0.00,0.00,0.07,0.02,4.06,,,,,,,,6.32
keystonejs,keystone,0.40,0.14,0.00,6.35,1.14,0.56,1.57,0.64,0.87,0.27,0.01,0.08,8.70,1.43,0.79,0.31,4.94,3.27,0.17,0.17,1.47,4.07,3.55,0.14,0.36,0.91,0.92,0.34,6.50,8.89,6.32
ipfs,aegir,0.00,0.01,0.00,6.34,1.54,0.83,4.25,0.01,0.57,0.48,0.57,0.91,5.00,0.00,0.95,1.97,3.76,0.08,0.00,0.05,0.88,0.11,4.95,0.80,0.02,0.26,0.57,0.28,5.00,10.00,6.32
choerodon,choerodon-front-boot,0.00,0.00,0.00,6.34,1.32,,,,,,,0.13,3.70,0.00,1.27,0.45,3.92,2.68,1.12,0.00,0.37,0.12,3.47,,,,0.01,,,,6.32
kevrat,keystone-rus,0.00,0.00,0.00,6.34,1.32,,,,,,,0.12,,0.29,1.03,0.01,0.00,0.00,6.25,0.00,1.69,1.29,3.94,,,,,,,,6.32
nodecg,nodecg,0.05,0.02,0.00,6.35,2.27,0.97,3.01,0.01,0.17,0.25,0.01,0.42,6.20,2.29,0.71,0.21,4.76,0.85,0.04,0.01,0.37,0.13,6.20,0.21,0.05,0.13,0.19,0.09,1.90,8.89,6.32
react-component,rn-packager,0.00,0.00,0.00,6.35,1.32,,,,,,,0.13,3.70,0.00,0.63,0.97,5.19,1.22,0.00,0.00,0.22,0.15,5.11,,,,,,,,6.32
JowayYoung,bruce-cli,0.02,0.01,0.00,6.34,1.28,,,,0.00,0.78,0.83,0.13,4.20,0.00,0.08,0.15,2.69,0.03,0.00,0.00,0.00,,3.01,,,0.00,0.00,0.01,,10.00,6.32
palantir,blueprint,0.93,0.27,0.00,6.32,2.34,0.83,1.28,0.32,1.36,0.22,0.08,1.00,7.50,1.14,1.11,2.05,4.62,1.82,0.13,0.00,1.10,0.81,4.54,0.27,0.58,1.57,1.38,0.58,4.90,10.00,6.32
resin-io,resin-cli,0.02,0.02,0.00,6.31,1.39,0.83,2.11,0.36,0.26,0.37,0.30,0.58,6.20,3.14,1.03,,,0.16,0.00,0.06,1.54,0.25,5.68,2.06,0.14,0.57,0.28,0.34,5.00,8.89,6.32
TryGhost,Ghost,2.06,1.26,0.00,6.34,2.75,0.69,1.20,0.30,10.00,0.13,0.12,0.83,10.00,0.00,0.40,1.18,3.62,7.97,2.33,1.47,1.25,5.42,6.93,1.82,1.04,4.65,10.00,4.69,8.90,10.00,6.32
INSIDEM2M,slim,0.00,0.00,0.00,6.34,1.32,,,,,,,0.13,3.70,0.00,,0.09,5.42,0.00,7.67,0.00,0.15,0.01,4.46,,,,,,,,6.32
fluidtrends,chunky,0.00,0.00,0.00,6.34,1.32,,,,,,,0.12,3.70,0.00,0.40,0.32,3.58,1.39,2.46,0.00,0.22,0.22,4.34,0.00,,,,,,,6.32
npm,npm,0.80,0.39,0.00,6.34,1.32,,,,,,,1.06,3.70,0.00,0.08,3.11,5.29,0.00,0.00,0.00,0.44,2.50,9.40,0.63,,,,,,,6.32
shubhsherl,Ghost,0.00,0.00,0.00,6.34,1.32,,,,,,,0.12,,0.00,0.32,0.90,3.32,0.00,6.81,0.00,1.76,1.45,2.89,,,,,,,,6.32
suntoe,wnode,0.00,0.00,0.00,6.34,1.32,,,,,,,0.10,4.20,0.00,0.08,1.33,5.99,0.75,4.57,0.00,0.00,,4.24,,,,,,,,6.32
smartprix,sm-webpack-config,0.00,0.00,0.00,6.34,1.32,,,,,,,0.10,2.50,0.00,1.75,0.26,4.43,0.72,0.00,0.00,0.22,0.01,4.61,,,,,,,,6.32
bdefore,redux-universal-starter,0.02,0.01,0.00,6.34,1.32,,,,,,,0.10,5.70,1.14,0.71,0.72,5.49,0.74,0.00,0.00,0.74,0.09,5.17,,,,,,,,6.32
codemotion,cogear.js,0.01,0.00,0.00,6.34,1.32,,,,,,,0.18,4.20,0.00,1.03,,,0.46,0.00,0.00,0.07,0.00,3.30,,,,,,,,6.32
apache,couchdb-fauxton,0.02,0.03,0.00,6.34,1.43,,0.29,0.19,0.09,0.22,0.00,0.17,8.70,1.14,0.79,10.00,5.04,1.78,0.04,0.00,1.25,0.70,6.45,0.03,0.04,0.13,0.08,0.04,6.00,10.00,6.32
idancali,react-native,0.00,0.00,0.00,6.34,1.32,,,,,,,0.10,,4.00,1.19,0.74,3.33,0.00,0.00,0.00,1.76,1.61,4.23,,,,,,,,6.32
superdesk,superdesk-client-core,0.00,0.01,0.00,6.33,1.36,0.56,,0.02,0.63,0.22,0.34,0.27,5.00,1.43,0.40,0.71,4.07,1.73,7.20,0.05,1.32,1.66,5.05,0.38,0.00,0.43,0.62,0.38,0.00,10.00,6.32
maxijonson,tchin-react-components,0.00,0.00,0.00,6.33,1.32,,,,,,,0.13,4.20,0.00,1.19,0.32,2.05,1.66,4.14,0.00,0.00,,2.84,0.00,,,,,,,6.32
davanmonet,DaVanMonet,0.00,0.00,0.00,6.33,1.32,,,,,,,0.17,2.50,0.00,1.43,0.00,4.86,5.07,4.14,0.00,0.37,0.10,3.95,0.08,,,,,,,6.32
zero1five,lambda,0.00,0.00,0.00,6.33,1.32,,,,,,,0.15,4.20,0.00,0.16,0.68,3.95,4.88,5.91,0.00,0.00,0.00,2.66,,,,,,,,6.32
ssbc,patchwork,0.16,0.05,0.00,6.33,1.32,,,,,,,0.43,6.20,0.00,0.79,2.24,3.72,1.61,1.77,0.00,1.54,0.26,5.46,0.15,,,,,,,6.32
Travelab,scot4,0.00,0.00,0.00,6.33,1.32,,,,,,,0.12,3.70,0.00,0.87,0.06,5.24,4.46,4.87,0.00,0.07,0.02,4.43,0.16,,,,,,,6.32
facebook,metro,0.23,0.08,0.44,6.30,1.72,1.53,1.04,0.71,0.28,0.78,0.15,0.42,8.70,5.71,0.63,1.22,4.61,3.14,0.52,0.00,2.13,0.57,4.45,0.30,0.61,1.48,0.32,0.36,6.10,8.89,6.32
react-zeroconfig,react-zeroconfig,0.00,0.00,0.00,6.30,1.32,,,,,,,0.12,3.70,0.00,1.43,0.01,0.00,4.52,2.97,0.00,,,3.03,0.04,,,,,,,6.32
websage-team,super-project,0.00,0.00,0.00,6.30,1.32,0.56,,,0.02,0.00,,0.25,5.00,1.14,0.24,0.10,5.06,0.56,0.00,0.00,0.15,0.20,4.16,0.29,,0.00,0.02,0.03,,7.78,6.32
devCrossNet,universal-cli,0.00,0.00,0.00,6.30,1.32,,,,,,,0.22,,5.14,,0.13,2.57,0.00,0.00,0.00,0.81,0.27,4.84,,,,,,,,6.32
skypager,skypager,0.00,0.00,0.00,6.30,1.32,,,,,,,0.15,5.00,2.00,1.43,0.35,5.48,2.95,7.24,0.00,0.00,0.00,3.25,,,,0.00,,,,6.32
xiefei89,rc-tools,0.00,0.00,0.00,6.30,1.32,,,,,,,0.12,,0.00,0.48,0.01,0.00,0.00,0.00,0.00,0.66,0.03,3.45,,,,,,,,6.32
nextstrain,auspice,0.01,0.02,0.00,6.30,1.54,0.97,1.37,0.73,0.16,0.31,0.20,0.30,7.50,0.00,0.95,0.26,3.09,2.93,0.69,0.01,1.54,0.29,4.89,0.11,0.05,0.22,0.19,0.27,3.20,7.78,6.32
andywer,ava-ts,0.01,0.00,0.00,6.30,1.32,,,,,,,0.13,4.20,0.00,0.63,0.91,5.10,2.02,3.32,0.00,1.99,0.16,3.85,,,,,,,,6.32
GrabarzUndPartner,gp-boilerplate-environment,0.00,0.00,0.00,6.30,1.32,,,,,,,0.10,2.50,0.00,0.08,0.37,3.48,0.44,0.00,0.00,0.00,,4.19,,,,,,,,6.32
Netflix,conductor,0.59,0.30,0.00,6.29,0.99,,1.74,0.80,0.37,1.03,0.93,0.40,10.00,0.00,1.11,2.06,5.11,3.67,0.73,0.04,2.65,0.93,4.46,0.77,0.42,1.30,0.43,0.19,3.30,7.78,6.32
Azure,azure-xplat-cli,0.03,0.05,0.00,6.29,1.32,,,,,,,0.78,8.70,0.00,2.86,10.00,3.34,0.27,2.16,0.00,2.87,2.55,7.28,0.15,,,,,,,6.32
openfin-js-app,react-openfin-scripts,0.00,0.00,0.00,6.29,1.32,,,,,,,0.12,3.70,0.00,0.71,0.05,3.68,0.40,0.00,0.00,0.00,,2.83,,,,,,,,6.32
vueComponent,tools,0.00,0.00,0.00,6.29,1.32,,,,,,,0.13,,0.00,0.16,0.18,3.28,0.00,0.00,0.00,0.74,0.03,3.25,,,,,,,,6.32
vatesfr,xo-server,0.00,0.00,0.00,6.29,1.32,,,,,,,0.12,2.50,0.00,0.00,0.26,5.48,0.00,0.00,0.00,0.00,,3.67,,,,,,,,6.32
yanxlg,rc-tools,0.00,0.00,0.00,6.29,1.32,,,,,,,0.12,2.80,0.00,0.48,0.59,3.75,0.51,0.00,0.00,0.00,,3.32,,,,,,,,6.32
zxf969175364,keystone,0.00,0.00,0.00,6.29,1.32,,,,,,,0.10,,0.29,1.03,0.62,3.36,0.00,0.00,0.00,1.54,1.05,4.83,0.00,,,,,,,6.32
umijs,umi,0.67,0.33,0.01,7.23,1.25,0.00,0.07,0.06,0.62,0.35,0.00,1.28,6.20,0.29,0.71,1.06,3.12,8.42,2.50,0.86,0.51,1.40,3.81,1.17,2.15,2.00,0.67,0.34,9.60,8.89,6.32
cmux,super,0.00,0.00,0.00,7.23,1.32,0.56,,,0.02,0.00,,0.25,5.00,1.14,0.24,0.15,3.33,0.56,0.00,0.00,0.15,0.20,4.16,0.29,,0.00,0.02,0.03,,7.78,6.32
ssbc,patchbay,0.02,0.01,0.00,7.23,1.32,,,,,,,0.17,3.70,0.00,1.51,2.24,3.72,1.88,3.23,0.00,0.88,0.14,4.86,0.03,,,,,,,6.32
mbret,chewie-system,0.00,0.00,0.00,7.23,1.32,,,,,,,0.10,1.40,0.00,0.16,0.71,5.26,0.18,0.00,0.00,0.00,0.00,4.47,,,,,,,,6.32
Frezc,rc-tools,0.00,0.00,0.00,7.23,1.32,,,,,,,0.12,,0.00,0.32,0.60,4.64,0.00,0.00,0.00,0.51,0.03,3.89,,,,,,,,6.32
krakenjs,grumbler,0.01,0.00,0.00,7.23,1.32,,,,,,,0.10,6.20,2.86,0.00,0.97,6.30,0.01,0.00,0.00,0.22,0.00,4.38,,,,,,,,6.32
pavjacko,renative,0.08,0.02,0.00,7.23,1.25,0.97,1.55,1.28,0.68,0.23,0.40,0.75,10.00,4.86,0.56,0.42,3.90,3.79,0.34,0.07,0.51,1.93,3.35,0.08,0.29,0.52,0.67,1.93,2.80,10.00,6.32
utryfe,vue-cli-builder,0.00,0.00,0.00,7.23,1.32,,,,,,,0.13,2.50,0.00,0.16,0.05,3.55,1.59,5.56,0.00,0.00,,2.79,,,,,,,,6.32
duanguang,brain-vue-cli,0.00,0.00,0.00,7.23,1.32,,,,,,,0.12,4.20,0.00,0.56,1.32,2.97,4.03,4.91,0.00,0.00,,3.31,,,,,,,,6.32
jasonvillalon,generator-arwen,0.00,0.00,0.00,7.23,1.32,,,,,,,0.10,1.40,0.00,1.90,0.54,5.68,2.56,0.00,0.00,0.00,,5.16,,,,,,,,6.32
DEEP-IMPACT-AG,cherry,0.00,0.00,0.00,7.23,1.32,,,,,,,0.15,2.50,0.00,0.48,0.66,4.01,0.64,5.30,0.00,0.00,0.00,3.08,,,,,,,,6.32
Automattic,zeditor,0.00,0.00,0.00,7.23,1.32,,,,,,,0.10,3.70,0.00,0.08,9.20,4.25,0.17,0.00,0.00,0.15,0.01,5.54,,,,,,,,6.32
adlnet,xAPIWrapper,0.01,0.01,0.00,7.23,1.32,,,,,,,0.12,3.70,0.00,0.79,0.55,4.74,0.12,1.34,0.00,0.15,0.02,6.70,0.04,,,,,,,6.32
gitana,cloudcms-server,0.00,0.00,0.00,7.23,1.32,,,,,,,0.08,3.70,0.00,1.03,0.41,6.17,0.17,0.00,0.00,0.15,0.05,6.97,,,0.00,,0.02,,,6.32
douhao4648,jujin-dv,0.00,0.00,0.00,7.23,1.32,,,,,,,0.12,4.20,0.00,0.40,0.01,4.32,0.45,0.00,0.00,0.00,,3.65,,,,,,,,6.32
twreporter,twreporter-react,0.01,0.01,0.00,7.23,1.79,0.69,,0.01,0.94,0.03,0.08,0.15,6.20,2.29,0.71,0.38,4.55,4.05,3.06,0.00,1.03,0.42,5.27,0.34,0.00,0.17,0.92,0.81,0.00,10.00,6.32
paranoidjk,rc-tools,0.00,0.00,0.00,7.23,1.32,,,,,,,0.10,,0.00,0.56,1.16,5.28,0.00,0.00,0.00,0.44,0.02,3.99,,,,,,,,6.32
ember-cli,ember-cli,0.15,0.15,0.02,7.21,1.43,0.69,1.73,0.48,0.44,0.63,1.02,0.63,7.50,3.71,0.00,1.01,6.03,0.96,1.38,0.05,3.38,0.85,6.59,0.71,0.12,0.52,0.49,0.47,4.40,8.89,6.32
