owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull
motdotla,dotenv-expand,0.04,0.01,3.41,8.74,1.32,,10.00,5.72,0.00,10.00,5.31,0.12,5.70,0.86,1.11,2.30,6.38,0.61,0.13,0.00,1.62,0.01,5.07,,0.01,0.00,0.00,0.00,10.00,10.00,10.00
mafintosh,tar-fs,0.02,0.01,0.45,8.74,1.32,,,,,,,0.08,4.20,0.00,0.40,8.33,5.70,0.00,0.00,0.00,1.47,0.01,6.50,,0.00,0.00,,0.00,0.00,,10.00
webpack-contrib,mini-css-extract-plugin,0.21,0.05,4.03,8.72,1.39,0.83,3.48,4.38,0.08,2.52,0.16,0.55,6.20,0.00,1.98,0.78,6.35,2.48,0.00,0.01,0.44,0.23,3.62,0.18,0.12,0.17,0.09,0.02,7.10,8.89,10.00
webpack,webpack-dev-server,0.35,0.18,4.79,8.71,1.54,,3.78,3.74,0.37,1.46,0.05,0.80,7.50,2.86,1.11,0.44,6.89,2.09,0.00,0.06,1.18,0.41,7.36,0.31,0.19,0.09,0.36,0.06,8.70,10.00,10.00
bripkens,connect-history-api-fallback,0.08,0.02,4.86,8.71,1.32,,,,0.00,0.00,,0.12,4.20,0.00,0.63,0.96,5.67,1.52,1.59,0.00,0.44,0.00,6.90,,,0.00,0.00,0.00,,10.00,10.00
webpack-contrib,file-loader,0.09,0.03,4.31,8.71,1.32,,,,,,,0.65,6.20,0.00,2.78,0.78,6.35,3.95,1.77,0.00,0.96,0.03,7.61,0.08,,,,,,,10.00
jashkenas,underscore,1.24,0.71,0.90,8.71,1.32,,0.46,0.01,0.01,0.54,0.01,0.18,8.50,3.14,0.00,0.20,7.82,1.12,1.29,0.00,1.76,0.18,9.35,,0.04,0.04,0.01,0.00,10.00,7.78,10.00
github,fetch,1.18,0.36,3.61,8.70,1.25,0.56,0.83,1.32,0.23,0.07,0.26,0.17,8.50,3.14,1.19,4.45,4.67,0.11,0.00,0.02,2.72,0.02,5.94,0.13,0.10,0.30,0.23,0.11,8.10,10.00,10.00
prettier,eslint-plugin-prettier,0.14,0.03,0.83,8.64,0.88,0.42,0.51,0.20,0.23,0.62,0.04,0.35,6.20,1.43,1.11,0.36,3.79,0.86,0.00,0.01,1.03,0.03,4.37,0.02,0.21,0.26,0.23,0.07,8.80,10.00,10.00
winstonjs,winston,0.99,0.23,0.26,8.58,1.76,0.69,2.05,0.77,0.18,1.14,1.14,0.47,7.50,6.29,3.10,0.16,6.87,0.77,0.00,0.01,1.69,0.08,8.54,0.05,0.29,0.39,0.21,0.05,3.70,7.78,10.00
nodejs,node-gyp,0.44,0.22,1.56,8.51,1.58,1.25,0.34,0.22,0.20,0.37,0.41,0.76,8.70,0.86,1.35,1.87,5.18,0.00,0.00,0.02,0.81,0.37,7.79,0.03,0.36,0.70,0.21,0.07,5.30,8.89,10.00
jsx-eslint,eslint-plugin-jsx-a11y,0.15,0.08,3.48,8.49,1.36,,0.04,0.02,0.03,0.70,0.01,0.22,7.50,0.29,1.75,0.03,5.38,0.07,0.00,0.02,1.69,0.11,5.02,0.12,0.18,0.22,0.04,0.05,4.80,7.78,10.00
expressjs,serve-index,0.02,0.02,4.86,8.49,1.32,,,,,,,0.35,5.00,0.00,0.63,0.26,7.12,0.02,0.00,0.00,0.15,0.00,6.36,0.08,0.00,,,,0.00,,10.00
zspecza,common-tags,0.09,0.01,0.00,8.49,1.32,,,,,,,0.15,5.70,0.86,1.75,0.51,6.88,3.99,1.38,0.00,0.96,0.05,5.24,0.06,,,,,,,10.00
felixge,node-stack-trace,0.02,0.01,0.01,8.49,1.32,,,,,,,0.02,4.20,0.00,0.71,2.58,6.83,2.90,0.65,0.00,1.47,0.01,8.21,0.00,0.01,,,,0.00,,10.00
ramda,ramda,1.07,0.18,0.28,8.52,1.28,0.56,1.17,1.26,0.09,0.32,0.04,0.30,6.20,0.29,0.08,0.10,6.10,1.13,0.26,0.00,2.65,0.59,6.84,0.07,0.10,0.43,0.09,0.03,7.50,10.00,10.00
syntax-tree,unist-util-visit,0.01,0.00,0.33,8.52,1.32,,,,,,,0.73,8.70,0.00,1.83,1.25,4.63,0.03,0.00,0.00,0.66,0.01,5.45,0.05,,0.00,,0.02,,,10.00
sindresorhus,gzip-size,0.01,0.00,3.43,8.52,1.32,,,0.07,,,,0.10,8.50,0.00,0.79,0.26,5.40,0.01,0.00,0.00,1.62,0.00,6.37,0.01,0.00,,,,0.00,,10.00
survivejs,webpack-merge,0.12,0.02,1.91,8.52,1.32,,0.08,0.00,0.00,0.04,0.00,0.17,6.20,0.29,1.11,0.33,5.10,1.25,0.00,0.00,0.74,0.01,5.46,,0.02,0.09,0.00,0.01,10.00,10.00,10.00
indutny,elliptic,0.07,0.04,3.05,8.52,1.32,,,,,,,0.12,2.80,0.00,0.79,3.50,6.15,0.30,1.42,0.00,1.03,0.02,6.27,,0.01,,,,0.00,,10.00
cssnano,cssnano,0.21,0.04,4.10,8.52,1.28,0.56,5.19,1.05,0.13,1.06,0.18,0.40,5.00,3.14,0.40,0.01,4.70,0.25,0.09,0.01,0.81,0.47,5.60,0.27,0.09,0.26,0.12,0.07,4.60,10.00,10.00
graphql,graphql-js,0.91,0.25,0.00,8.44,1.14,0.56,0.98,0.31,0.16,0.89,0.03,0.42,6.20,0.00,0.63,0.27,3.96,3.69,0.39,0.07,1.10,0.37,5.45,0.36,0.19,0.43,0.24,0.05,2.60,6.67,10.00
kulshekhar,ts-jest,0.31,0.06,0.37,8.40,1.61,0.97,1.78,1.54,0.20,1.98,0.82,0.43,7.10,2.86,0.56,0.69,4.50,3.94,0.39,0.04,0.74,0.40,4.65,0.29,0.24,0.35,0.20,0.05,2.40,10.00,10.00
aws,aws-sdk-js,0.34,0.20,0.00,8.40,0.95,0.42,1.52,0.77,0.12,0.34,0.37,0.80,10.00,2.00,1.59,3.98,3.14,0.14,0.00,0.06,0.51,0.49,7.38,4.26,0.41,0.57,0.14,0.33,7.50,8.89,10.00
hughsk,flat,0.08,0.03,0.55,8.39,1.36,,0.05,0.06,0.03,0.01,0.04,0.10,4.20,0.00,1.03,4.46,7.36,0.09,0.00,0.00,3.46,0.00,7.33,0.00,0.01,0.09,0.03,0.01,10.00,8.89,10.00
alexreardon,memoize-one,0.13,0.01,0.46,8.39,1.32,,2.35,0.00,,,,0.18,4.20,0.00,1.51,0.55,5.01,1.91,0.73,0.00,0.22,0.00,4.35,0.05,0.00,,,,10.00,,10.00
expressjs,cors,0.27,0.06,2.04,8.39,1.36,,1.73,1.42,,,0.00,0.25,6.20,1.71,1.03,0.39,7.02,0.02,0.00,0.00,2.28,0.01,7.11,,0.04,,0.02,,5.00,,10.00
remix-run,react-router,2.35,1.29,2.28,8.14,1.06,0.14,0.21,0.26,0.75,0.31,0.00,0.40,6.20,1.71,0.48,0.23,1.83,3.50,0.78,0.40,0.81,0.14,6.22,0.65,1.67,1.43,0.76,0.52,9.30,10.00,10.00
crypto-browserify,createHash,0.00,0.00,0.00,8.14,1.32,,,,,,,0.10,5.00,0.00,0.08,,,0.00,0.00,0.00,0.59,0.00,5.77,,,,,,,,10.00
BerkeleyTrue,warning,0.01,0.00,0.85,8.14,1.32,,,,,,,0.15,5.70,1.14,0.32,0.79,2.93,1.96,2.07,0.00,1.03,0.00,5.62,0.01,,,,,,,10.00
then,is-promise,0.01,0.00,1.98,8.14,1.32,,,,,,,0.08,5.00,0.00,0.32,0.16,7.17,0.00,0.00,0.00,0.51,0.00,7.18,0.01,,,,,,,10.00
immerjs,immer,1.22,0.11,2.78,8.14,1.32,0.69,1.46,0.12,0.00,3.95,0.00,0.47,6.20,0.00,0.40,0.01,4.32,4.45,1.34,0.01,1.03,0.08,3.74,0.26,0.15,0.00,0.06,0.00,6.50,0.00,10.00
avoidwork,filesize.js,0.07,0.01,3.31,8.13,1.32,,0.24,0.06,0.03,0.10,0.13,0.13,4.20,0.00,1.75,0.61,6.47,0.22,0.00,0.00,0.88,0.01,7.74,,0.02,0.22,0.03,0.06,10.00,10.00,10.00
jest-community,eslint-plugin-jest,0.05,0.03,2.38,8.05,1.54,0.97,2.17,0.22,0.37,0.19,1.04,1.26,3.70,0.00,1.27,0.15,4.37,1.45,0.00,0.04,1.32,0.17,3.83,0.63,0.09,0.30,0.39,0.17,5.40,8.89,10.00
typicode,husky,1.42,0.13,0.41,8.03,2.12,2.22,1.28,0.98,0.16,1.26,1.60,0.13,5.70,0.00,0.63,0.66,5.13,0.16,0.13,0.01,0.66,0.03,6.15,0.17,0.40,0.70,0.16,0.09,9.00,8.89,10.00
mscdex,busboy,0.12,0.03,0.90,8.03,1.28,,0.10,0.01,0.00,0.00,0.00,0.12,4.20,0.00,0.56,0.76,6.11,0.01,0.00,0.00,0.66,0.00,6.89,,0.04,0.00,0.01,0.00,3.30,2.22,10.00
stefanpenner,es6-promise,0.33,0.08,1.04,8.03,1.32,,,,,,,0.17,4.20,0.00,0.56,5.58,6.52,1.96,4.09,0.00,1.91,0.06,6.52,,,,,,,,10.00
postcss,postcss-import,0.06,0.02,2.81,8.01,1.28,0.56,2.90,0.10,0.10,1.48,0.56,0.18,3.70,0.00,0.63,0.49,6.08,0.02,0.00,0.01,0.81,0.08,6.08,0.07,0.04,0.09,0.10,0.04,10.00,10.00,10.00
MikeMcl,bignumber.js,0.29,0.09,0.49,8.01,1.32,,2.30,0.18,0.00,0.21,0.20,0.13,4.20,0.00,0.71,0.05,6.51,0.00,0.00,0.00,0.22,0.01,7.26,0.00,0.09,0.09,0.01,0.01,10.00,2.22,10.00
felixge,node-dateformat,0.06,0.02,0.00,8.01,1.32,,,,,,,,,1.14,0.71,2.58,6.83,1.93,0.30,0.00,1.99,0.03,8.40,0.05,,,,,,,10.00
benjamn,recast,0.22,0.04,0.58,7.98,1.36,,0.08,0.20,0.16,0.36,0.38,0.12,4.20,0.00,0.63,1.49,6.49,1.50,0.13,0.00,2.35,0.04,7.35,0.00,0.08,0.04,0.19,0.01,4.00,7.78,10.00
validatorjs,validator.js,1.02,0.29,0.00,7.98,1.79,1.67,0.77,0.63,0.15,0.32,0.08,0.66,6.20,0.00,1.11,0.01,6.41,0.27,0.00,0.03,3.09,0.12,8.70,0.02,0.29,0.39,0.41,0.02,2.60,3.33,10.00
reduxjs,redux,2.75,1.95,1.17,7.92,1.21,0.56,0.09,0.01,0.23,0.19,0.00,0.23,8.70,5.14,1.27,0.18,4.62,7.63,2.84,0.02,1.69,0.10,5.51,0.19,0.21,1.04,0.24,0.22,8.50,10.00,10.00
moment,moment-timezone,0.17,0.11,0.39,7.92,1.21,,1.89,0.47,0.01,0.21,0.01,0.40,5.00,4.00,0.40,0.05,7.33,0.65,0.13,0.00,1.47,0.27,7.61,0.14,0.15,0.09,0.01,0.01,8.40,10.00,10.00
hapijs,joi,0.93,0.19,0.86,7.90,1.54,,1.97,1.38,0.07,1.01,1.08,0.20,7.50,0.00,0.32,0.67,6.17,0.05,0.00,0.00,3.24,0.07,7.36,,0.29,0.30,0.08,0.13,5.70,8.89,10.00
node-formidable,formidable,0.31,0.09,0.51,7.90,1.43,,1.12,0.85,0.01,0.60,1.70,0.53,10.00,0.00,1.90,0.01,6.65,2.08,0.91,0.02,1.18,0.07,8.99,0.01,0.12,0.00,0.01,0.00,6.70,10.00,10.00
remix-run,history,0.38,0.12,1.07,7.90,1.32,,,1.44,,,,0.10,5.00,0.00,0.48,0.23,1.83,2.87,1.42,0.00,0.59,0.07,5.42,0.04,0.02,,,,0.00,,10.00
dominictarr,split,0.02,0.00,0.54,7.90,1.32,,,,,,,0.08,2.80,0.00,0.32,8.12,7.41,0.00,0.00,0.00,0.51,0.00,7.40,,,,,,,,10.00
yeoman,configstore,0.04,0.01,1.49,7.90,1.32,,0.01,0.01,,,,0.12,5.00,0.00,1.19,0.43,7.66,0.01,0.00,0.00,1.99,0.00,7.25,0.03,0.02,,,,6.70,,10.00
gulpjs,findup-sync,0.00,0.00,0.91,7.90,1.28,,,,0.00,0.62,,0.12,6.20,0.00,0.40,0.65,6.16,0.03,0.00,0.00,0.37,0.01,7.28,0.04,,0.00,0.00,0.00,,10.00,10.00
airbnb,babel-plugin-dynamic-import-node,0.03,0.01,3.44,7.90,1.32,,,,,,,0.12,6.20,0.00,0.56,1.78,5.74,0.39,0.00,0.00,0.44,0.01,4.54,,,,,,,,10.00
image-size,image-size,0.09,0.02,1.44,7.90,1.25,0.69,0.10,0.08,0.03,0.03,0.00,0.10,3.70,0.00,1.19,0.00,7.95,0.63,0.43,0.00,0.29,0.02,6.82,0.02,0.06,0.00,0.03,0.01,6.20,10.00,10.00
ladjs,superagent,0.75,0.17,0.42,7.89,1.36,,0.24,0.16,0.05,0.27,0.19,0.12,8.70,0.00,1.03,0.92,4.48,0.07,0.43,0.00,4.49,0.07,8.35,0.21,0.06,0.22,0.06,0.03,3.80,8.89,10.00
tildeio,rsvp.js,0.17,0.03,1.49,7.89,1.32,,,,,,,0.12,3.70,0.00,1.43,1.05,5.50,5.24,2.84,0.00,2.57,0.05,7.31,,,,0.01,,,,10.00
normalize,mz,0.06,0.01,1.76,7.89,1.32,,,,,,,0.12,3.70,0.00,0.63,0.05,7.29,0.02,0.00,0.00,1.32,0.01,6.24,,,,,,,,10.00
ljharb,js-traverse,0.00,0.00,0.00,7.89,1.28,,,,0.00,0.02,0.38,0.13,7.10,0.00,2.62,2.22,4.12,0.01,0.00,0.00,0.74,0.01,0.45,,,0.09,0.01,0.02,,2.22,10.00
pimterry,loglevel,0.11,0.02,2.35,7.88,1.61,,0.81,0.03,0.03,0.25,0.10,0.15,5.70,0.00,1.75,2.00,5.52,0.02,0.00,0.00,1.03,0.04,7.01,0.06,0.04,0.04,0.03,0.12,10.00,10.00,10.00
Urthen,case-sensitive-paths-webpack-plugin,0.02,0.01,3.18,7.88,1.32,,,,,,,0.13,4.20,0.00,0.08,0.19,6.63,2.70,2.28,0.00,0.96,0.01,4.99,,0.00,,,,0.00,,10.00
blakeembrey,pluralize,0.10,0.02,0.92,7.88,1.32,,,,,,,0.12,5.00,0.00,0.63,1.84,6.04,0.27,1.03,0.00,3.09,0.00,6.99,0.03,0.00,0.00,,0.00,0.00,,10.00
dashed,shallowequal,0.01,0.00,0.73,7.88,1.32,,,,,,,0.12,4.20,0.00,0.71,1.53,5.12,3.49,1.42,0.00,0.74,0.01,5.49,0.00,,,,,,,10.00
shelljs,shelljs,0.64,0.09,0.83,7.86,1.25,,1.03,1.60,0.05,0.60,0.60,0.56,6.20,0.86,5.16,0.06,5.95,0.04,0.00,0.00,1.18,0.09,7.74,0.04,0.07,0.13,0.05,0.02,6.40,8.89,10.00
markedjs,marked,1.44,0.43,0.35,7.86,1.43,0.69,0.39,0.01,0.97,0.08,0.00,0.66,10.00,0.00,0.79,0.12,2.18,0.27,0.04,0.05,1.18,0.30,8.15,0.30,0.65,1.04,0.95,0.47,9.20,10.00,10.00
http-party,node-portfinder,0.04,0.01,3.02,7.86,1.32,,,,,,,0.12,3.70,0.00,0.40,0.03,9.13,0.01,0.04,0.00,2.79,0.01,8.18,0.03,,,0.00,,,,10.00
PrismJS,prism,0.54,0.16,0.00,7.85,1.32,0.69,1.06,1.40,0.00,3.05,0.00,0.38,7.50,0.00,0.40,0.03,6.00,0.66,1.38,0.00,0.81,0.61,7.49,0.10,0.40,,0.05,,1.00,0.00,10.00
chaijs,chai,0.37,0.09,0.56,7.81,1.39,0.28,1.58,0.86,0.14,0.36,0.23,0.28,6.20,4.57,1.03,0.20,7.76,0.58,0.00,0.01,1.76,0.05,7.90,0.11,0.18,0.22,0.14,0.05,6.80,10.00,10.00
domenic,opener,0.01,0.00,0.77,7.81,1.32,,0.01,0.01,,,,0.08,4.20,0.00,0.24,1.97,5.70,0.16,0.39,0.00,0.51,0.00,7.44,0.03,0.00,,,,10.00,,10.00
sindresorhus,get-port,0.04,0.01,0.48,7.81,1.32,,,,,,,0.13,8.50,0.00,0.63,10.00,6.01,0.00,0.00,0.00,2.35,0.00,6.30,0.02,,,,,,,10.00
okonet,lint-staged,0.58,0.05,0.32,7.76,1.14,0.56,0.32,0.26,0.14,0.22,0.00,0.30,3.70,0.00,3.57,1.38,5.72,0.72,0.00,0.02,1.03,0.07,5.08,0.54,0.40,0.26,0.15,0.15,6.80,8.89,10.00
webpack-contrib,url-loader,0.06,0.02,1.98,7.76,1.32,,,,,,,0.66,6.20,0.00,1.03,0.78,6.35,3.95,1.77,0.00,0.88,0.02,7.60,0.05,,,,,,,10.00
reactjs,react-lifecycles-compat,0.02,0.00,0.71,7.76,1.32,,,,,,,0.15,5.00,0.29,0.56,0.63,4.10,1.67,2.54,0.00,0.81,0.01,3.69,,,,,,,,10.00
luisrudge,postcss-flexbugs-fixes,0.03,0.00,2.88,7.76,1.32,,,,,,,0.13,4.20,0.00,0.87,0.16,3.09,0.27,1.16,0.00,1.32,0.01,5.49,0.00,,,0.01,,,,10.00
jquery,jquery,2.68,2.63,2.34,7.72,1.83,1.25,0.60,0.31,0.31,0.55,0.39,0.76,10.00,4.57,1.19,0.51,6.99,0.35,0.43,0.03,2.28,0.23,9.74,0.02,0.24,0.17,0.31,0.07,8.50,10.00,10.00
cheeriojs,cheerio,1.25,0.21,0.42,7.69,2.67,1.11,2.25,1.13,1.59,0.16,1.21,0.23,7.50,0.86,1.03,0.02,7.76,1.50,0.04,0.19,1.47,0.08,8.01,0.14,0.15,0.22,1.56,0.65,3.00,10.00,9.47
mochajs,mocha,1.02,0.38,0.72,7.65,1.10,0.56,3.74,3.29,0.07,0.53,0.18,0.71,7.50,0.00,0.40,0.12,5.47,1.64,1.08,0.03,1.76,0.31,8.41,0.19,0.30,0.22,0.14,0.03,5.00,4.44,9.47
ljharb,json-stable-stringify,0.00,0.00,1.37,7.65,1.28,0.56,1.98,0.01,0.01,0.02,0.00,0.13,7.10,0.00,0.79,2.22,4.12,0.01,0.00,0.00,0.81,0.01,0.43,,0.04,0.09,0.02,0.03,5.00,7.78,9.47
rbuckton,reflect-metadata,0.14,0.02,0.98,7.65,0.92,0.69,0.75,0.17,0.05,0.50,0.02,0.20,4.20,0.00,1.11,0.90,4.32,0.05,0.00,0.00,0.07,0.00,5.66,0.03,0.04,0.00,0.06,0.06,10.00,8.89,9.47
tomas,needle,0.07,0.03,1.22,7.64,1.28,,0.02,0.01,0.00,0.88,0.93,0.08,4.20,0.00,2.22,0.89,5.75,0.03,0.17,0.00,1.47,0.02,7.89,0.08,0.05,0.09,0.00,0.02,2.90,10.00,9.47
archiverjs,node-archiver,0.12,0.03,0.18,7.64,1.32,,2.67,3.55,0.19,2.03,0.20,0.43,5.00,0.29,0.32,0.05,6.81,0.04,0.00,0.01,0.59,0.02,7.32,0.17,0.12,0.13,0.18,0.10,2.00,10.00,9.47
webpack-contrib,copy-webpack-plugin,0.13,0.04,1.39,7.64,1.50,,0.69,0.53,0.05,1.42,0.00,0.70,6.20,0.00,0.71,0.78,6.35,1.99,0.00,0.00,0.96,0.04,5.23,0.17,0.04,0.13,0.04,0.02,10.00,10.00,9.47
reworkcss,css,0.07,0.03,1.95,7.64,1.32,0.69,,0.58,0.00,0.00,0.00,0.08,3.70,0.00,1.03,0.26,7.83,0.00,0.00,0.00,0.15,0.02,7.48,,0.01,,0.01,,0.00,4.44,9.47
js-cookie,js-cookie,0.98,0.27,0.22,7.64,1.32,0.69,1.17,0.50,0.05,0.10,0.22,0.22,7.50,3.14,1.83,0.02,6.41,0.05,0.00,0.01,0.96,0.02,5.65,0.08,0.04,0.09,0.06,0.03,10.00,8.89,9.47
chrisdickinson,raf,0.03,0.01,2.80,7.64,1.32,,,,,,,0.08,4.20,0.00,0.87,3.11,7.28,0.00,0.00,0.00,2.21,0.00,7.17,,,,,,,,9.47
webpack,webpack-cli,0.12,0.07,0.97,7.81,2.12,0.69,3.00,0.52,0.84,0.33,0.00,0.83,8.70,0.29,0.87,0.44,6.89,2.60,0.04,0.10,0.22,0.02,4.45,0.16,0.07,0.17,0.83,0.27,9.20,10.00,9.47
dominictarr,JSONStream,0.09,0.02,0.52,7.81,1.32,,,,,,,,4.20,0.00,1.03,8.12,7.41,0.00,0.00,0.00,0.96,0.01,8.04,,,,,,,,9.47
d3,d3-array,0.02,0.03,0.14,7.81,1.32,,,,0.00,0.01,,0.07,3.70,0.00,0.16,0.48,6.27,0.14,0.09,0.00,0.44,0.04,5.50,0.16,,0.00,0.01,0.00,,2.22,9.47
highlightjs,highlight.js,1.04,0.45,0.64,7.70,1.47,0.28,1.84,0.35,0.38,0.52,0.30,0.43,8.70,3.14,1.67,0.52,2.79,0.24,0.13,0.04,0.37,0.11,8.54,0.09,0.55,1.83,0.43,0.14,7.10,8.89,9.47
reduxjs,react-redux,1.06,0.43,1.08,7.66,1.25,0.69,0.83,0.05,0.18,0.12,0.00,0.20,7.50,2.29,0.95,0.18,4.62,3.14,1.25,0.02,1.40,0.08,5.43,0.31,0.20,0.48,0.18,0.27,7.70,10.00,9.47
facebook,fbjs,0.09,0.04,0.87,7.66,1.32,,,9.13,,,0.00,0.23,7.50,2.00,0.24,1.22,4.61,3.40,1.38,0.00,0.88,0.17,5.51,,0.03,,0.04,,0.00,,9.47
yeoman,update-notifier,0.08,0.02,1.37,7.66,1.32,,4.55,5.23,,,,0.15,6.20,0.00,1.19,0.26,7.96,0.00,0.00,0.00,2.57,0.01,7.21,0.05,0.01,0.00,,0.01,10.00,,9.47
postcss,postcss-nested,0.05,0.01,2.53,7.66,1.32,,0.00,0.00,0.00,0.00,0.00,0.12,3.70,0.00,0.56,0.49,6.08,0.13,0.00,0.00,1.84,0.00,5.89,,0.01,0.04,0.00,0.00,10.00,10.00,9.47
csstools,postcss-plugins,0.04,0.01,2.94,7.64,1.06,0.83,1.03,0.01,0.89,0.07,0.56,1.71,6.20,6.29,0.63,1.07,5.07,1.10,0.00,0.15,0.00,0.03,2.47,,0.25,0.13,0.88,0.85,9.20,10.00,8.95
angular,angular-cli,1.21,1.53,0.01,7.45,1.14,0.83,0.41,0.31,4.28,0.12,1.40,1.69,8.70,8.00,1.35,1.86,6.01,2.38,0.17,0.84,0.22,0.06,5.50,1.65,3.75,0.87,4.19,0.88,9.10,10.00,8.42
reduxjs,reselect,0.87,0.09,0.73,7.40,1.28,0.56,0.27,0.09,0.20,0.44,0.00,0.28,3.70,0.00,0.95,0.18,4.62,1.54,0.13,0.01,0.74,0.08,5.45,0.11,0.14,0.30,0.23,0.82,5.80,7.78,8.42
fshost,node-dir,0.01,0.01,0.38,7.40,1.32,,,,,,,0.08,4.20,0.00,0.48,0.38,8.49,0.01,0.00,0.00,0.66,0.00,7.35,,,,,,,,8.42
bruce,node-temp,0.02,0.01,0.00,7.40,1.32,,,,,,,0.07,4.20,0.00,0.48,1.06,7.20,0.05,0.39,0.00,3.60,0.00,8.94,0.00,0.00,,,,0.00,,8.42
Stuk,jszip,0.43,0.16,0.51,7.40,1.28,,0.89,1.50,,,,0.07,4.20,0.00,0.00,1.08,7.08,0.18,1.98,0.00,1.10,0.08,9.46,,0.11,,0.00,,2.30,,8.42
sinonjs,sinon,0.43,0.10,0.19,7.42,1.50,,0.27,1.44,0.16,0.53,0.18,0.68,7.50,6.86,0.63,0.15,5.93,0.58,0.47,0.01,0.37,0.28,8.89,0.05,0.12,0.43,0.16,0.12,6.80,10.00,8.42
webpack-contrib,source-map-loader,0.02,0.01,2.38,7.42,1.28,0.56,1.83,0.40,0.05,0.43,0.00,0.65,6.20,0.00,0.63,0.78,6.35,2.13,0.00,0.00,0.81,0.03,6.22,0.05,0.00,0.13,0.04,0.02,10.00,10.00,8.42
arcanis,pnp-webpack-plugin,0.01,0.00,1.39,7.42,1.32,,,,,,,0.13,2.80,0.00,0.32,2.77,3.90,1.49,2.41,0.00,0.29,0.00,3.23,,,,,,,,8.42
pngjs,pngjs,0.03,0.01,0.34,7.42,1.32,,,,0.05,0.41,0.27,0.15,3.70,0.00,2.14,0.00,6.41,0.43,2.41,0.00,0.37,0.02,5.40,,0.02,,0.07,,0.00,6.67,8.42
jshttp,basic-auth,0.03,0.01,0.85,7.42,1.32,,,,,,,0.35,3.70,0.00,0.63,0.25,7.37,0.04,0.00,0.00,0.88,0.00,6.54,0.02,,,,,,,8.42
Raynos,global,0.01,0.00,0.50,7.42,1.32,,,,,,,0.08,4.20,0.00,0.40,5.88,7.30,0.00,0.00,0.00,0.29,0.00,6.32,,,,,,,,8.42
JedWatson,react-select,1.23,0.52,0.14,7.39,1.32,0.69,1.37,1.58,0.05,0.38,0.00,0.25,7.10,0.29,0.79,0.90,6.19,6.23,0.00,0.00,1.10,0.20,6.03,0.13,0.63,0.30,0.12,0.02,1.80,3.33,8.42
FezVrasta,popper.js,1.28,0.19,0.82,7.31,2.31,0.69,0.87,0.14,0.65,0.12,0.00,0.45,7.50,0.00,1.03,2.49,4.64,4.17,0.09,0.04,0.15,0.11,4.94,0.97,0.92,0.74,0.64,0.45,10.00,10.00,8.42
styled-components,polished,0.34,0.03,0.11,7.31,1.32,,3.67,0.43,0.01,9.32,3.33,0.20,8.70,4.57,1.27,0.31,4.76,2.46,0.65,0.01,0.51,0.12,4.53,0.21,0.00,0.00,0.01,0.00,10.00,10.00,8.42
pvorb,node-md5,0.04,0.02,0.00,7.31,1.32,,,,,,,0.00,4.20,0.00,0.71,0.98,7.83,0.23,0.78,0.00,0.66,0.00,7.92,0.00,,,,,,,8.42
senchalabs,connect,0.44,0.14,1.64,7.31,1.32,,,,,,,0.25,5.00,0.00,1.35,0.19,9.13,0.02,0.00,0.00,0.22,0.00,8.95,,0.00,,,,0.00,,8.42
styled-components,styled-components,1.82,0.31,0.68,7.28,0.99,0.28,1.68,1.19,0.18,0.33,0.47,0.13,6.20,5.71,0.87,0.31,4.76,2.37,0.39,0.02,0.37,0.07,4.68,0.40,0.87,0.87,0.22,0.15,5.00,7.78,8.42
jfromaniello,url-join,0.02,0.01,0.39,7.28,1.32,,0.17,,0.05,0.07,0.05,0.10,4.20,0.00,0.63,2.47,6.32,0.04,0.00,0.00,1.10,0.00,7.11,0.00,0.00,0.09,0.05,0.02,10.00,10.00,8.42
apollographql,graphql-tag,0.11,0.02,0.29,7.27,1.36,,,0.06,0.02,0.50,0.45,0.30,7.50,2.57,0.56,1.58,2.53,0.29,0.30,0.00,0.66,0.01,4.77,0.01,0.02,0.13,0.04,0.01,0.00,4.44,8.42
brix,crypto-js,0.69,0.30,0.21,7.27,1.32,,0.26,0.99,,,6.82,0.08,5.00,1.14,1.51,0.09,6.90,0.00,0.00,0.00,1.03,0.01,6.98,,0.16,0.00,0.00,0.01,4.70,,8.42
arcanis,ts-pnp,0.00,0.00,1.33,7.27,1.32,,,,,,,0.12,2.80,0.00,0.32,2.77,3.90,0.01,0.00,0.00,0.07,0.00,3.17,,,,,,,,8.42
gregberge,svgr,0.47,0.05,2.57,7.27,1.32,0.69,0.75,0.59,0.03,0.68,0.00,0.32,8.50,5.71,0.48,1.13,5.65,5.37,0.00,0.00,0.66,0.10,3.96,0.16,0.32,0.35,0.06,0.02,1.40,4.44,8.42
kentcdodds,cross-env,0.28,0.03,0.77,7.27,1.32,,,,,,,0.17,7.10,0.86,1.03,6.42,4.59,0.01,0.00,0.00,3.46,0.01,5.28,0.11,,,,,,,8.42
